name = zilien_data_COstrip_11-11-21.csv AND 2021-11-11 08_56_25 CO-strip_01_01_CVA_DUSB0_C01.mpt
technique = EC-MS
tstamp = 1636617385.0
backend_name = memory
id = 7
timecol 'time/s' for: 'raw potential / [V]' and 'raw current / [mA]' and 'selector' and '$U_{RHE}$ / [V]' and 'J / [mA cm$^{-2}$]'
timecol 'M28-x' for: 'M28'
timecol 'M18-x' for: 'M18'
timecol 'M40-x' for: 'M40'
timecol 'M32-x' for: 'M32'
timecol 'M4-x' for: 'M4'
timecol 'M44-x' for: 'M44'
timecol 'M2-x' for: 'M2'
N_header_lines = 16

time/s,	raw potential / [V],	raw current / [mA],	selector,	$U_{RHE}$ / [V],	J / [mA cm$^{-2}$],	M28-x,	M28,	M18-x,	M18,	M40-x,	M40,	M32-x,	M32,	M4-x,	M4,	M44-x,	M44,	M2-x,	M2
13581.414397239685,	0.051134065,	-0.0001521253448590871,	17,	0.051134065,	-0.0007761497186688118,	13838.390000104904,	1.181128e-10,	13838.319999933243,	1.328206e-09,	13838.539999961853,	2.047901e-12,	13838.47000002861,	2.291451e-10,	13838.240000009537,	1.851797e-08,	13838.609999895096,	1.063747e-11,	13838.730000019073,	2.544099e-10,	
13581.514397144318,	0.051114965,	-0.0001519673940201755,	17,	0.051114965,	-0.0007753438470417118,	13838.960000038147,	1.175724e-10,	13838.880000114441,	1.325114e-09,	13839.099999904633,	2.152216e-12,	13839.02999997139,	2.285534e-10,	13838.80999994278,	1.849458e-08,	13839.180000066757,	1.059405e-11,	13839.289999961853,	2.523481e-10,	
13581.614397287369,	0.051118843,	-0.000152287644115859,	17,	0.051118843,	-0.0007769777761013214,	13839.519999980927,	1.175366e-10,	13839.44000005722,	1.323864e-09,	13839.670000076294,	2.143428e-12,	13839.58999991417,	2.285586e-10,	13839.369999885559,	1.8428e-08,	13839.740000009537,	1.069729e-11,	13839.859999895096,	2.536051e-10,	
13581.714397192001,	0.051145557,	-0.0001519231258280342,	17,	0.051145557,	-0.0007751179889185419,	13840.079999923706,	1.178306e-10,	13840.0,	1.33181e-09,	13840.230000019073,	2.083151e-12,	13840.150000095367,	2.296451e-10,	13839.930000066757,	1.841925e-08,	13840.299999952316,	1.057951e-11,	13840.420000076294,	2.546671e-10,	
13581.814397335052,	0.051168464,	-0.0001520001198950923,	17,	0.051168464,	-0.0007755108157912872,	13840.640000104904,	1.175033e-10,	13840.569999933243,	1.328499e-09,	13840.789999961853,	2.130793e-12,	13840.72000002861,	2.298268e-10,	13840.490000009537,	1.855758e-08,	13840.869999885559,	1.053709e-11,	13840.980000019073,	2.542762e-10,	
13581.914397239685,	0.051107354,	-0.0001517609750153496,	17,	0.051107354,	-0.0007742906888538244,	13841.210000038147,	1.177727e-10,	13841.130000114441,	1.325936e-09,	13841.349999904633,	2.122575e-12,	13841.27999997139,	2.29579e-10,	13841.05999994278,	1.845875e-08,	13841.430000066757,	1.073847e-11,	13841.549999952316,	2.547062e-10,	
13582.014397144318,	0.051095936,	-0.0001521595296362652,	17,	0.051095936,	-0.0007763241307972715,	13841.769999980927,	1.178952e-10,	13841.69000005722,	1.332423e-09,	13841.920000076294,	2.386558e-12,	13841.83999991417,	2.302941e-10,	13841.619999885559,	1.845248e-08,	13841.990000009537,	1.065735e-11,	13842.109999895096,	2.534129e-10,	
13582.114397287369,	0.051126454,	-0.0001516746711567976,	17,	0.051126454,	-0.0007738503630448857,	13842.329999923706,	1.171841e-10,	13842.259999990463,	1.326014e-09,	13842.480000019073,	2.14014e-12,	13842.41000008583,	2.292835e-10,	13842.180000066757,	1.850173e-08,	13842.549999952316,	1.061317e-11,	13842.670000076294,	2.540329e-10,	
13582.214397192001,	0.051153243,	-0.0001519132055691443,	17,	0.051153243,	-0.000775067375352777,	13842.890000104904,	1.164671e-10,	13842.819999933243,	1.329832e-09,	13843.039999961853,	2.138928e-12,	13842.97000002861,	2.280837e-10,	13842.740000009537,	1.848267e-08,	13843.119999885559,	1.072206e-11,	13843.230000019073,	2.531124e-10,	
13582.314397335052,	0.051118769,	-0.0001515611988143067,	17,	0.051118769,	-0.0007732714225219729,	13843.460000038147,	1.16862e-10,	13843.380000114441,	1.328529e-09,	13843.609999895096,	2.084358e-12,	13843.52999997139,	2.279316e-10,	13843.30999994278,	1.846361e-08,	13843.680000066757,	1.05486e-11,	13843.799999952316,	2.531123e-10,	
13582.414397239685,	0.051088251,	-0.0001516243849764582,	17,	0.051088251,	-0.000773593800900297,	13844.019999980927,	1.176314e-10,	13843.94000005722,	1.324544e-09,	13844.170000076294,	2.322355e-12,	13844.08999991417,	2.289495e-10,	13843.869999885559,	1.843486e-08,	13844.240000009537,	1.055134e-11,	13844.359999895096,	2.532898e-10,	
13582.514397144318,	0.051164657,	-0.0001516259189666017,	17,	0.051164657,	-0.0007736016273806208,	13844.579999923706,	1.177188e-10,	13844.509999990463,	1.32954e-09,	13844.730000019073,	2.130886e-12,	13844.66000008583,	2.291878e-10,	13844.430000066757,	1.851125e-08,	13844.80999994278,	1.062806e-11,	13844.920000076294,	2.538003e-10,	
13582.614397287369,	0.051130336,	-0.0001514689522446135,	17,	0.051130336,	-0.0007728007767582321,	13845.140000104904,	1.173733e-10,	13845.069999933243,	1.331208e-09,	13845.289999961853,	2.048281e-12,	13845.22000002861,	2.30824e-10,	13845.0,	1.849268e-08,	13845.369999885559,	1.046598e-11,	13845.480000019073,	2.532347e-10,	
13582.714397192001,	0.051111158,	-0.0001512889421137515,	17,	0.051111158,	-0.0007718823577232219,	13845.710000038147,	1.175289e-10,	13845.630000114441,	1.331124e-09,	13845.859999895096,	2.061759e-12,	13845.77999997139,	2.299119e-10,	13845.55999994278,	1.847625e-08,	13845.930000066757,	1.052883e-11,	13846.049999952316,	2.535396e-10,	
13582.814397335052,	0.051126454,	-0.0001516390420001697,	17,	0.051126454,	-0.0007736685816335188,	13846.269999980927,	1.169231e-10,	13846.200000047684,	1.331457e-09,	13846.420000076294,	2.129782e-12,	13846.33999991417,	2.276386e-10,	13846.119999885559,	1.849628e-08,	13846.490000009537,	1.042358e-11,	13846.609999895096,	2.542358e-10,	
13582.914397239685,	0.051168464,	-0.0001515117608942092,	17,	0.051168464,	-0.0007730191882357612,	13846.829999923706,	1.170582e-10,	13846.759999990463,	1.332304e-09,	13846.980000019073,	2.084831e-12,	13846.91000008583,	2.297604e-10,	13846.680000066757,	1.851393e-08,	13847.05999994278,	1.062526e-11,	13847.170000076294,	2.537307e-10,	
13583.014397144318,	0.051153168,	-0.0001514935888844778,	17,	0.051153168,	-0.0007729264739003968,	13847.400000095367,	1.163975e-10,	13847.319999933243,	1.329549e-09,	13847.539999961853,	2.111329e-12,	13847.47000002861,	2.282719e-10,	13847.25,	1.844852e-08,	13847.619999885559,	1.067885e-11,	13847.730000019073,	2.532068e-10,	
13583.114397287369,	0.051092058,	-0.0001514357504493091,	17,	0.051092058,	-0.0007726313798434136,	13847.960000038147,	1.167749e-10,	13847.880000114441,	1.327809e-09,	13848.109999895096,	2.117587e-12,	13848.02999997139,	2.29875e-10,	13847.80999994278,	1.848507e-08,	13848.180000066757,	1.05355e-11,	13848.299999952316,	2.549008e-10,	
13583.214397192001,	0.051118843,	-0.0001518125571456043,	17,	0.051118843,	-0.000774553862987777,	13848.519999980927,	1.167418e-10,	13848.450000047684,	1.331183e-09,	13848.670000076294,	2.223425e-12,	13848.599999904633,	2.291359e-10,	13848.369999885559,	1.850531e-08,	13848.740000009537,	1.054935e-11,	13848.859999895096,	2.528749e-10,	
13583.314397335052,	0.051191371,	-0.0001511815020785435,	17,	0.051191371,	-0.0007713341942782831,	13849.079999923706,	1.179521e-10,	13849.009999990463,	1.328201e-09,	13849.230000019073,	2.115788e-12,	13849.16000008583,	2.279181e-10,	13848.930000066757,	1.844368e-08,	13849.30999994278,	1.059385e-11,	13849.420000076294,	2.535417e-10,	
13583.414397239685,	0.051088326,	-0.0001516868111066292,	17,	0.051088326,	-0.0007739123015644347,	13849.650000095367,	1.172192e-10,	13849.569999933243,	1.331443e-09,	13849.799999952316,	2.128175e-12,	13849.72000002861,	2.302364e-10,	13849.5,	1.840737e-08,	13849.869999885559,	1.046723e-11,	13849.990000009537,	2.525221e-10,	
13583.514397144318,	0.051118843,	-0.0001515854632743868,	17,	0.051118843,	-0.0007733952207876877,	13850.210000038147,	1.16145e-10,	13850.130000114441,	1.323632e-09,	13850.359999895096,	2.186342e-12,	13850.27999997139,	2.29862e-10,	13850.05999994278,	1.844183e-08,	13850.430000066757,	1.052614e-11,	13850.549999952316,	2.53149e-10,	
13583.614397287369,	0.051137947,	-0.0001513642534264367,	17,	0.051137947,	-0.000772266599114473,	13850.769999980927,	1.16918e-10,	13850.700000047684,	1.327096e-09,	13850.920000076294,	2.064273e-12,	13850.849999904633,	2.275711e-10,	13850.619999885559,	1.843671e-08,	13851.0,	1.045387e-11,	13851.109999895096,	2.530998e-10,	
13583.714397192001,	0.051122651,	-0.000151240562248859,	17,	0.051122651,	-0.0007716355216778521,	13851.329999923706,	1.180486e-10,	13851.259999990463,	1.323633e-09,	13851.480000019073,	2.400615e-12,	13851.41000008583,	2.292865e-10,	13851.19000005722,	1.844322e-08,	13851.55999994278,	1.050548e-11,	13851.670000076294,	2.525045e-10,	
13583.814397335052,	0.051153243,	-0.0001514566630357876,	17,	0.051153243,	-0.000772738076713202,	13851.900000095367,	1.162553e-10,	13851.819999933243,	1.329436e-09,	13852.049999952316,	2.153633e-12,	13851.97000002861,	2.28587e-10,	13851.75,	1.844788e-08,	13852.119999885559,	1.047685e-11,	13852.240000009537,	2.518308e-10,	
13583.914397239685,	0.051157046,	-0.0001508173556503606,	17,	0.051157046,	-0.0007694763043385744,	13852.460000038147,	1.18426e-10,	13852.390000104904,	1.332236e-09,	13852.609999895096,	2.045262e-12,	13852.52999997139,	2.297281e-10,	13852.30999994278,	1.850274e-08,	13852.680000066757,	1.072173e-11,	13852.799999952316,	2.533733e-10,	
13584.014397144318,	0.051088251,	-0.0001513779118977254,	17,	0.051088251,	-0.0007723362851924765,	13853.019999980927,	1.162996e-10,	13852.950000047684,	1.327311e-09,	13853.170000076294,	2.087387e-12,	13853.099999904633,	2.288738e-10,	13852.869999885559,	1.848695e-08,	13853.25,	1.051594e-11,	13853.359999895096,	2.532996e-10,	
13584.114397287369,	0.051069226,	-0.0001512958082312253,	17,	0.051069226,	-0.0007719173889348229,	13853.58999991417,	1.176854e-10,	13853.509999990463,	1.328359e-09,	13853.730000019073,	2.047278e-12,	13853.66000008583,	2.29149e-10,	13853.44000005722,	1.841273e-08,	13853.80999994278,	1.049133e-11,	13853.920000076294,	2.532554e-10,	
13584.214397192001,	0.051160853,	-0.0001507576853910001,	17,	0.051160853,	-0.0007691718642397964,	13854.150000095367,	1.154647e-10,	13854.069999933243,	1.328791e-09,	13854.299999952316,	2.230592e-12,	13854.22000002861,	2.288663e-10,	13854.0,	1.841075e-08,	13854.369999885559,	1.059705e-11,	13854.490000009537,	2.509856e-10,	
13584.314397335052,	0.051137947,	-0.0001509879823861414,	17,	0.051137947,	-0.0007703468489088847,	13854.710000038147,	1.159145e-10,	13854.640000104904,	1.326583e-09,	13854.859999895096,	2.118373e-12,	13854.789999961853,	2.281172e-10,	13854.55999994278,	1.841431e-08,	13854.94000005722,	1.044744e-11,	13855.049999952316,	2.528125e-10,	
13584.414397239685,	0.051130336,	-0.0001512101159751183,	17,	0.051130336,	-0.0007714801835465219,	13855.269999980927,	1.163991e-10,	13855.200000047684,	1.328665e-09,	13855.420000076294,	2.153589e-12,	13855.349999904633,	2.301146e-10,	13855.119999885559,	1.847235e-08,	13855.5,	1.047897e-11,	13855.609999895096,	2.534365e-10,	
13584.514397144318,	0.051157046,	-0.0001510056929982968,	17,	0.051157046,	-0.0007704372091749837,	13855.83999991417,	1.175146e-10,	13855.759999990463,	1.324767e-09,	13855.990000009537,	2.196035e-12,	13855.91000008583,	2.290786e-10,	13855.69000005722,	1.844042e-08,	13856.05999994278,	1.049134e-11,	13856.180000066757,	2.53451e-10,	
13584.614397287369,	0.051164657,	-0.0001506681054452208,	17,	0.051164657,	-0.000768714823700106,	13856.400000095367,	1.172301e-10,	13856.329999923706,	1.323127e-09,	13856.549999952316,	2.038515e-12,	13856.47000002861,	2.290277e-10,	13856.25,	1.845029e-08,	13856.619999885559,	1.048342e-11,	13856.740000009537,	2.539083e-10,	
13584.714397192001,	0.051153243,	-0.0001509547954337905,	17,	0.051153243,	-0.0007701775277234209,	13856.960000038147,	1.169371e-10,	13856.890000104904,	1.326204e-09,	13857.109999895096,	2.086101e-12,	13857.039999961853,	2.295871e-10,	13856.80999994278,	1.848946e-08,	13857.19000005722,	1.061486e-11,	13857.299999952316,	2.537688e-10,	
13584.814397096634,	0.051134065,	-0.0001506971065246038,	17,	0.051134065,	-0.0007688627883908356,	13857.519999980927,	1.157434e-10,	13857.450000047684,	1.325059e-09,	13857.670000076294,	2.207313e-12,	13857.599999904633,	2.281803e-10,	13857.380000114441,	1.846164e-08,	13857.75,	1.059349e-11,	13857.859999895096,	2.541723e-10,	
13584.914397239685,	0.05114175,	-0.0001507969050435353,	17,	0.05114175,	-0.0007693719645078332,	13858.08999991417,	1.160037e-10,	13858.009999990463,	1.328992e-09,	13858.240000009537,	2.150584e-12,	13858.16000008583,	2.284715e-10,	13857.94000005722,	1.84951e-08,	13858.30999994278,	1.054964e-11,	13858.430000066757,	2.535032e-10,	
13585.014397144318,	0.051134139,	-0.0001506912223703693,	17,	0.051134139,	-0.0007688327671957617,	13858.650000095367,	1.17059e-10,	13858.579999923706,	1.329542e-09,	13858.799999952316,	2.004447e-12,	13858.72000002861,	2.295679e-10,	13858.5,	1.849753e-08,	13858.869999885559,	1.04311e-11,	13858.990000009537,	2.52874e-10,	
13585.114397287369,	0.051157046,	-0.0001506938892416659,	17,	0.051157046,	-0.0007688463736819688,	13859.210000038147,	1.165382e-10,	13859.140000104904,	1.335866e-09,	13859.359999895096,	2.128969e-12,	13859.289999961853,	2.284728e-10,	13859.05999994278,	1.848658e-08,	13859.44000005722,	1.039289e-11,	13859.549999952316,	2.544804e-10,	
13585.214397192001,	0.051103547,	-0.0001508546688273782,	17,	0.051103547,	-0.0007696666776907051,	13859.769999980927,	1.158584e-10,	13859.700000047684,	1.327191e-09,	13859.920000076294,	2.157381e-12,	13859.849999904633,	2.295763e-10,	13859.630000114441,	1.845975e-08,	13860.0,	1.091335e-11,	13860.109999895096,	2.520143e-10,	
13585.314397096634,	0.051145557,	-0.0001505048821709353,	17,	0.051145557,	-0.000767882051892527,	13860.33999991417,	1.154722e-10,	13860.259999990463,	1.328654e-09,	13860.490000009537,	2.188955e-12,	13860.41000008583,	2.295649e-10,	13860.19000005722,	1.847048e-08,	13860.55999994278,	1.060804e-11,	13860.680000066757,	2.541814e-10,	
13585.414397239685,	0.051099744,	-0.0001510079717845657,	17,	0.051099744,	-0.0007704488356355392,	13860.900000095367,	1.174388e-10,	13860.829999923706,	1.329098e-09,	13861.049999952316,	2.166259e-12,	13860.97000002861,	2.288457e-10,	13860.75,	1.845419e-08,	13861.119999885559,	1.039689e-11,	13861.240000009537,	2.536829e-10,	
13585.514397144318,	0.051195249,	-0.000150240862756619,	17,	0.051195249,	-0.0007665350140643826,	13861.460000038147,	1.165441e-10,	13861.390000104904,	1.321928e-09,	13861.609999895096,	2.111215e-12,	13861.539999961853,	2.276574e-10,	13861.30999994278,	1.843012e-08,	13861.69000005722,	1.045325e-11,	13861.799999952316,	2.551372e-10,	
13585.614397287369,	0.051118843,	-0.0001508971056609883,	17,	0.051118843,	-0.0007698831921478994,	13862.02999997139,	1.150043e-10,	13861.950000047684,	1.326588e-09,	13862.170000076294,	2.24607e-12,	13862.099999904633,	2.288724e-10,	13861.880000114441,	1.848316e-08,	13862.25,	1.054413e-11,	13862.369999885559,	2.538639e-10,	
13585.714397192001,	0.051137947,	-0.0001505647020239847,	17,	0.051137947,	-0.0007681872552244117,	13862.58999991417,	1.172398e-10,	13862.509999990463,	1.328301e-09,	13862.740000009537,	2.108771e-12,	13862.66000008583,	2.293656e-10,	13862.44000005722,	1.848177e-08,	13862.80999994278,	1.049149e-11,	13862.930000066757,	2.540446e-10,	
13585.814397096634,	0.051130336,	-0.0001504064536129589,	17,	0.051130336,	-0.0007673798653722393,	13863.150000095367,	1.164436e-10,	13863.079999923706,	1.327165e-09,	13863.299999952316,	2.436897e-12,	13863.230000019073,	2.285661e-10,	13863.0,	1.849672e-08,	13863.369999885559,	1.039719e-11,	13863.490000009537,	2.535746e-10,	
13585.914397239685,	0.051130336,	-0.0001504583337082295,	17,	0.051130336,	-0.0007676445597358647,	13863.710000038147,	1.155669e-10,	13863.640000104904,	1.329265e-09,	13863.859999895096,	2.076303e-12,	13863.789999961853,	2.284137e-10,	13863.569999933243,	1.851596e-08,	13863.94000005722,	1.056907e-11,	13864.049999952316,	2.539477e-10,	
13586.014397144318,	0.051134065,	-0.0001501476178091253,	17,	0.051134065,	-0.0007660592745363535,	13864.27999997139,	1.165291e-10,	13864.200000047684,	1.331751e-09,	13864.430000066757,	2.147009e-12,	13864.349999904633,	2.305277e-10,	13864.130000114441,	1.850697e-08,	13864.5,	1.039505e-11,	13864.619999885559,	2.542007e-10,	
13586.114397287369,	0.051157046,	-0.0001503989619232016,	17,	0.051157046,	-0.0007673416424653142,	13864.83999991417,	1.165815e-10,	13864.769999980927,	1.328785e-09,	13864.990000009537,	2.121348e-12,	13864.91000008583,	2.300323e-10,	13864.69000005722,	1.853646e-08,	13865.05999994278,	1.043343e-11,	13865.180000066757,	2.538498e-10,	
13586.214397192001,	0.051095936,	-0.0001505705107847461,	17,	0.051095936,	-0.0007682168917589085,	13865.400000095367,	1.15367e-10,	13865.329999923706,	1.324483e-09,	13865.549999952316,	2.180179e-12,	13865.480000019073,	2.281724e-10,	13865.25,	1.84996e-08,	13865.630000114441,	1.042725e-11,	13865.740000009537,	2.540191e-10,	
13586.314397096634,	0.051137872,	-0.0001501852285873614,	17,	0.051137872,	-0.0007662511662620479,	13865.97000002861,	1.156312e-10,	13865.890000104904,	1.331095e-09,	13866.109999895096,	2.163153e-12,	13866.039999961853,	2.29473e-10,	13865.819999933243,	1.846132e-08,	13866.19000005722,	1.029543e-11,	13866.299999952316,	2.532232e-10,	
13586.414397239685,	0.051153168,	-0.000150356763697346,	17,	0.051153168,	-0.0007671263453946224,	13866.52999997139,	1.157379e-10,	13866.450000047684,	1.327033e-09,	13866.680000066757,	2.116113e-12,	13866.599999904633,	2.291636e-10,	13866.380000114441,	1.845575e-08,	13866.75,	1.052535e-11,	13866.869999885559,	2.532967e-10,	
13586.514397144318,	0.051088251,	-0.0001501001464494036,	17,	0.051088251,	-0.0007658170737214468,	13867.08999991417,	1.161737e-10,	13867.019999980927,	1.327821e-09,	13867.240000009537,	2.167217e-12,	13867.16000008583,	2.291616e-10,	13866.94000005722,	1.847502e-08,	13867.30999994278,	1.058491e-11,	13867.430000066757,	2.541148e-10,	
13587.514397144318,	0.051061541,	-0.0001499621965267584,	17,	0.051061541,	-0.000765113247585502,	13867.650000095367,	1.160035e-10,	13867.579999923706,	1.328279e-09,	13867.799999952316,	2.285716e-12,	13867.730000019073,	2.291904e-10,	13867.5,	1.848122e-08,	13867.880000114441,	1.046261e-11,	13867.990000009537,	2.536673e-10,	
13588.514397144318,	0.051107354,	-0.0001496352875212329,	17,	0.051107354,	-0.0007634453444960862,	13868.22000002861,	1.151257e-10,	13868.140000104904,	1.331348e-09,	13868.359999895096,	2.265172e-12,	13868.289999961853,	2.289831e-10,	13868.069999933243,	1.844887e-08,	13868.44000005722,	1.049256e-11,	13868.55999994278,	2.53705e-10,	
13589.514397144318,	0.051114965,	-0.0001492620656703366,	17,	0.051114965,	-0.0007615411513792683,	13868.77999997139,	1.162466e-10,	13868.700000047684,	1.330037e-09,	13868.930000066757,	2.177573e-12,	13868.849999904633,	2.292884e-10,	13868.630000114441,	1.847192e-08,	13869.0,	1.020837e-11,	13869.119999885559,	2.534846e-10,	
13590.514397144318,	0.051126454,	-0.000148879962087085,	17,	0.051126454,	-0.0007595916433014541,	13869.33999991417,	1.165252e-10,	13869.269999980927,	1.32839e-09,	13869.490000009537,	2.107882e-12,	13869.420000076294,	2.299142e-10,	13869.19000005722,	1.843899e-08,	13869.569999933243,	1.049358e-11,	13869.680000066757,	2.551562e-10,	
13591.514397144318,	0.051145632,	-0.0001483846299670404,	17,	0.051145632,	-0.0007570644386073489,	13869.900000095367,	1.157313e-10,	13869.829999923706,	1.331345e-09,	13870.049999952316,	2.2054e-12,	13869.980000019073,	2.286979e-10,	13869.75,	1.849378e-08,	13870.130000114441,	1.045132e-11,	13870.240000009537,	2.538296e-10,	
13592.514397144318,	0.05111504,	-0.0001478343415146815,	17,	0.05111504,	-0.0007542568444626607,	13870.47000002861,	1.158997e-10,	13870.390000104904,	1.327383e-09,	13870.619999885559,	2.23903e-12,	13870.539999961853,	2.29765e-10,	13870.319999933243,	1.847286e-08,	13870.69000005722,	1.041627e-11,	13870.80999994278,	2.53625e-10,	
13593.514397144318,	0.051126454,	-0.0001471856338976069,	17,	0.051126454,	-0.0007509471117224842,	13871.02999997139,	1.165716e-10,	13870.960000038147,	1.333899e-09,	13871.180000066757,	2.22269e-12,	13871.099999904633,	2.288213e-10,	13870.880000114441,	1.849007e-08,	13871.25,	1.045356e-11,	13871.369999885559,	2.551239e-10,	
13594.514397144318,	0.051111158,	-0.0001465908693950044,	17,	0.051111158,	-0.0007479125989541041,	13871.58999991417,	1.161165e-10,	13871.519999980927,	1.333495e-09,	13871.740000009537,	2.17899e-12,	13871.670000076294,	2.311777e-10,	13871.44000005722,	1.853064e-08,	13871.819999933243,	1.039682e-11,	13871.930000066757,	2.552256e-10,	
13595.514397144318,	0.051114965,	-0.0001461431471660038,	17,	0.051114965,	-0.0007456283018673663,	13872.16000008583,	1.160477e-10,	13872.079999923706,	1.333964e-09,	13872.299999952316,	2.126775e-12,	13872.230000019073,	2.283052e-10,	13872.009999990463,	1.852665e-08,	13872.380000114441,	1.039334e-11,	13872.490000009537,	2.545963e-10,	
13596.514397144318,	0.051122651,	-0.0001457426717955969,	17,	0.051122651,	-0.0007435850601816169,	13872.72000002861,	1.157375e-10,	13872.640000104904,	1.327551e-09,	13872.869999885559,	2.175125e-12,	13872.789999961853,	2.288109e-10,	13872.569999933243,	1.848e-08,	13872.94000005722,	1.039945e-11,	13873.05999994278,	2.530051e-10,	
13597.514397144318,	0.051130261,	-0.0001452931621490279,	17,	0.051130261,	-0.0007412916436174893,	13873.27999997139,	1.160219e-10,	13873.210000038147,	1.324224e-09,	13873.430000066757,	2.210153e-12,	13873.359999895096,	2.2932e-10,	13873.130000114441,	1.842721e-08,	13873.5,	1.040048e-11,	13873.619999885559,	2.528172e-10,	
13598.514397144318,	0.051111232,	-0.0001450248406225001,	17,	0.051111232,	-0.0007399226562372454,	13873.83999991417,	1.156455e-10,	13873.769999980927,	1.326652e-09,	13873.990000009537,	2.128674e-12,	13873.920000076294,	2.280997e-10,	13873.700000047684,	1.841605e-08,	13874.069999933243,	1.041017e-11,	13874.180000066757,	2.539023e-10,	
13599.514397144318,	0.051130336,	-0.0001447257427411386,	17,	0.051130336,	-0.0007383966466384622,	13874.41000008583,	1.153255e-10,	13874.329999923706,	1.327039e-09,	13874.549999952316,	2.16349e-12,	13874.480000019073,	2.282851e-10,	13874.259999990463,	1.849289e-08,	13874.630000114441,	1.039128e-11,	13874.740000009537,	2.534292e-10,	
13600.514396905899,	0.051107354,	-0.0001443592741270552,	17,	0.051107354,	-0.000736526908811506,	13874.97000002861,	1.166007e-10,	13874.890000104904,	1.331621e-09,	13875.119999885559,	2.191245e-12,	13875.039999961853,	2.289166e-10,	13874.819999933243,	1.848493e-08,	13875.19000005722,	1.043005e-11,	13875.30999994278,	2.52804e-10,	
13601.514396905899,	0.05114175,	-0.000143976251596178,	17,	0.05114175,	-0.000734572712225398,	13875.52999997139,	1.156739e-10,	13875.460000038147,	1.329591e-09,	13875.680000066757,	2.070821e-12,	13875.609999895096,	2.300382e-10,	13875.380000114441,	1.85175e-08,	13875.75,	1.015856e-11,	13875.869999885559,	2.539893e-10,	
13602.514396905899,	0.051095862,	-0.000143711950496072,	17,	0.051095862,	-0.000733224237224857,	13876.08999991417,	1.162117e-10,	13876.019999980927,	1.334592e-09,	13876.240000009537,	2.174095e-12,	13876.170000076294,	2.281952e-10,	13875.94000005722,	1.847674e-08,	13876.319999933243,	1.038886e-11,	13876.430000066757,	2.537773e-10,	
13603.514396905899,	0.051157046,	-0.0001434318424580851,	17,	0.051157046,	-0.0007317951145820669,	13876.66000008583,	1.161678e-10,	13876.579999923706,	1.321439e-09,	13876.80999994278,	2.117078e-12,	13876.730000019073,	2.295336e-10,	13876.509999990463,	1.845762e-08,	13876.880000114441,	1.041047e-11,	13877.0,	2.551346e-10,	
13604.514396905899,	0.051145557,	-0.0001431122409951057,	17,	0.051145557,	-0.0007301644948729881,	13877.22000002861,	1.161179e-10,	13877.150000095367,	1.329074e-09,	13877.369999885559,	2.182991e-12,	13877.289999961853,	2.291917e-10,	13877.069999933243,	1.847523e-08,	13877.44000005722,	1.053059e-11,	13877.55999994278,	2.532589e-10,	
13605.514396905899,	0.051164731,	-0.0001426878996426241,	17,	0.051164731,	-0.000727999487972572,	13877.77999997139,	1.144102e-10,	13877.710000038147,	1.327065e-09,	13877.930000066757,	2.20363e-12,	13877.859999895096,	2.28275e-10,	13877.630000114441,	1.843696e-08,	13878.0,	1.049445e-11,	13878.119999885559,	2.541961e-10,	
13606.514396905899,	0.051168464,	-0.0001424914560193432,	17,	0.051168464,	-0.0007269972245884857,	13878.349999904633,	1.15196e-10,	13878.269999980927,	1.325055e-09,	13878.490000009537,	2.190065e-12,	13878.420000076294,	2.276514e-10,	13878.200000047684,	1.841945e-08,	13878.569999933243,	1.029912e-11,	13878.680000066757,	2.52919e-10,	
13607.514396905899,	0.051172342,	-0.0001422044499049661,	17,	0.051172342,	-0.0007255329076783983,	13878.91000008583,	1.15763e-10,	13878.829999923706,	1.328614e-09,	13879.05999994278,	2.139362e-12,	13878.980000019073,	2.286445e-10,	13878.759999990463,	1.849596e-08,	13879.130000114441,	1.042178e-11,	13879.25,	2.52866e-10,	
13608.514396905899,	0.051137947,	-0.0001418970104510664,	17,	0.051137947,	-0.000723964339036053,	13879.47000002861,	1.1767e-10,	13879.400000095367,	1.323176e-09,	13879.619999885559,	2.11767e-12,	13879.539999961853,	2.291942e-10,	13879.319999933243,	1.843202e-08,	13879.69000005722,	1.058192e-11,	13879.80999994278,	2.536133e-10,	
13609.514396905899,	0.051088251,	-0.0001416022019067897,	17,	0.051088251,	-0.0007224602138101515,	13880.02999997139,	1.160359e-10,	13879.960000038147,	1.325733e-09,	13880.180000066757,	2.254935e-12,	13880.109999895096,	2.29163e-10,	13879.880000114441,	1.84417e-08,	13880.259999990463,	1.030321e-11,	13880.369999885559,	2.549531e-10,	
13610.514396905899,	0.051103547,	-0.0001412731016345791,	17,	0.051103547,	-0.0007207811307886688,	13880.599999904633,	1.146118e-10,	13880.519999980927,	1.326147e-09,	13880.740000009537,	2.153911e-12,	13880.670000076294,	2.282252e-10,	13880.450000047684,	1.842074e-08,	13880.819999933243,	1.04411e-11,	13880.94000005722,	2.526688e-10,	
13611.514396905899,	0.051103547,	-0.00014117618255259,	17,	0.051103547,	-0.0007202866456764796,	13881.16000008583,	1.147861e-10,	13881.079999923706,	1.327314e-09,	13881.30999994278,	2.05574e-12,	13881.230000019073,	2.286598e-10,	13881.009999990463,	1.84384e-08,	13881.380000114441,	1.011732e-11,	13881.5,	2.528258e-10,	
