name = zilien_data_COstrip_11-11-21.csv AND 2021-11-11 08_56_25 CO-strip_01_01_CVA_DUSB0_C01.mpt
technique = EC-MS
tstamp = 1636617385.0
backend_name = memory
id = 7
timecol 'time/s' for: 'raw potential / [V]' and 'raw current / [mA]' and 'selector' and '$U_{RHE}$ / [V]' and 'J / [mA cm$^{-2}$]'
timecol 'M28-x' for: 'M28'
timecol 'M18-x' for: 'M18'
timecol 'M40-x' for: 'M40'
timecol 'M32-x' for: 'M32'
timecol 'M4-x' for: 'M4'
timecol 'M44-x' for: 'M44'
timecol 'M2-x' for: 'M2'
N_header_lines = 16

time/s,	raw potential / [V],	raw current / [mA],	selector,	$U_{RHE}$ / [V],	J / [mA cm$^{-2}$],	M28-x,	M28,	M18-x,	M18,	M40-x,	M40,	M32-x,	M32,	M4-x,	M4,	M44-x,	M44,	M2-x,	M2
14180.51438999176,	0.051118843,	-0.0001072419941294356,	17,	0.051118843,	-0.0005471530312726306,	14201.33999991417,	1.081815e-10,	14201.269999980927,	1.328697e-09,	14201.490000009537,	2.019332e-12,	14201.420000076294,	2.281917e-10,	14201.19000005722,	1.840277e-08,	14201.569999933243,	9.811479e-12,	14201.680000066757,	2.539377e-10,	
14181.51438999176,	0.051145557,	-0.0001070494929903362,	17,	0.051145557,	-0.0005461708826037562,	14201.900000095367,	1.08055e-10,	14201.829999923706,	1.328247e-09,	14202.049999952316,	2.184949e-12,	14201.980000019073,	2.27427e-10,	14201.759999990463,	1.847769e-08,	14202.130000114441,	1.000746e-11,	14202.240000009537,	2.547529e-10,	
14182.51438999176,	0.051145557,	-0.0001071341565973853,	17,	0.051145557,	-0.000546602839782578,	14202.47000002861,	1.089112e-10,	14202.390000104904,	1.32713e-09,	14202.619999885559,	2.08098e-12,	14202.539999961853,	2.270139e-10,	14202.319999933243,	1.843258e-08,	14202.69000005722,	9.88419e-12,	14202.80999994278,	2.551999e-10,	
14183.51438999176,	0.051118843,	-0.0001070266894981618,	17,	0.051118843,	-0.0005460545382559275,	14203.02999997139,	1.079967e-10,	14202.960000038147,	1.325045e-09,	14203.180000066757,	1.99393e-12,	14203.099999904633,	2.279621e-10,	14202.880000114441,	1.847352e-08,	14203.25,	9.912026e-12,	14203.369999885559,	2.552223e-10,	
14184.514590024948,	0.051137947,	-0.0001069636261904188,	17,	0.051137947,	-0.0005457327866858102,	14203.58999991417,	1.084615e-10,	14203.519999980927,	1.327863e-09,	14203.740000009537,	2.050319e-12,	14203.670000076294,	2.279306e-10,	14203.44000005722,	1.844941e-08,	14203.819999933243,	9.939832e-12,	14203.930000066757,	2.546555e-10,	
14184.554990053177,	0.051168539,	-9.8323893325869e-05,	18,	0.051168539,	-0.0005016525169687194,	14204.150000095367,	1.077387e-10,	14204.079999923706,	1.328916e-09,	14204.299999952316,	2.116568e-12,	14204.230000019073,	2.284418e-10,	14204.009999990463,	1.847685e-08,	14204.380000114441,	1.000672e-11,	14204.490000009537,	2.543675e-10,	
14184.974789857864,	0.049031399,	-0.000152714989731448,	18,	0.049031399,	-0.0007791581108747347,	14204.72000002861,	1.085446e-10,	14204.640000104904,	1.328032e-09,	14204.869999885559,	2.018509e-12,	14204.789999961853,	2.291487e-10,	14204.569999933243,	1.848348e-08,	14204.94000005722,	1.004096e-11,	14205.05999994278,	2.54231e-10,	
14185.774389982224,	0.045049064,	-0.0001702744478203818,	18,	0.045049064,	-0.0008687471827570498,	14205.27999997139,	1.083571e-10,	14205.210000038147,	1.326814e-09,	14205.430000066757,	1.991943e-12,	14205.359999895096,	2.275046e-10,	14205.130000114441,	1.847334e-08,	14205.5,	9.967665e-12,	14205.619999885559,	2.542511e-10,	
14186.573989868164,	0.041044854,	-0.0001842511711343642,	18,	0.041044854,	-0.0009400569955834907,	14205.83999991417,	1.084095e-10,	14205.769999980927,	1.322086e-09,	14205.990000009537,	2.052143e-12,	14205.920000076294,	2.273902e-10,	14205.69000005722,	1.840718e-08,	14206.069999933243,	9.931426e-12,	14206.180000066757,	2.553619e-10,	
14187.253690004349,	0.037637878,	-0.0001956408501561872,	18,	0.037637878,	-0.0009981676028376898,	14206.41000008583,	1.078377e-10,	14206.329999923706,	1.32938e-09,	14206.55999994278,	2.036787e-12,	14206.480000019073,	2.283476e-10,	14206.259999990463,	1.849863e-08,	14206.630000114441,	9.839813e-12,	14206.75,	2.549829e-10,	
14187.536589860916,	0.036173563,	-0.0001730287331156433,	18,	0.036173563,	-0.000882799658753282,	14206.97000002861,	1.08515e-10,	14206.900000095367,	1.328283e-09,	14207.119999885559,	2.114223e-12,	14207.039999961853,	2.295565e-10,	14206.819999933243,	1.843829e-08,	14207.19000005722,	9.87473e-12,	14207.30999994278,	2.555705e-10,	
14187.57658982277,	0.036326453,	-0.0001471491817561274,	18,	0.036326453,	-0.0007507611314088133,	14207.52999997139,	1.084386e-10,	14207.460000038147,	1.321034e-09,	14207.680000066757,	2.113163e-12,	14207.609999895096,	2.273123e-10,	14207.380000114441,	1.843868e-08,	14207.759999990463,	9.760805e-12,	14207.869999885559,	2.557328e-10,	
14187.996389865875,	0.038442984,	-9.699690863562965e-05,	18,	0.038442984,	-0.0004948821869164777,	14208.08999991417,	1.082942e-10,	14208.019999980927,	1.325965e-09,	14208.240000009537,	2.097427e-12,	14208.170000076294,	2.296971e-10,	14207.950000047684,	1.844953e-08,	14208.319999933243,	1.006418e-11,	14208.430000066757,	2.551458e-10,	
14188.795989990234,	0.042451475,	-7.527669548639644e-05,	18,	0.042451475,	-0.0003840647728897777,	14208.66000008583,	1.090648e-10,	14208.579999923706,	1.324915e-09,	14208.80999994278,	2.210268e-12,	14208.730000019073,	2.281716e-10,	14208.509999990463,	1.842459e-08,	14208.880000114441,	9.717647e-12,	14209.0,	2.560292e-10,	
14189.595589876175,	0.046457279,	-6.202909738367611e-05,	18,	0.046457279,	-0.0003164749866514087,	14209.22000002861,	1.083502e-10,	14209.150000095367,	1.322116e-09,	14209.369999885559,	2.125685e-12,	14209.289999961853,	2.289991e-10,	14209.069999933243,	1.842644e-08,	14209.44000005722,	1.000102e-11,	14209.55999994278,	2.559757e-10,	
14190.395190000534,	0.050443348,	-5.253542461409176e-05,	18,	0.050443348,	-0.00026803788068414166,	14209.77999997139,	1.082595e-10,	14209.710000038147,	1.325878e-09,	14209.930000066757,	2.067434e-12,	14209.859999895096,	2.289388e-10,	14209.630000114441,	1.847892e-08,	14210.009999990463,	9.648485e-12,	14210.119999885559,	2.554199e-10,	
14191.194789886475,	0.054434069,	-4.459204008876931e-05,	18,	0.054434069,	-0.00022751040861616995,	14210.349999904633,	1.083745e-10,	14210.269999980927,	1.324876e-09,	14210.490000009537,	2.196161e-12,	14210.420000076294,	2.274234e-10,	14210.200000047684,	1.843619e-08,	14210.569999933243,	9.932246e-12,	14210.680000066757,	2.549804e-10,	
14191.994389772415,	0.058444988,	-3.851084311249208e-05,	18,	0.058444988,	-0.00019648389343108206,	14210.91000008583,	1.080921e-10,	14210.829999923706,	1.325395e-09,	14211.05999994278,	2.104985e-12,	14210.980000019073,	2.273719e-10,	14210.759999990463,	1.846473e-08,	14211.130000114441,	9.907465e-12,	14211.25,	2.539668e-10,	
14192.793989896774,	0.062453378,	-3.352251310241881e-05,	18,	0.062453378,	-0.0001710332301143817,	14211.47000002861,	1.089885e-10,	14211.400000095367,	1.334997e-09,	14211.619999885559,	2.064917e-12,	14211.549999952316,	2.28567e-10,	14211.319999933243,	1.844329e-08,	14211.69000005722,	9.787053e-12,	14211.80999994278,	2.540696e-10,	
14193.593589782715,	0.066449337,	-2.964662234158765e-05,	18,	0.066449337,	-0.0001512582772529982,	14212.02999997139,	1.078545e-10,	14211.960000038147,	1.328617e-09,	14212.180000066757,	2.129619e-12,	14212.109999895096,	2.277154e-10,	14211.880000114441,	1.843006e-08,	14212.259999990463,	9.962781e-12,	14212.369999885559,	2.543327e-10,	
14194.393189907074,	0.070436016,	-2.630397007671073e-05,	18,	0.070436016,	-0.00013420392896280984,	14212.599999904633,	1.084128e-10,	14212.519999980927,	1.33331e-09,	14212.75,	2.131558e-12,	14212.670000076294,	2.291337e-10,	14212.450000047684,	1.841767e-08,	14212.819999933243,	9.79037e-12,	14212.94000005722,	2.542794e-10,	
14195.192789793015,	0.074419789,	-2.347717621824393e-05,	18,	0.074419789,	-0.00011978151131757107,	14213.16000008583,	1.074918e-10,	14213.079999923706,	1.324443e-09,	14213.30999994278,	2.233878e-12,	14213.230000019073,	2.270326e-10,	14213.009999990463,	1.841125e-08,	14213.380000114441,	9.896186e-12,	14213.5,	2.540284e-10,	
14195.992389917374,	0.078409605,	-2.091655645413407e-05,	18,	0.078409605,	-0.00010671712476599016,	14213.72000002861,	1.078844e-10,	14213.650000095367,	1.321207e-09,	14213.869999885559,	1.959692e-12,	14213.799999952316,	2.272204e-10,	14213.569999933243,	1.843322e-08,	14213.950000047684,	9.941509e-12,	14214.05999994278,	2.544855e-10,	
14196.792089700699,	0.082420342,	-1.878642977296216e-05,	18,	0.082420342,	-9.584913149470489e-05,	14214.27999997139,	1.079134e-10,	14214.210000038147,	1.322568e-09,	14214.430000066757,	2.196181e-12,	14214.359999895096,	2.272591e-10,	14214.140000104904,	1.844924e-08,	14214.509999990463,	9.710201e-12,	14214.619999885559,	2.541131e-10,	
14197.591689825058,	0.086421773,	-1.659152451005018e-05,	18,	0.086421773,	-8.465063525535807e-05,	14214.849999904633,	1.075708e-10,	14214.769999980927,	1.328164e-09,	14215.0,	2.042861e-12,	14214.920000076294,	2.271626e-10,	14214.700000047684,	1.838971e-08,	14215.069999933243,	9.831119e-12,	14215.19000005722,	2.537393e-10,	
14198.391289710999,	0.090424813,	-1.50732006260706e-05,	18,	0.090424813,	-7.690408482689081e-05,	14215.41000008583,	1.07364e-10,	14215.329999923706,	1.322121e-09,	14215.55999994278,	2.114946e-12,	14215.480000019073,	2.261817e-10,	14215.259999990463,	1.840376e-08,	14215.630000114441,	9.836109e-12,	14215.75,	2.539576e-10,	
14199.190989732742,	0.094420016,	-1.314856227605311e-05,	18,	0.094420016,	-6.708450140843423e-05,	14215.97000002861,	1.082496e-10,	14215.900000095367,	1.324227e-09,	14216.119999885559,	2.122205e-12,	14216.049999952316,	2.275046e-10,	14215.819999933243,	1.837286e-08,	14216.200000047684,	9.711264e-12,	14216.30999994278,	2.54857e-10,	
14199.990589857101,	0.09841311,	-1.151613604753713e-05,	18,	0.09841311,	-5.875579616090373e-05,	14216.52999997139,	1.085365e-10,	14216.460000038147,	1.323858e-09,	14216.680000066757,	2.070314e-12,	14216.609999895096,	2.269408e-10,	14216.390000104904,	1.835662e-08,	14216.759999990463,	9.809896e-12,	14216.869999885559,	2.540148e-10,	
14200.790189743042,	0.10240626,	-1.024056601669175e-05,	18,	0.10240626,	-5.2247785799447704e-05,	14217.099999904633,	1.079374e-10,	14217.019999980927,	1.323607e-09,	14217.25,	1.994681e-12,	14217.170000076294,	2.268731e-10,	14216.950000047684,	1.839502e-08,	14217.319999933243,	9.854346e-12,	14217.44000005722,	2.534259e-10,	
14201.589789628983,	0.1064029,	-8.55853083294304e-06,	18,	0.1064029,	-4.366597363746449e-05,	14217.66000008583,	1.068259e-10,	14217.58999991417,	1.32627e-09,	14217.80999994278,	2.155246e-12,	14217.740000009537,	2.288372e-10,	14217.509999990463,	1.837496e-08,	14217.880000114441,	9.873629e-12,	14218.0,	2.538252e-10,	
14202.389389753342,	0.11040328,	-7.088141692901563e-06,	18,	0.11040328,	-3.616398822908961e-05,	14218.22000002861,	1.072273e-10,	14218.150000095367,	1.319668e-09,	14218.369999885559,	2.106509e-12,	14218.299999952316,	2.279474e-10,	14218.069999933243,	1.838055e-08,	14218.450000047684,	9.880783e-12,	14218.55999994278,	2.538267e-10,	
14203.188989639282,	0.1144027,	-5.512417300106184e-06,	18,	0.1144027,	-2.812457806176624e-05,	14218.77999997139,	1.084214e-10,	14218.710000038147,	1.323474e-09,	14218.930000066757,	2.040149e-12,	14218.859999895096,	2.272698e-10,	14218.640000104904,	1.838106e-08,	14219.009999990463,	9.872049e-12,	14219.119999885559,	2.539878e-10,	
14203.988589763641,	0.11839536,	-4.402235377783604e-06,	18,	0.11839536,	-2.2460384580528588e-05,	14219.349999904633,	1.080277e-10,	14219.269999980927,	1.323593e-09,	14219.5,	2.018346e-12,	14219.420000076294,	2.269989e-10,	14219.200000047684,	1.840602e-08,	14219.569999933243,	1.003744e-11,	14219.69000005722,	2.53826e-10,	
14204.788189649582,	0.12239902,	-3.18737626515059e-06,	18,	0.12239902,	-1.6262123801788724e-05,	14219.91000008583,	1.077443e-10,	14219.83999991417,	1.321991e-09,	14220.05999994278,	2.168493e-12,	14219.990000009537,	2.277084e-10,	14219.759999990463,	1.835418e-08,	14220.140000104904,	9.942693e-12,	14220.25,	2.532042e-10,	
14205.587789773941,	0.12640092,	-2.356369604095431e-06,	18,	0.12640092,	-1.2022293898446074e-05,	14220.47000002861,	1.080891e-10,	14220.400000095367,	1.324066e-09,	14220.619999885559,	2.105496e-12,	14220.549999952316,	2.271812e-10,	14220.329999923706,	1.839647e-08,	14220.700000047684,	1.005888e-11,	14220.80999994278,	2.538596e-10,	
14206.387389659882,	0.13040201,	-1.472376469676338e-06,	18,	0.13040201,	-7.512124845287439e-06,	14221.039999961853,	1.083183e-10,	14220.960000038147,	1.318724e-09,	14221.180000066757,	2.056493e-12,	14221.109999895096,	2.273227e-10,	14220.890000104904,	1.836464e-08,	14221.259999990463,	9.799797e-12,	14221.380000114441,	2.552045e-10,	
14207.18698978424,	0.13440183,	-1.185872099708499e-06,	18,	0.13440183,	-6.050367855655607e-06,	14221.599999904633,	1.072042e-10,	14221.519999980927,	1.321703e-09,	14221.75,	2.151713e-12,	14221.670000076294,	2.273341e-10,	14221.450000047684,	1.841163e-08,	14221.819999933243,	1.001317e-11,	14221.94000005722,	2.555806e-10,	
14207.986589670181,	0.13838768,	-6.627157809400106e-07,	18,	0.13838768,	-3.3812029639796455e-06,	14222.16000008583,	1.070622e-10,	14222.08999991417,	1.322941e-09,	14222.30999994278,	2.135942e-12,	14222.240000009537,	2.27023e-10,	14222.009999990463,	1.839102e-08,	14222.390000104904,	9.923454e-12,	14222.5,	2.52657e-10,	
14208.786189556122,	0.14238778,	-6.157893071890598e-07,	18,	0.14238778,	-3.1417821795360194e-06,	14222.730000019073,	1.083739e-10,	14222.650000095367,	1.321951e-09,	14222.869999885559,	2.088588e-12,	14222.799999952316,	2.276758e-10,	14222.579999923706,	1.837574e-08,	14222.950000047684,	9.930412e-12,	14223.05999994278,	2.531641e-10,	
14209.585789680481,	0.14639223,	-4.840146066267589e-07,	18,	0.14639223,	-2.4694622787079535e-06,	14223.289999961853,	1.084631e-10,	14223.210000038147,	1.320984e-09,	14223.44000005722,	2.168746e-12,	14223.359999895096,	2.293031e-10,	14223.140000104904,	1.839287e-08,	14223.509999990463,	9.968233e-12,	14223.630000114441,	2.535262e-10,	
14210.385389566422,	0.15039274,	-6.540020706347886e-07,	18,	0.15039274,	-3.336745258340758e-06,	14223.849999904633,	1.080758e-10,	14223.77999997139,	1.327259e-09,	14224.0,	2.051461e-12,	14223.920000076294,	2.281934e-10,	14223.700000047684,	1.841807e-08,	14224.069999933243,	1.010076e-11,	14224.19000005722,	2.545884e-10,	
14211.18498969078,	0.15436049,	-1.028572593689456e-06,	18,	0.15436049,	-5.247819355558449e-06,	14224.41000008583,	1.074474e-10,	14224.33999991417,	1.320569e-09,	14224.55999994278,	2.162388e-12,	14224.490000009537,	2.263212e-10,	14224.259999990463,	1.838389e-08,	14224.640000104904,	9.887017e-12,	14224.75,	2.536557e-10,	
14211.984589576721,	0.15835175,	-1.197226864154941e-06,	18,	0.15835175,	-6.108300327321127e-06,	14224.980000019073,	1.076793e-10,	14224.900000095367,	1.323117e-09,	14225.130000114441,	2.032683e-12,	14225.049999952316,	2.268439e-10,	14224.829999923706,	1.832537e-08,	14225.200000047684,	9.903321e-12,	14225.319999933243,	2.542259e-10,	
14212.78418970108,	0.16235657,	-1.4647064933391e-06,	18,	0.16235657,	-7.472992312954591e-06,	14225.539999961853,	1.08227e-10,	14225.460000038147,	1.320407e-09,	14225.69000005722,	2.146029e-12,	14225.609999895096,	2.292573e-10,	14225.390000104904,	1.836703e-08,	14225.759999990463,	9.871979e-12,	14225.880000114441,	2.566742e-10,	
14213.583889484406,	0.16636232,	-1.620352769594784e-06,	18,	0.16636232,	-8.267105967320326e-06,	14226.099999904633,	1.082626e-10,	14226.02999997139,	1.3283e-09,	14226.25,	2.050156e-12,	14226.180000066757,	2.268728e-10,	14225.950000047684,	1.847665e-08,	14226.319999933243,	9.675232e-12,	14226.44000005722,	2.535595e-10,	
14214.383489608765,	0.17036915,	-2.016548195850682e-06,	18,	0.17036915,	-1.0288511203319807e-05,	14226.66000008583,	1.081261e-10,	14226.58999991417,	1.322151e-09,	14226.80999994278,	1.971812e-12,	14226.740000009537,	2.289416e-10,	14226.519999980927,	1.839138e-08,	14226.890000104904,	9.881899e-12,	14227.0,	2.556586e-10,	
14215.183089494705,	0.17435032,	-2.260229355234056e-06,	18,	0.17435032,	-1.1531782424663549e-05,	14227.230000019073,	1.075238e-10,	14227.150000095367,	1.322579e-09,	14227.380000114441,	2.031848e-12,	14227.299999952316,	2.293558e-10,	14227.079999923706,	1.841049e-08,	14227.450000047684,	1.001561e-11,	14227.569999933243,	2.554352e-10,	
14215.982789516449,	0.17837203,	-2.669747012394783e-06,	18,	0.17837203,	-1.3621158226503994e-05,	14227.789999961853,	1.08232e-10,	14227.710000038147,	1.325144e-09,	14227.94000005722,	2.191055e-12,	14227.859999895096,	2.280044e-10,	14227.640000104904,	1.846494e-08,	14228.009999990463,	9.923145e-12,	14228.130000114441,	2.551114e-10,	
14216.782389640808,	0.18237965,	-2.923074813078666e-06,	18,	0.18237965,	-1.4913647005503398e-05,	14228.349999904633,	1.081596e-10,	14228.27999997139,	1.325444e-09,	14228.5,	2.134466e-12,	14228.420000076294,	2.291292e-10,	14228.200000047684,	1.844039e-08,	14228.569999933243,	9.851876e-12,	14228.69000005722,	2.548164e-10,	
14217.581989526749,	0.18636401,	-3.373109584782099e-06,	18,	0.18636401,	-1.7209742779500505e-05,	14228.920000076294,	1.070623e-10,	14228.83999991417,	1.328801e-09,	14229.05999994278,	1.954093e-12,	14228.990000009537,	2.28249e-10,	14228.769999980927,	1.841597e-08,	14229.140000104904,	1.006558e-11,	14229.25,	2.552271e-10,	
14218.381589651108,	0.19036287,	-3.798981697914078e-06,	18,	0.19036287,	-1.9382559683235092e-05,	14229.480000019073,	1.080076e-10,	14229.400000095367,	1.321262e-09,	14229.630000114441,	1.988819e-12,	14229.549999952316,	2.2809e-10,	14229.329999923706,	1.847573e-08,	14229.700000047684,	9.787742e-12,	14229.819999933243,	2.545881e-10,	
14219.181189537048,	0.19435318,	-3.978592786285973e-06,	18,	0.19435318,	-2.029894278717333e-05,	14230.039999961853,	1.078712e-10,	14229.97000002861,	1.323965e-09,	14230.19000005722,	2.100175e-12,	14230.109999895096,	2.275151e-10,	14229.890000104904,	1.847344e-08,	14230.259999990463,	9.776614e-12,	14230.380000114441,	2.541919e-10,	
14219.980789422989,	0.1983642,	-4.252670863006388e-06,	18,	0.1983642,	-2.1697300321461163e-05,	14230.599999904633,	1.085151e-10,	14230.52999997139,	1.32309e-09,	14230.75,	2.074567e-12,	14230.680000066757,	2.292014e-10,	14230.450000047684,	1.84314e-08,	14230.829999923706,	9.921407e-12,	14230.94000005722,	2.547415e-10,	
14220.780389547348,	0.20235603,	-4.284462649661103e-06,	18,	0.20235603,	-2.1859503314597464e-05,	14231.170000076294,	1.087448e-10,	14231.08999991417,	1.327941e-09,	14231.30999994278,	2.036439e-12,	14231.240000009537,	2.290215e-10,	14231.019999980927,	1.846401e-08,	14231.390000104904,	9.804484e-12,	14231.509999990463,	2.548391e-10,	
14221.579989433289,	0.20636913,	-4.427672060731099e-06,	18,	0.20636913,	-2.259016357515867e-05,	14231.730000019073,	1.074794e-10,	14231.650000095367,	1.326435e-09,	14231.880000114441,	1.98822e-12,	14231.799999952316,	2.279362e-10,	14231.579999923706,	1.840035e-08,	14231.950000047684,	9.92712e-12,	14232.069999933243,	2.548142e-10,	
14222.379589557648,	0.2103661,	-4.381776343865673e-06,	18,	0.2103661,	-2.2356001754416698e-05,	14232.289999961853,	1.076293e-10,	14232.22000002861,	1.325141e-09,	14232.44000005722,	2.080803e-12,	14232.359999895096,	2.283274e-10,	14232.140000104904,	1.840425e-08,	14232.509999990463,	9.845172e-12,	14232.630000114441,	2.541931e-10,	
14223.179189443588,	0.2143559,	-4.125149534405446e-06,	18,	0.2143559,	-2.1046681297986968e-05,	14232.849999904633,	1.080462e-10,	14232.77999997139,	1.329156e-09,	14233.0,	2.107781e-12,	14232.930000066757,	2.278457e-10,	14232.710000038147,	1.837669e-08,	14233.079999923706,	9.897664e-12,	14233.19000005722,	2.529394e-10,	
14223.978789567947,	0.21835889,	-3.673691589037032e-06,	18,	0.21835889,	-1.8743324433862408e-05,	14233.420000076294,	1.078228e-10,	14233.33999991417,	1.323661e-09,	14233.569999933243,	2.162054e-12,	14233.490000009537,	2.270648e-10,	14233.269999980927,	1.836179e-08,	14233.640000104904,	9.954974e-12,	14233.759999990463,	2.531493e-10,	
14224.778389453888,	0.2223552,	-3.310120659856429e-06,	18,	0.2223552,	-1.688837071355321e-05,	14233.980000019073,	1.072082e-10,	14233.900000095367,	1.31738e-09,	14234.130000114441,	2.235149e-12,	14234.049999952316,	2.279464e-10,	14233.829999923706,	1.830428e-08,	14234.200000047684,	9.854343e-12,	14234.319999933243,	2.532022e-10,	
14225.577989339828,	0.22635737,	-2.767418719794405e-06,	18,	0.22635737,	-1.4119483264257167e-05,	14234.539999961853,	1.071086e-10,	14234.47000002861,	1.319149e-09,	14234.69000005722,	2.201445e-12,	14234.619999885559,	2.259576e-10,	14234.390000104904,	1.833703e-08,	14234.759999990463,	9.82061e-12,	14234.880000114441,	2.532504e-10,	
14226.377589464188,	0.2303559,	-2.137123366419635e-06,	18,	0.2303559,	-1.0903690644998138e-05,	14235.099999904633,	1.077384e-10,	14235.02999997139,	1.317621e-09,	14235.25,	2.157964e-12,	14235.180000066757,	2.270212e-10,	14234.960000038147,	1.838974e-08,	14235.329999923706,	9.908396e-12,	14235.44000005722,	2.537237e-10,	
14227.177189350128,	0.23434715,	-1.403340829866039e-06,	18,	0.23434715,	-7.159902193194077e-06,	14235.670000076294,	1.077097e-10,	14235.58999991417,	1.326041e-09,	14235.819999933243,	2.093002e-12,	14235.740000009537,	2.271195e-10,	14235.519999980927,	1.835589e-08,	14235.890000104904,	9.845684e-12,	14236.009999990463,	2.53679e-10,	
14227.976789474487,	0.23833966,	-6.226283464680406e-07,	18,	0.23833966,	-3.1766752370818398e-06,	14236.230000019073,	1.073812e-10,	14236.150000095367,	1.320943e-09,	14236.380000114441,	2.118183e-12,	14236.299999952316,	2.267001e-10,	14236.079999923706,	1.834666e-08,	14236.450000047684,	9.986724e-12,	14236.569999933243,	2.54134e-10,	
14228.776389360428,	0.24233769,	1.270081087983407e-07,	18,	0.24233769,	6.480005550935749e-07,	14236.789999961853,	1.076355e-10,	14236.72000002861,	1.32159e-09,	14236.94000005722,	2.123268e-12,	14236.869999885559,	2.274509e-10,	14236.640000104904,	1.838206e-08,	14237.019999980927,	1.032765e-11,	14237.130000114441,	2.533221e-10,	
14229.576089382172,	0.24635024,	1.101308414963258e-06,	18,	0.24635024,	5.618920484506418e-06,	14237.359999895096,	1.080657e-10,	14237.27999997139,	1.323315e-09,	14237.5,	2.079761e-12,	14237.430000066757,	2.280025e-10,	14237.210000038147,	1.835626e-08,	14237.579999923706,	9.837153e-12,	14237.69000005722,	2.536268e-10,	
14230.37568950653,	0.2503494,	1.994742815602229e-06,	18,	0.2503494,	1.017725926327668e-05,	14237.920000076294,	1.077205e-10,	14237.83999991417,	1.322327e-09,	14238.069999933243,	2.011682e-12,	14237.990000009537,	2.285386e-10,	14237.769999980927,	1.837859e-08,	14238.140000104904,	9.918518e-12,	14238.259999990463,	2.544752e-10,	
14231.175289392471,	0.25433663,	2.68851033049266e-06,	18,	0.25433663,	1.371688944128908e-05,	14238.480000019073,	1.082744e-10,	14238.41000008583,	1.320223e-09,	14238.630000114441,	2.128135e-12,	14238.55999994278,	2.288345e-10,	14238.329999923706,	1.835925e-08,	14238.700000047684,	9.74584e-12,	14238.819999933243,	2.552462e-10,	
14231.974989414215,	0.25833529,	3.626671003881309e-06,	18,	0.25833529,	1.850342348919035e-05,	14239.039999961853,	1.077181e-10,	14238.97000002861,	1.320599e-09,	14239.19000005722,	2.096403e-12,	14239.119999885559,	2.285013e-10,	14238.890000104904,	1.836928e-08,	14239.269999980927,	9.847868e-12,	14239.380000114441,	2.547301e-10,	
14232.774589300156,	0.26232195,	4.493100677305748e-06,	18,	0.26232195,	2.2923983047478304e-05,	14239.609999895096,	1.070265e-10,	14239.52999997139,	1.323014e-09,	14239.759999990463,	1.993258e-12,	14239.680000066757,	2.276943e-10,	14239.460000038147,	1.837111e-08,	14239.829999923706,	9.603107e-12,	14239.950000047684,	2.540756e-10,	
14233.574189424515,	0.26631996,	5.540445284514127e-06,	18,	0.26631996,	2.826757798221493e-05,	14240.170000076294,	1.068292e-10,	14240.08999991417,	1.316936e-09,	14240.319999933243,	2.397166e-12,	14240.240000009537,	2.27576e-10,	14240.019999980927,	1.83154e-08,	14240.390000104904,	9.772775e-12,	14240.509999990463,	2.541657e-10,	
14234.373789310455,	0.27031127,	6.273744251149098e-06,	18,	0.27031127,	3.200889924055662e-05,	14240.730000019073,	1.078611e-10,	14240.66000008583,	1.325799e-09,	14240.880000114441,	2.036466e-12,	14240.80999994278,	2.281475e-10,	14240.579999923706,	1.832638e-08,	14240.960000038147,	1.002161e-11,	14241.069999933243,	2.550938e-10,	
14235.173389434814,	0.2743113,	6.97251581275537e-06,	18,	0.2743113,	3.557406026916005e-05,	14241.289999961853,	1.083636e-10,	14241.22000002861,	1.323696e-09,	14241.44000005722,	1.980842e-12,	14241.369999885559,	2.292913e-10,	14241.140000104904,	1.840045e-08,	14241.519999980927,	9.958812e-12,	14241.630000114441,	2.544865e-10,	
14235.972989320755,	0.27830923,	7.753105664772117e-06,	18,	0.27830923,	3.955666155495978e-05,	14241.859999895096,	1.076819e-10,	14241.77999997139,	1.323019e-09,	14242.009999990463,	2.055332e-12,	14241.930000066757,	2.288354e-10,	14241.710000038147,	1.837761e-08,	14242.079999923706,	1.004485e-11,	14242.200000047684,	2.53765e-10,	
14236.772589206696,	0.28230339,	8.418295601688614e-06,	18,	0.28230339,	4.295048776371742e-05,	14242.420000076294,	1.081115e-10,	14242.349999904633,	1.323337e-09,	14242.569999933243,	2.032064e-12,	14242.490000009537,	2.281432e-10,	14242.269999980927,	1.836272e-08,	14242.640000104904,	9.938854e-12,	14242.759999990463,	2.535554e-10,	
14237.572189331055,	0.28629863,	9.232171811630186e-06,	18,	0.28629863,	4.710291740627645e-05,	14242.980000019073,	1.077644e-10,	14242.91000008583,	1.32146e-09,	14243.130000114441,	2.071146e-12,	14243.05999994278,	2.285019e-10,	14242.829999923706,	1.840004e-08,	14243.210000038147,	9.922165e-12,	14243.319999933243,	2.547994e-10,	
14238.371789216995,	0.29028964,	1.035610751527684e-05,	18,	0.29028964,	5.283728324120836e-05,	14243.549999952316,	1.075579e-10,	14243.47000002861,	1.325184e-09,	14243.69000005722,	2.066635e-12,	14243.619999885559,	2.282931e-10,	14243.400000095367,	1.83328e-08,	14243.769999980927,	1.004736e-11,	14243.880000114441,	2.543025e-10,	
