ixdat version = 0.2.1dev
name = 2021-11-11 08_56_25 CO-strip_01_01_CVA_DUSB0_C01.mpt
technique = EC
tstamp = 1636618671.0
backend_name = BackendBase(none, address=none)
id = 4
timecol 'time/s' for: 'Ewe/V' and '<I>/mA' and 'selector'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V"], "raw_current": ["<I>/mA"], "cycle": ["cycle number"]}
N_header_lines = 11

time/s,	Ewe/V,	<I>/mA,	selector
12292.914397239685,	0.051145557,	-0.0001528968922939388,	0
12293.014397382736,	0.051130261,	-0.000153175792860566,	0
12293.114397287369,	0.05111504,	-0.0001529704450367717,	0
12293.214397192001,	0.051145557,	-0.0001528249334951403,	0
12293.314397335052,	0.051157046,	-0.0001530132547777612,	0
12293.414397239685,	0.051118769,	-0.000152730154281017,	0
12293.514397382736,	0.05118376,	-0.0001525464051665042,	0
12293.614397287369,	0.051107354,	-0.0001526137167384149,	0
12293.714397192001,	0.051130261,	-0.0001526129429257708,	0
12293.814397335052,	0.051164657,	-0.0001527593040955258,	0
12293.914397239685,	0.051111158,	-0.0001524755187638221,	0
12294.014397382736,	0.051134139,	-0.0001525156612624421,	0
12294.114397287369,	0.051187564,	-0.0001527654111268932,	0
12294.214397192001,	0.051126454,	-0.0001528733870072758,	0
12294.314397335052,	0.051088326,	-0.0001525156614516168,	0
12294.414397239685,	0.051092055,	-0.0001522853650385513,	0
12294.514397382736,	0.05114175,	-0.000152726802334655,	0
12294.614397287369,	0.051095936,	-0.0001526454595441465,	0
12294.714397192001,	0.051103547,	-0.0001524276003328851,	0
12294.814397335052,	0.051134139,	-0.0001523687638255071,	0
12294.914397239685,	0.051153168,	-0.0001522300433862255,	0
12295.014397144318,	0.051195249,	-0.0001521668572677299,	0
12295.114397287369,	0.051168464,	-0.0001521433526359031,	0
12295.214397192001,	0.051107351,	-0.0001524608616164185,	0
12295.314397335052,	0.051088251,	-0.0001521111493348144,	0
12295.414397239685,	0.051134065,	-0.0001521253448590871,	0
12295.514397144318,	0.051114965,	-0.0001519673940201755,	0
12295.614397287369,	0.051118843,	-0.000152287644115859,	0
12295.714397192001,	0.051145557,	-0.0001519231258280342,	0
12295.814397335052,	0.051168464,	-0.0001520001198950923,	0
12295.914397239685,	0.051107354,	-0.0001517609750153496,	0
12296.014397144318,	0.051095936,	-0.0001521595296362652,	0
12296.114397287369,	0.051126454,	-0.0001516746711567976,	0
12296.214397192001,	0.051153243,	-0.0001519132055691443,	0
12296.314397335052,	0.051118769,	-0.0001515611988143067,	0
12296.414397239685,	0.051088251,	-0.0001516243849764582,	0
12296.514397144318,	0.051164657,	-0.0001516259189666017,	0
12296.614397287369,	0.051130336,	-0.0001514689522446135,	0
12296.714397192001,	0.051111158,	-0.0001512889421137515,	0
12296.814397335052,	0.051126454,	-0.0001516390420001697,	0
12296.914397239685,	0.051168464,	-0.0001515117608942092,	0
12297.014397144318,	0.051153168,	-0.0001514935888844778,	0
12297.114397287369,	0.051092058,	-0.0001514357504493091,	0
12297.214397192001,	0.051118843,	-0.0001518125571456043,	0
12297.314397335052,	0.051191371,	-0.0001511815020785435,	0
12297.414397239685,	0.051088326,	-0.0001516868111066292,	0
12297.514397144318,	0.051118843,	-0.0001515854632743868,	0
12297.614397287369,	0.051137947,	-0.0001513642534264367,	0
12297.714397192001,	0.051122651,	-0.000151240562248859,	0
12297.814397335052,	0.051153243,	-0.0001514566630357876,	0
12297.914397239685,	0.051157046,	-0.0001508173556503606,	0
12298.014397144318,	0.051088251,	-0.0001513779118977254,	0
12298.114397287369,	0.051069226,	-0.0001512958082312253,	0
12298.214397192001,	0.051160853,	-0.0001507576853910001,	0
12298.314397335052,	0.051137947,	-0.0001509879823861414,	0
12298.414397239685,	0.051130336,	-0.0001512101159751183,	0
12298.514397144318,	0.051157046,	-0.0001510056929982968,	0
12298.614397287369,	0.051164657,	-0.0001506681054452208,	0
12298.714397192001,	0.051153243,	-0.0001509547954337905,	0
12298.814397096634,	0.051134065,	-0.0001506971065246038,	0
12298.914397239685,	0.05114175,	-0.0001507969050435353,	0
12299.014397144318,	0.051134139,	-0.0001506912223703693,	0
12299.114397287369,	0.051157046,	-0.0001506938892416659,	0
12299.214397192001,	0.051103547,	-0.0001508546688273782,	0
12299.314397096634,	0.051145557,	-0.0001505048821709353,	0
12299.414397239685,	0.051099744,	-0.0001510079717845657,	0
12299.514397144318,	0.051195249,	-0.000150240862756619,	0
12299.614397287369,	0.051118843,	-0.0001508971056609883,	0
12299.714397192001,	0.051137947,	-0.0001505647020239847,	0
12299.814397096634,	0.051130336,	-0.0001504064536129589,	0
12299.914397239685,	0.051130336,	-0.0001504583337082295,	0
12300.014397144318,	0.051134065,	-0.0001501476178091253,	0
12300.114397287369,	0.051157046,	-0.0001503989619232016,	0
12300.214397192001,	0.051095936,	-0.0001505705107847461,	0
12300.314397096634,	0.051137872,	-0.0001501852285873614,	0
12300.414397239685,	0.051153168,	-0.000150356763697346,	0
12300.514397144318,	0.051088251,	-0.0001501001464494036,	0
12301.514397144318,	0.051061541,	-0.0001499621965267584,	0
12302.514397144318,	0.051107354,	-0.0001496352875212329,	0
12303.514397144318,	0.051114965,	-0.0001492620656703366,	0
12304.514397144318,	0.051126454,	-0.000148879962087085,	0
12305.514397144318,	0.051145632,	-0.0001483846299670404,	0
12306.514397144318,	0.05111504,	-0.0001478343415146815,	0
12307.514397144318,	0.051126454,	-0.0001471856338976069,	0
12308.514397144318,	0.051111158,	-0.0001465908693950044,	0
12309.514397144318,	0.051114965,	-0.0001461431471660038,	0
12310.514397144318,	0.051122651,	-0.0001457426717955969,	0
12311.514397144318,	0.051130261,	-0.0001452931621490279,	0
12312.514397144318,	0.051111232,	-0.0001450248406225001,	0
12313.514397144318,	0.051130336,	-0.0001447257427411386,	0
12314.514396905899,	0.051107354,	-0.0001443592741270552,	0
12315.514396905899,	0.05114175,	-0.000143976251596178,	0
12316.514396905899,	0.051095862,	-0.000143711950496072,	0
12317.514396905899,	0.051157046,	-0.0001434318424580851,	0
12318.514396905899,	0.051145557,	-0.0001431122409951057,	0
12319.514396905899,	0.051164731,	-0.0001426878996426241,	0
12320.514396905899,	0.051168464,	-0.0001424914560193432,	0
12321.514396905899,	0.051172342,	-0.0001422044499049661,	0
12322.514396905899,	0.051137947,	-0.0001418970104510664,	0
12323.514396905899,	0.051088251,	-0.0001416022019067897,	0
12324.514396905899,	0.051103547,	-0.0001412731016345791,	0
12325.514396905899,	0.051103547,	-0.00014117618255259,	0
12326.514396905899,	0.051088251,	-0.0001407515924642213,	0
12327.514396905899,	0.051157046,	-0.0001405006659668288,	0
12328.514396905899,	0.051134139,	-0.0001401605713646859,	0
12329.514396905899,	0.051153243,	-0.0001399504164321117,	0
12330.514396905899,	0.051118843,	-0.0001398489078099376,	0
12331.514396905899,	0.051176075,	-0.0001395738179635377,	0
12332.514396905899,	0.051084448,	-0.0001394554834740123,	0
12333.514396905899,	0.051118843,	-0.0001392514515580843,	0
12334.51439666748,	0.051153243,	-0.0001391287218080834,	0
12335.51439666748,	0.051160853,	-0.0001388898513439927,	0
12336.51439666748,	0.051157046,	-0.000138682048044575,	0
12337.51439666748,	0.051134065,	-0.0001385654939134839,	0
12338.51439666748,	0.051107429,	-0.0001384136207430858,	0
12339.51439666748,	0.051118843,	-0.0001382642371492693,	0
12340.51439666748,	0.051118769,	-0.0001383274783584058,	0
12341.51439666748,	0.05111504,	-0.0001382867981679736,	0
12342.51439666748,	0.051157046,	-0.0001382247228801136,	0
12343.51439666748,	0.051111232,	-0.0001381219288421566,	0
12344.51439666748,	0.05111504,	-0.0001381446550250986,	0
12345.51439666748,	0.051153168,	-0.000137913148511143,	0
12346.51439666748,	0.051107354,	-0.0001377734933397734,	0
12347.51439666748,	0.051111232,	-0.0001376722374247038,	0
12348.51439666748,	0.05108064,	-0.0001373477115135758,	0
12349.51439666748,	0.051126454,	-0.0001371822335306206,	0
12350.51439666748,	0.051134139,	-0.0001370141398074338,	0
12351.51439666748,	0.051153243,	-0.0001368412765245013,	0
12352.51439666748,	0.051145632,	-0.0001367414748150628,	0
12353.51439666748,	0.051099665,	-0.0001366099806931744,	0
12354.514396429062,	0.051111158,	-0.0001364019837667002,	0
12355.514396429062,	0.051084444,	-0.0001362405108302485,	0
12356.514396429062,	0.051137872,	-0.0001359765462839277,	0
12357.514396429062,	0.051149361,	-0.0001359104481598479,	0
12358.514396429062,	0.051137947,	-0.0001356596826721217,	0
12359.514396429062,	0.051130261,	-0.0001354951039647862,	0
12360.514396429062,	0.051084448,	-0.0001353494176917593,	0
12361.514396429062,	0.051149435,	-0.0001352230707299899,	0
12362.514396429062,	0.051157046,	-0.0001351544211836881,	0
12363.514396429062,	0.051157046,	-0.0001349557964727866,	0
12364.514396429062,	0.051153168,	-0.000134945209138823,	0
12365.514396429062,	0.051103547,	-0.0001348035244343924,	0
12366.514396429062,	0.051195174,	-0.0001346414352432476,	0
12367.514396429062,	0.051069152,	-0.0001346788775757887,	0
12368.514396429062,	0.051103547,	-0.0001344312386310775,	0
12369.514396429062,	0.051057659,	-0.0001341640311497031,	0
12370.514396429062,	0.05108064,	-0.0001337992907450825,	0
12371.514396429062,	0.05108064,	-0.0001335558040445904,	0
12372.514396429062,	0.051130261,	-0.0001333263477245057,	0
12373.514396190643,	0.051134139,	-0.0001333408575344948,	0
12374.514396190643,	0.05118376,	-0.0001331761926587206,	0
12375.514396190643,	0.051134139,	-0.0001330270920276236,	0
12376.514396190643,	0.051076837,	-0.000132851744112122,	0
12377.514396190643,	0.051126454,	-0.0001327366511512083,	0
12378.514396190643,	0.051118769,	-0.0001326473117827848,	0
12379.514396190643,	0.051179953,	-0.0001325683783914432,	0
12380.514396190643,	0.051153243,	-0.0001324917241057847,	0
12381.514396190643,	0.05111504,	-0.0001323305492842337,	0
12382.514396190643,	0.051118843,	-0.0001320520290872085,	0
12383.514396190643,	0.051137947,	-0.0001319217843265506,	0
12384.514396190643,	0.051202934,	-0.0001318832620308969,	0
12385.514396190643,	0.051065344,	-0.0001317736160744971,	0
12386.514396190643,	0.051145557,	-0.0001316617763251998,	0
12387.514396190643,	0.051103547,	-0.000131655660069373,	0
12388.514396190643,	0.051118843,	-0.0001315765059996922,	0
12389.514396190643,	0.051130336,	-0.0001313631931065175,	0
12390.514396190643,	0.051111158,	-0.0001312367196936977,	0
12391.514396190643,	0.051061541,	-0.0001310997709471854,	0
12392.514396190643,	0.051137947,	-0.0001308688321165394,	0
12393.514395952225,	0.05114175,	-0.0001308149202501228,	0
12394.514395952225,	0.051092133,	-0.000130758414740558,	0
12395.514395952225,	0.051118843,	-0.0001306324435645365,	0
12396.514395952225,	0.051176149,	-0.0001304362794682676,	0
12397.514395952225,	0.051157046,	-0.000130334435790428,	0
12398.514395952225,	0.051122651,	-0.0001300610839076403,	0
12399.514395952225,	0.051145557,	-0.0001298315088053641,	0
12400.514395952225,	0.051149435,	-0.0001297104572142421,	0
12401.514395952225,	0.051076837,	-0.0001295251133444253,	0
12402.514395952225,	0.051153168,	-0.0001294120888058387,	0
12403.514395952225,	0.051137872,	-0.0001292635140416678,	0
12404.514395952225,	0.051053852,	-0.0001291329999941809,	0
12405.514395952225,	0.051092133,	-0.0001291134391234664,	0
12406.514395952225,	0.051088326,	-0.0001291107996337819,	0
12407.514395952225,	0.05114175,	-0.0001290005161281443,	0
12408.514395952225,	0.051134139,	-0.0001289106721786084,	0
12409.514395952225,	0.051126454,	-0.0001288707554689609,	0
12410.514395952225,	0.051157046,	-0.0001285670175704581,	0
12411.514395952225,	0.051157046,	-0.0001282792117963255,	0
12412.514395952225,	0.051103547,	-0.0001279959517443787,	0
12413.514395713806,	0.051092058,	-0.0001279013381536061,	0
12414.514395713806,	0.05111504,	-0.000127795179247187,	0
12415.514395713806,	0.051149361,	-0.000127627380264312,	0
12416.514395713806,	0.051149361,	-0.0001275777805014515,	0
12417.514395713806,	0.051179953,	-0.0001275590643504984,	0
12418.514395713806,	0.051153243,	-0.000127532406334649,	0
12419.514395713806,	0.05114175,	-0.0001274705592884857,	0
12420.514395713806,	0.051126529,	-0.0001275256766399254,	0
12421.514395713806,	0.051095862,	-0.0001274423698196188,	0
12422.514395713806,	0.051214352,	-0.0001273330605057708,	0
12423.514395713806,	0.051153243,	-0.0001274185687674618,	0
12424.514395713806,	0.051176149,	-0.0001272642100921076,	0
12425.514395713806,	0.051092058,	-0.0001272976678817941,	0
12426.514395713806,	0.051176149,	-0.0001272681392161758,	0
12427.514395713806,	0.051092129,	-0.0001271580586864733,	0
12428.514395713806,	0.051149435,	-0.0001272672247010632,	0
12429.514395713806,	0.051153168,	-0.0001271759505216325,	0
12430.514395713806,	0.051095936,	-0.0001271808752848303,	0
12431.514395713806,	0.051118843,	-0.0001269999966832984,	0
12432.514395475388,	0.05114175,	-0.0001268133658639272,	0
12433.514395475388,	0.051164731,	-0.0001264931193349185,	0
12434.514395475388,	0.051137947,	-0.0001264461751976342,	0
12435.514395475388,	0.051069222,	-0.000126269558268541,	0
12436.514395475388,	0.051130261,	-0.0001262040071545924,	0
12437.514395475388,	0.051126454,	-0.0001262107114991523,	0
12438.514395475388,	0.051122651,	-0.0001260207557992545,	0
12439.514395475388,	0.051149435,	-0.000126068767794641,	0
12440.514395475388,	0.051145557,	-0.000126080730064132,	0
12441.514395475388,	0.051130261,	-0.0001259026938816533,	0
12442.514395475388,	0.051095862,	-0.0001258827505218507,	0
12443.514395475388,	0.051111158,	-0.0001257096102483049,	0
12444.514395475388,	0.051176149,	-0.0001256417220371077,	0
12445.514395475388,	0.051168539,	-0.0001255618069117195,	0
12446.514395475388,	0.051134065,	-0.0001255570090623224,	0
12447.514395475388,	0.051164657,	-0.0001255262011574817,	0
12448.514395475388,	0.051179953,	-0.0001252962681901408,	0
12449.514395475388,	0.05118376,	-0.0001251807130443922,	0
12450.514395475388,	0.051172342,	-0.0001252488339589038,	0
12451.514395475388,	0.051187564,	-0.0001251627018275031,	0
12452.514395236969,	0.051126454,	-0.0001250925969448874,	0
12453.514395236969,	0.051149361,	-0.0001249547297637039,	0
12454.514395236969,	0.051149361,	-0.0001250157534239407,	0
12455.514395236969,	0.051176149,	-0.0001247401658525633,	0
12456.514395236969,	0.051179953,	-0.0001247277968948766,	0
12457.514395236969,	0.05114175,	-0.0001246310457005166,	0
12458.514395236969,	0.051130261,	-0.0001246061750229273,	0
12459.514395236969,	0.051107354,	-0.0001244899568933764,	0
12460.514395236969,	0.05114175,	-0.0001245098960709584,	0
12461.514395236969,	0.05114175,	-0.0001243082864937606,	0
12462.514395236969,	0.051191371,	-0.0001243770194087122,	0
12463.514395236969,	0.051145557,	-0.0001241302350725166,	0
12464.514395236969,	0.051111158,	-0.0001241000901209192,	0
12465.514395236969,	0.051191371,	-0.0001239700492515113,	0
12466.514395236969,	0.051145557,	-0.0001237964742103942,	0
12467.514395236969,	0.051176149,	-0.0001237585835435312,	0
12468.514395236969,	0.051176149,	-0.0001237225634962672,	0
12469.514395236969,	0.051107354,	-0.0001236983167698783,	0
12470.514395236969,	0.051195249,	-0.00012368720331433,	0
12471.514395236969,	0.051164657,	-0.0001235654833297304,	0
12472.51439499855,	0.051122651,	-0.0001235551014186058,	0
12473.51439499855,	0.051088251,	-0.000123418538225087,	0
12474.51439499855,	0.051157046,	-0.0001233369652974946,	0
12475.51439499855,	0.051122651,	-0.0001231124019919663,	0
12476.51439499855,	0.051157046,	-0.000123022793247219,	0
12477.51439499855,	0.051153243,	-0.0001229692845008686,	0
12478.51439499855,	0.051118843,	-0.0001228717826183131,	0
12479.51439499855,	0.051137947,	-0.000122697647484165,	0
12480.51439499855,	0.051130261,	-0.000122671567319776,	0
12481.51439499855,	0.051126454,	-0.0001226733443225385,	0
12482.51439499855,	0.051176149,	-0.000122531450088718,	0
12483.51439499855,	0.051164657,	-0.0001224193401343655,	0
12484.51439499855,	0.051111158,	-0.000122502429476299,	0
12485.51439499855,	0.051176149,	-0.0001222567176540909,	0
12486.51439499855,	0.051176149,	-0.0001223371092768503,	0
12487.51439499855,	0.051118843,	-0.0001222179957505436,	0
12488.51439499855,	0.05120286,	-0.0001223237166166657,	0
12489.51439499855,	0.051206667,	-0.0001223275997435853,	0
12490.51439499855,	0.05118376,	-0.0001223534524804563,	0
12491.51439499855,	0.051137947,	-0.0001223802996064478,	0
12492.514394760132,	0.05114175,	-0.0001224001475377009,	0
12493.514394760132,	0.051134065,	-0.0001223947601858527,	0
12494.514394760132,	0.051118843,	-0.0001223763150417652,	0
12495.514394760132,	0.051160853,	-0.000122249547019601,	0
12496.514394760132,	0.051134065,	-0.0001222450321416548,	0
12497.514394760132,	0.051134065,	-0.0001221356497422676,	0
12498.514394760132,	0.051107354,	-0.0001220741113174881,	0
12499.514394760132,	0.051183835,	-0.0001219826483720684,	0
12500.514394760132,	0.051145632,	-0.0001218200149087356,	0
12501.514394760132,	0.051118843,	-0.0001218120206714958,	0
12502.514394760132,	0.05118376,	-0.0001215737774189621,	0
12503.514394760132,	0.051168464,	-0.0001216582728047798,	0
12504.514394760132,	0.051122651,	-0.0001214626211847643,	0
12505.514394760132,	0.05114175,	-0.0001213896254033898,	0
12506.514394760132,	0.051149435,	-0.0001213823770456657,	0
12507.514394760132,	0.051164657,	-0.0001212564399058467,	0
12508.514394760132,	0.051160853,	-0.0001210961870441681,	0
12509.514394760132,	0.051134065,	-0.0001212266700669716,	0
12510.514394760132,	0.05118376,	-0.0001210939202566808,	0
12511.514394521713,	0.051153168,	-0.0001210597443001464,	0
12512.514394521713,	0.051160853,	-0.0001209230154883699,	0
12513.514394521713,	0.051157046,	-0.0001208217289327877,	0
12514.514394521713,	0.05118376,	-0.0001207727097687894,	0
12515.514394521713,	0.051107354,	-0.0001207872656537802,	0
12516.514394521713,	0.051156972,	-0.0001206889194821999,	0
12517.514394521713,	0.051095862,	-0.000120624360057991,	0
12518.514394521713,	0.051160853,	-0.0001205340285487183,	0
12519.514394521713,	0.051157046,	-0.0001204934104200223,	0
12520.514394521713,	0.051137947,	-0.0001205461029967409,	0
12521.514394521713,	0.051149361,	-0.0001204227845584683,	0
12522.514394521713,	0.051103547,	-0.0001203745115089988,	0
12523.514394521713,	0.051149361,	-0.0001203691881244595,	0
12524.514394521713,	0.051157046,	-0.0001204498729654008,	0
12525.514394521713,	0.051103547,	-0.0001204571287184084,	0
12526.514394521713,	0.051107354,	-0.0001203363749067653,	0
12527.514394521713,	0.051092058,	-0.0001202974925821763,	0
12528.514394521713,	0.051088251,	-0.0001201049033326858,	0
12529.514394521713,	0.051076759,	-0.0001201697963006154,	0
12530.514394521713,	0.051160853,	-0.0001200514932628723,	0
12531.514394283295,	0.051153243,	-0.000120074607947754,	0
12532.514394283295,	0.051118843,	-0.0001200790971342945,	0
12533.514394283295,	0.051111158,	-0.0001200279927623343,	0
12534.514394283295,	0.051149435,	-0.0001200676755790482,	0
12535.514394283295,	0.051134139,	-0.000120034406619016,	0
12536.514394283295,	0.051145557,	-0.0001199580249951399,	0
12537.514394283295,	0.051137947,	-0.0001198877771370465,	0
12538.514394283295,	0.051153243,	-0.0001197825087205276,	0
12539.514394283295,	0.051103547,	-0.0001196245408777033,	0
12540.514394283295,	0.051099669,	-0.0001194903714160321,	0
12541.514394283295,	0.051134139,	-0.0001194098369509447,	0
12542.514394283295,	0.051114965,	-0.0001193420348332441,	0
12543.514394283295,	0.05114175,	-0.0001192896375570854,	0
12544.514394283295,	0.051176149,	-0.0001193207852702472,	0
12545.514394283295,	0.05114175,	-0.0001193532435187081,	0
12546.514394283295,	0.051126529,	-0.0001192229258806037,	0
12547.514394283295,	0.051156972,	-0.0001192578344613139,	0
12548.514394283295,	0.051179953,	-0.0001191517040642796,	0
12549.514394283295,	0.051176075,	-0.0001189364381854832,	0
12550.514394283295,	0.051111158,	-0.0001191732694111125,	0
12551.514394044876,	0.05111504,	-0.0001188547193851264,	0
12552.514394044876,	0.051134139,	-0.0001188770310320253,	0
12553.514394044876,	0.051199056,	-0.0001188467696287263,	0
12554.514394044876,	0.051137947,	-0.00011899550252856,	0
12555.514394044876,	0.05114175,	-0.0001189903890430289,	0
12556.514394044876,	0.051153243,	-0.0001188744229410079,	0
12557.514394044876,	0.051149361,	-0.000118915209422994,	0
12558.514394044876,	0.051118843,	-0.0001188661174695883,	0
12559.514394044876,	0.051149435,	-0.0001187342948775045,	0
12560.514394044876,	0.051126454,	-0.0001185846241671244,	0
12561.514394044876,	0.051153243,	-0.0001185285176456092,	0
12562.514394044876,	0.051134065,	-0.0001186727639040331,	0
12563.514394044876,	0.051160853,	-0.0001185223212320126,	0
12564.514394044876,	0.051176075,	-0.0001182268547046988,	0
12565.514394044876,	0.051118843,	-0.0001183423575348572,	0
12566.514394044876,	0.051130261,	-0.0001180881569191115,	0
12567.514394044876,	0.051111158,	-0.0001181363625211816,	0
12568.514394044876,	0.051134065,	-0.0001180818443761382,	0
12569.514394044876,	0.051149361,	-0.0001180325660650851,	0
12570.514393806458,	0.051099669,	-0.0001179505941858224,	0
12571.514393806458,	0.051164657,	-0.000117887275663088,	0
12572.514393806458,	0.051157046,	-0.0001177430188145081,	0
12573.514393806458,	0.051145557,	-0.0001176264644222101,	0
12574.514393806458,	0.051210545,	-0.0001173715695258581,	0
12575.514393806458,	0.051149361,	-0.0001174694751549395,	0
12576.514393806458,	0.051191445,	-0.000117233814613428,	0
12577.514393806458,	0.051168464,	-0.0001171343778223677,	0
12578.514393806458,	0.051134139,	-0.0001171611939498689,	0
12579.514393806458,	0.051126454,	-0.00011713866492064,	0
12580.514393806458,	0.051134139,	-0.0001170017259508314,	0
12581.514393806458,	0.051160853,	-0.0001169854917643536,	0
12582.514393806458,	0.051176149,	-0.0001169718194178131,	0
12583.514393806458,	0.051172342,	-0.0001169551782324561,	0
12584.514393806458,	0.051122651,	-0.0001168486023212611,	0
12585.514393806458,	0.051172268,	-0.0001167326718838012,	0
12586.514393806458,	0.05114175,	-0.0001165851693771403,	0
12587.514393806458,	0.051168464,	-0.0001166318931995192,	0
12588.514393806458,	0.051118843,	-0.0001165373215408182,	0
12589.514393806458,	0.051195174,	-0.0001163691231842678,	0
12590.514393568039,	0.051126454,	-0.0001163196900670301,	0
12591.514393568039,	0.051168539,	-0.0001162997930041457,	0
12592.514393568039,	0.051118843,	-0.0001162109273966053,	0
12593.514393568039,	0.051199056,	-0.0001162995129649063,	0
12594.514393568039,	0.051122651,	-0.0001163315854086251,	0
12595.514393568039,	0.051164657,	-0.0001162715931117418,	0
12596.514393568039,	0.051130336,	-0.0001162330678133003,	0
12597.514393568039,	0.05114175,	-0.0001161039343409357,	0
12598.514393568039,	0.051176075,	-0.0001159185978533059,	0
12599.514393568039,	0.051130261,	-0.0001159116817463658,	0
12600.514393568039,	0.051107354,	-0.0001160331787657923,	0
12601.514393568039,	0.051122651,	-0.0001160546948667618,	0
12602.514393568039,	0.05111504,	-0.0001159507507232776,	0
12603.514393568039,	0.051179953,	-0.0001158304530152238,	0
12604.514393568039,	0.051160853,	-0.0001158141770349176,	0
12605.514393568039,	0.05114175,	-0.0001156605481570298,	0
12606.514393568039,	0.051084444,	-0.0001157295314791556,	0
12607.514393568039,	0.05107303,	-0.0001158146074754771,	0
12608.514393568039,	0.051065344,	-0.0001157940133802185,	0
12609.514393568039,	0.051084448,	-0.0001155902719874575,	0
12610.51439332962,	0.051160853,	-0.0001155160994167092,	0
12611.51439332962,	0.051130336,	-0.0001155799747171842,	0
12612.51439332962,	0.051187564,	-0.0001154530012194301,	0
12613.51439332962,	0.051122651,	-0.0001153537848178534,	0
12614.51439332962,	0.051122651,	-0.0001152425689033407,	0
12615.51439332962,	0.051114965,	-0.0001153085865946196,	0
12616.51439332962,	0.051099669,	-0.0001151662185002354,	0
12617.51439332962,	0.051088251,	-0.0001150981930950366,	0
12618.51439332962,	0.051099744,	-0.0001150179876924086,	0
12619.51439332962,	0.051137872,	-0.000114917488823267,	0
12620.51439332962,	0.051149435,	-0.0001147793480631666,	0
12621.51439332962,	0.051099744,	-0.0001148214635068143,	0
12622.51439332962,	0.05111504,	-0.0001147507984307597,	0
12623.51439332962,	0.051130261,	-0.000114775703173291,	0
12624.51439332962,	0.051130336,	-0.0001146362205894548,	0
12625.51439332962,	0.051107354,	-0.0001146692332491511,	0
12626.51439332962,	0.051153243,	-0.0001144777269371844,	0
12627.51439332962,	0.051130261,	-0.0001145614683358874,	0
12628.51439332962,	0.051172342,	-0.0001143783051418723,	0
12629.514393091202,	0.051095936,	-0.0001142821378496595,	0
12630.514393091202,	0.051145557,	-0.0001143760647159071,	0
12631.514393091202,	0.051153243,	-0.0001142664754763246,	0
12632.514393091202,	0.051114965,	-0.000114366086246446,	0
12633.514393091202,	0.05114175,	-0.0001142522280992127,	0
12634.514393091202,	0.051157046,	-0.0001141535346476303,	0
12635.514393091202,	0.051153243,	-0.000114063438807716,	0
12636.514393091202,	0.051134139,	-0.0001141034356405727,	0
12637.514393091202,	0.051099665,	-0.0001140622604805686,	0
12638.514393091202,	0.051122651,	-0.0001139765349587834,	0
12639.514393091202,	0.05111504,	-0.0001139512755849865,	0
12640.514393091202,	0.051099744,	-0.0001139294015636552,	0
12641.514393091202,	0.051137872,	-0.0001138520769025492,	0
12642.514393091202,	0.051130261,	-0.0001138552916054323,	0
12643.514393091202,	0.051137947,	-0.0001138652491696123,	0
12644.514393091202,	0.051130261,	-0.0001138555997247754,	0
12645.514393091202,	0.051107354,	-0.0001138005035420065,	0
12646.514393091202,	0.051149361,	-0.0001138025962820395,	0
12647.514393091202,	0.051126454,	-0.0001137942786874192,	0
12648.514393091202,	0.051095936,	-0.000113749735950114,	0
12649.514392852783,	0.051122651,	-0.000113699059251667,	0
12650.514392852783,	0.05109974,	-0.0001135194945360127,	0
12651.514392852783,	0.051134065,	-0.0001134444620627619,	0
12652.514392852783,	0.051137947,	-0.0001135312703743693,	0
12653.514392852783,	0.051149435,	-0.0001134088487138802,	0
12654.514392852783,	0.051107354,	-0.0001132957263020217,	0
12655.514392852783,	0.051134139,	-0.0001134054810492673,	0
12656.514392852783,	0.051122651,	-0.0001132442154193995,	0
12657.514392852783,	0.051095936,	-0.0001132494583391235,	0
12658.514392852783,	0.051061466,	-0.0001131900543856321,	0
12659.514392852783,	0.05114175,	-0.000113118239479809,	0
12660.514392852783,	0.051092058,	-0.0001131206020014361,	0
12661.514392852783,	0.051092133,	-0.0001130595684662695,	0
12662.514392852783,	0.051130336,	-0.0001132182928791736,	0
12663.514392852783,	0.051103547,	-0.0001130527685418207,	0
12664.514392852783,	0.051122651,	-0.0001130890270622333,	0
12665.514392852783,	0.05111504,	-0.0001130971581813355,	0
12666.514392852783,	0.051149361,	-0.0001130815090611577,	0
12667.514392852783,	0.051126454,	-0.0001130459375759531,	0
12668.514392852783,	0.05118376,	-0.0001131503761876958,	0
12669.514392614365,	0.051134139,	-0.0001128631838480942,	0
12670.514392614365,	0.051126454,	-0.000113056680034788,	0
12671.514392614365,	0.051149361,	-0.0001128670181162307,	0
12672.514392614365,	0.05114175,	-0.0001128114762184852,	0
12673.514392614365,	0.051164657,	-0.000112691186013399,	0
12674.514392614365,	0.051111232,	-0.0001127415859969916,	0
12675.514392614365,	0.051130336,	-0.0001126715167258231,	0
12676.514392614365,	0.051137947,	-0.0001126154463039711,	0
12677.514392614365,	0.051134139,	-0.0001126417681203747,	0
12678.514392614365,	0.051118843,	-0.0001125246980700468,	0
12679.514392614365,	0.051137947,	-0.0001124570406573184,	0
12680.514392614365,	0.051088251,	-0.0001124419979234518,	0
12681.514392614365,	0.051168539,	-0.0001122670135941008,	0
12682.514392614365,	0.051114965,	-0.0001123469596561338,	0
12683.514392614365,	0.051153243,	-0.0001123493432380201,	0
