ixdat version = 0.2.1dev
name = 2021-11-11 08_56_25 CO-strip_01_01_CVA_DUSB0_C01.mpt
technique = EC
tstamp = 1636618671.0
backend_name = BackendBase(none, address=none)
id = 4
timecol 'time/s' for: 'Ewe/V' and '<I>/mA' and 'selector'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V"], "raw_current": ["<I>/mA"], "cycle": ["cycle number"]}
N_header_lines = 11

time/s,	Ewe/V,	<I>/mA,	selector
13096.301587581635,	1.0098737,	0.001283866142320331,	1
13097.101187467575,	1.0138776,	0.00129273146411683,	1
13097.900787591934,	1.0178649,	0.001302324295893352,	1
13098.700387477875,	1.0218871,	0.001312430575590554,	1
13099.499987602234,	1.0258937,	0.001320390224958418,	1
13100.299587488174,	1.0298835,	0.00132817404091167,	1
13101.099187612534,	1.0338854,	0.001335459582561691,	1
13101.898787498474,	1.0378901,	0.001340539243812746,	1
13102.698387384415,	1.041888,	0.001342990503957236,	1
13103.497987508774,	1.0458872,	0.001341657453872236,	1
13104.297587394714,	1.0498663,	0.001339382161834253,	1
13105.097287416458,	1.053863,	0.001334150659812082,	1
13105.896887540817,	1.0578707,	0.001326698398276142,	1
13106.696487426758,	1.0618571,	0.00131778903501991,	1
13107.496187448502,	1.0658644,	0.001307973720052164,	1
13108.295787334442,	1.0698951,	0.001298012898844425,	1
13109.095387458801,	1.0738535,	0.001284017720714539,	1
13109.894987344742,	1.0778555,	0.001274193770556114,	1
13110.694587469101,	1.081854,	0.001263019196848465,	1
13111.494187355042,	1.0858569,	0.00125215130500202,	1
13112.2937874794,	1.0898508,	0.001240357028556526,	1
13113.093387365341,	1.0938445,	0.001229901118378649,	1
13113.892987251282,	1.0978446,	0.001219591249251064,	1
13114.69258737564,	1.1018462,	0.001209215050473703,	1
13115.492187261581,	1.1058406,	0.001198844896365757,	1
13116.29178738594,	1.1098399,	0.001190629404399745,	1
13117.091387271881,	1.1138548,	0.001181055914228401,	1
13117.89098739624,	1.1178464,	0.001172938711400569,	1
13118.69058728218,	1.121852,	0.001165150201932508,	1
13119.490187168121,	1.1258432,	0.001157060594163234,	1
13120.28978729248,	1.1298339,	0.001150710634294956,	1
13121.089387178421,	1.1338307,	0.001144406838370174,	1
13121.889087200165,	1.1378293,	0.001139831461387856,	1
13122.688687324524,	1.1418282,	0.001134637077227326,	1
13123.488387346268,	1.145834,	0.001130222673966891,	1
13124.287987232208,	1.1498373,	0.001126481680229616,	1
13125.087587118149,	1.1538469,	0.001122567712672235,	1
13125.887187242508,	1.1578283,	0.001118945330608776,	1
13126.686787128448,	1.1618202,	0.001116947064403373,	1
13127.486387252808,	1.16582,	0.001115394847339137,	1
13128.285987138748,	1.1698154,	0.001112881567519012,	1
13129.085587263107,	1.1738145,	0.001111650929113904,	1
13129.885187149048,	1.1777873,	0.0011110022758044,	1
13130.684787034988,	1.1817869,	0.001110328378317838,	1
13131.484387159348,	1.1857853,	0.001110272567654561,	1
13132.283987045288,	1.1897906,	0.001111448939776011,	1
13133.083587169647,	1.1938053,	0.001111908823478432,	1
13133.883187055588,	1.1977999,	0.001112767157848007,	1
13134.682787179947,	1.2018197,	0.001115007779744486,	1
13135.482387065887,	1.2057954,	0.001114854255809693,	1
13136.281987190247,	1.2097814,	0.001116734690401699,	1
13137.081686973572,	1.2137831,	0.001118394082804784,	1
13137.88128709793,	1.2177805,	0.001120186199352474,	1
13138.680886983871,	1.2217898,	0.001122198781302621,	1
13139.480587005615,	1.2258011,	0.001124686772539992,	1
13140.280187129974,	1.2298081,	0.001127315468453634,	1
13141.079787015915,	1.2338253,	0.001129240415417117,	1
13141.879386901855,	1.2378041,	0.001131071142080111,	1
13142.678987026215,	1.2418096,	0.001133141564154922,	1
13143.478586912155,	1.2458007,	0.001135785247915907,	1
13144.278187036514,	1.2498041,	0.001137565371509233,	1
13145.077786922455,	1.2538079,	0.001140182976920562,	1
13145.877387046814,	1.2577932,	0.001142490340935103,	1
13146.676986932755,	1.261785,	0.001144785680714053,	1
13147.476587057114,	1.2658055,	0.001147895140974929,	1
13148.276186943054,	1.2698135,	0.001150224454283566,	1
13149.075786828995,	1.2738072,	0.001151452504648848,	1
13149.875386953354,	1.2777823,	0.001153170143530384,	1
13150.674986839294,	1.2817732,	0.001155572677587608,	1
13151.474586963654,	1.2858011,	0.00115771976597104,	1
13152.274186849594,	1.2897762,	0.00115933353188648,	1
13153.073786973953,	1.2937812,	0.001161039801993579,	1
13153.873386859894,	1.2977768,	0.001162712377322798,	1
13154.673086881638,	1.3017659,	0.00116417518811706,	1
13155.472686767578,	1.3057774,	0.00116543750201668,	1
13156.272286891937,	1.3097903,	0.00116707057135201,	1
13157.071986913681,	1.3137738,	0.001167421379369069,	1
13157.871586799622,	1.3177495,	0.001168578488207141,	1
13158.671186685562,	1.3217583,	0.001169832414811824,	1
13159.470786809921,	1.3257496,	0.001170185840635534,	1
13160.270386695862,	1.3297348,	0.00117105735026997,	1
13161.069986820221,	1.3337212,	0.001171999833045784,	1
13161.869586706161,	1.3377036,	0.001172666875545238,	1
13162.66918683052,	1.3417326,	0.001174421080816015,	1
13163.468786716461,	1.3457394,	0.001174918482852064,	1
13164.26838684082,	1.3497382,	0.001175697278363884,	1
13165.06798672676,	1.3537364,	0.001176574720196898,	1
13165.867586612701,	1.3577276,	0.001177388380784457,	1
13166.66718673706,	1.3617277,	0.0011784068617746,	1
13167.466786623001,	1.3657273,	0.001179148083852234,	1
13168.26638674736,	1.3697397,	0.001180522587920941,	1
13169.0659866333,	1.3737229,	0.001182171550043177,	1
13169.86558675766,	1.3777337,	0.001183435212322766,	1
13170.665286540985,	1.3817217,	0.001184935908240294,	1
13171.464886665344,	1.3857148,	0.001187537354219956,	1
13172.264586687088,	1.3897035,	0.001189713594299566,	1
13173.064186573029,	1.3937204,	0.001192718383943291,	1
13173.863786697388,	1.3977137,	0.001196110726268295,	1
13174.663386583328,	1.4017063,	0.001200218538803612,	1
13175.462986707687,	1.4057068,	0.001204729801831759,	1
13176.262586593628,	1.4097122,	0.001210007478226116,	1
13177.062186479568,	1.4137141,	0.00121635782462143,	1
13177.861786603928,	1.4176991,	0.001223413867782869,	1
13178.661386489868,	1.4217144,	0.001231432677546329,	1
13179.460986614227,	1.4257089,	0.001240072624403534,	1
13180.260586500168,	1.4297235,	0.001250533877817414,	1
13181.060186624527,	1.4337277,	0.001261145473705922,	1
13181.859786510468,	1.437719,	0.001273063263172083,	1
13182.659386396408,	1.4417095,	0.001286674380679897,	1
13183.458986520767,	1.4457092,	0.001302083665487917,	1
13184.258586406708,	1.4497144,	0.001318607330997645,	1
13185.058186531067,	1.4537076,	0.00133643668770083,	1
13185.857786417007,	1.4577066,	0.001356636566465355,	1
13186.657486438751,	1.4617192,	0.001378652001483141,	1
13187.45708656311,	1.4657184,	0.001402698969679303,	1
13188.25668644905,	1.4697164,	0.001429024219696221,	1
13189.056386470795,	1.4737128,	0.001458292507043275,	1
13189.855986356735,	1.4777296,	0.001490124988403058,	1
13190.655586481094,	1.4817126,	0.001524443916084341,	1
13191.455186367035,	1.4856997,	0.001561606327022928,	1
13192.254786491394,	1.4897014,	0.00160285428642748,	1
13193.054386377335,	1.4936736,	0.001647975450446832,	1
13193.853986263275,	1.4976877,	0.00169698675097496,	1
13194.653586387634,	1.5016857,	0.001750250067826739,	1
13195.453186273575,	1.5057017,	0.001808126849288935,	1
13196.252786397934,	1.5096705,	0.001870821045822681,	1
13197.052386283875,	1.5136777,	0.001939768363017666,	1
13197.851986408234,	1.5176651,	0.00201290942260712,	1
13198.651586294174,	1.5216677,	0.002093862046349666,	1
13199.451186418533,	1.5256523,	0.002181637975737023,	1
13200.250786304474,	1.5296595,	0.002276531910560117,	1
13201.050386190414,	1.5336397,	0.002377972904200398,	1
13201.849986314774,	1.5376462,	0.002490025403012984,	1
13202.649586200714,	1.5416459,	0.002610436645255263,	1
13203.449286222458,	1.5456455,	0.002742349604726465,	1
13204.248886346817,	1.5496507,	0.002885260201567482,	1
13205.048486232758,	1.5536647,	0.003040252116184194,	1
13205.848186254501,	1.5576574,	0.003205463706250421,	1
13206.647786140442,	1.5616531,	0.003386311272501715,	1
13207.447386264801,	1.5656505,	0.003580357719408019,	1
13208.246986150742,	1.5696336,	0.003789559125060585,	1
13209.0465862751,	1.5736359,	0.004016974944675434,	1
13209.846186161041,	1.5776504,	0.00426381588545199,	1
13210.6457862854,	1.5816448,	0.004529610318051047,	1
13211.445386171341,	1.5856351,	0.004813832633642885,	1
13212.244986057281,	1.589625,	0.005121459272531183,	1
13213.04458618164,	1.5936284,	0.005454788123880061,	1
13213.844186067581,	1.5976291,	0.005814542052624121,	1
13214.64378619194,	1.6016304,	0.00620024141448557,	1
13215.44338607788,	1.6056393,	0.006617674596596835,	1
13216.183086156845,	1.6093355,	0.007030540486337611,	1
13216.513586044312,	1.6112074,	0.007100657559931278,	1
13216.553586006165,	1.6109438,	0.007056181930532354,	1
13216.97338604927,	1.6088318,	0.006399918630255977,	1
13217.77298617363,	1.6048361,	0.005355128835847989,	1
13218.57258605957,	1.6008477,	0.004533989881107023,	1
13219.372286081314,	1.5968423,	0.003867735718718679,	1
13220.171885967255,	1.5928324,	0.003319477612754695,	1
13220.971486091614,	1.5888532,	0.002860905650458385,	1
13221.771186113358,	1.5848349,	0.002475597825499207,	1
13222.570785999298,	1.5808624,	0.002147657751428379,	1
13223.370386123657,	1.5768564,	0.001866467251839296,	1
13224.169986009598,	1.5728618,	0.001625806670850517,	1
13224.969585895538,	1.5688486,	0.001417764195259973,	1
13225.769186019897,	1.564842,	0.001238139254495023,	1
13226.568785905838,	1.5608521,	0.001081995548213706,	1
13227.368386030197,	1.5568633,	0.0009471104610128955,	1
13228.167985916138,	1.5528563,	0.0008286959143603868,	1
13228.967586040497,	1.5488732,	0.0007252869258685332,	1
13229.767185926437,	1.5448694,	0.0006349749866945142,	1
13230.566786050797,	1.5408658,	0.0005557411202727746,	1
13231.366385936737,	1.536858,	0.0004860394611965425,	1
13232.165985822678,	1.5328689,	0.000425045242899439,	1
13232.965585947037,	1.528862,	0.0003713139553690164,	1
13233.765185832977,	1.5248786,	0.0003240094959425024,	1
13234.564785957336,	1.52087,	0.0002821651804811583,	1
13235.364385843277,	1.5168862,	0.0002456274834215855,	1
13236.16408586502,	1.5128781,	0.0002129663723057004,	1
13236.963685750961,	1.5088943,	0.0001838017137471499,	1
13237.76328587532,	1.5048891,	0.0001584693482795402,	1
13238.562985897064,	1.5008875,	0.0001360535288445351,	1
13239.362585783005,	1.4968878,	0.0001160928367163929,	1
13240.162185907364,	1.4928768,	9.840425368561989e-05,	1
13240.961785793304,	1.4888927,	8.227959855538266e-05,	1
13241.761385679245,	1.4848788,	6.849090129929544e-05,	1
13242.560985803604,	1.4808918,	5.625748058775046e-05,	1
13243.360585689545,	1.4769005,	4.505764248528246e-05,	1
13244.160185813904,	1.4729124,	3.501192591786259e-05,	1
13244.959785699844,	1.4689132,	2.604872696766985e-05,	1
13245.759385824203,	1.4648987,	1.816865163512739e-05,	1
13246.558985710144,	1.4609189,	1.143658146964617e-05,	1
13247.358585834503,	1.4569136,	4.859518094518867e-06,	1
13248.158185720444,	1.4529216,	-6.351257575960006e-07,	1
13248.957785606384,	1.4489144,	-6.012812890138024e-06,	1
13249.757385730743,	1.4449109,	-1.072165528777705e-05,	1
13250.556985616684,	1.4409224,	-1.457248292068334e-05,	1
13251.356585741043,	1.4369091,	-1.873245268934189e-05,	1
13252.156185626984,	1.4329082,	-2.222983130903944e-05,	1
13252.955785751343,	1.4289043,	-2.525570110772273e-05,	1
13253.755485534668,	1.4248904,	-2.804894278411458e-05,	1
13254.555085659027,	1.4209065,	-3.082084443547525e-05,	1
13255.354685544968,	1.4169022,	-3.326442718909914e-05,	1
13256.154385566711,	1.4128879,	-3.587563745991834e-05,	1
13256.95398569107,	1.4088848,	-3.790915517683127e-05,	1
13257.753585577011,	1.4049056,	-3.967799106309461e-05,	1
13258.55318570137,	1.4009084,	-4.179880118608318e-05,	1
13259.35278558731,	1.3969043,	-4.352759811513459e-05,	1
13260.152385473251,	1.3929141,	-4.566905557411966e-05,	1
13260.95198559761,	1.3889012,	-4.719704656669767e-05,	1
13261.751585483551,	1.3849213,	-4.868266526071146e-05,	1
13262.55118560791,	1.3809211,	-5.020059957553226e-05,	1
13263.35078549385,	1.3769286,	-5.179741296337673e-05,	1
13264.15038561821,	1.3729345,	-5.339292440068987e-05,	1
13264.94998550415,	1.3689284,	-5.496848067063962e-05,	1
13265.749585390091,	1.3649353,	-5.607860797118673e-05,	1
13266.54918551445,	1.3609408,	-5.78176056049368e-05,	1
13267.34878540039,	1.356934,	-5.917608653901118e-05,	1
13268.148485422134,	1.3529453,	-6.054811792447303e-05,	1
13268.948085546494,	1.3489392,	-6.196334497118134e-05,	1
13269.747685432434,	1.3449419,	-6.301288703988023e-05,	1
13270.547385454178,	1.3409324,	-6.457755920023171e-05,	1
13271.346985340118,	1.3369322,	-6.589619546325276e-05,	1
13272.146585464478,	1.3329293,	-6.705493492428853e-05,	1
13272.946185350418,	1.3289456,	-6.819304470212918e-05,	1
13273.745785474777,	1.3249667,	-6.957680875940907e-05,	1
13274.545385360718,	1.32096,	-7.096030438808711e-05,	1
13275.344985485077,	1.3169583,	-7.231156434497964e-05,	1
13276.144585371017,	1.3129516,	-7.357038786120595e-05,	1
13276.944185256958,	1.3089644,	-7.490452249306768e-05,	1
13277.743785381317,	1.3049722,	-7.626645113298109e-05,	1
13278.543385267258,	1.3009392,	-7.734977525975721e-05,	1
13279.342985391617,	1.296949,	-7.895414471925798e-05,	1
13280.142585277557,	1.2929312,	-8.027536218879012e-05,	1
13280.942185401917,	1.2889503,	-8.141683421277954e-05,	1
13281.741785287857,	1.2849548,	-8.254817082870231e-05,	1
13282.541385412216,	1.2809633,	-8.410196562148907e-05,	1
13283.340985298157,	1.2769694,	-8.526534200492563e-05,	1
13284.140585184097,	1.2729882,	-8.658133798358216e-05,	1
13284.940185308456,	1.2689887,	-8.833001198581703e-05,	1
13285.7398853302,	1.2649868,	-9.001295439854066e-05,	1
13286.53948521614,	1.2609923,	-9.134835717288913e-05,	1
13287.3390853405,	1.2569846,	-9.314142013206253e-05,	1
13288.138785123825,	1.2529756,	-9.447819790709658e-05,	1
13288.938385248184,	1.2490026,	-9.601429626000866e-05,	1
13289.737985134125,	1.2450048,	-9.762892055801761e-05,	1
13290.537585258484,	1.2409958,	-9.969327923891556e-05,	1
13291.337185144424,	1.236998,	-0.0001010116364371378,	1
13292.136785268784,	1.2330143,	-0.0001032668823392633,	1
13292.936385154724,	1.2290009,	-0.0001053251435417261,	1
13293.735985279083,	1.2249978,	-0.0001070099479977289,	1
13294.535585165024,	1.2209867,	-0.0001089620635770308,	1
13295.335185050964,	1.2169948,	-0.0001108722053562799,	1
13296.134785175323,	1.2129862,	-0.0001133035957198629,	1
13296.934385061264,	1.208994,	-0.0001152941419846469,	1
13297.733985185623,	1.2049918,	-0.0001176279064471104,	1
13298.533585071564,	1.2009921,	-0.0001198088972104985,	1
13299.333185195923,	1.1969992,	-0.0001219670058496764,	1
13300.132785081863,	1.1930027,	-0.0001243460140966159,	1
13300.932384967804,	1.1890111,	-0.0001266441502361278,	1
13301.731985092163,	1.1849934,	-0.0001290863774943592,	1
13302.531685113907,	1.1810079,	-0.0001318706492332068,	1
13303.331284999847,	1.1770031,	-0.0001344371988775715,	1
13304.130885124207,	1.1730498,	-0.000136854008109496,	1
13304.93058514595,	1.1690462,	-0.0001401206111534231,	1
13305.73018503189,	1.1650447,	-0.0001432563143063805,	1
13306.529784917831,	1.1610059,	-0.0001461356418889471,	1
13307.32938504219,	1.1570232,	-0.0001487526289872996,	1
13308.128984928131,	1.1530401,	-0.0001522855763023686,	1
13308.92858505249,	1.1490291,	-0.0001550484721290649,	1
13309.72818493843,	1.1450483,	-0.0001581316125824424,	1
13310.52778506279,	1.1410625,	-0.0001614731139556031,	1
13311.32738494873,	1.1370573,	-0.0001655607250945212,	1
13312.126984834671,	1.1330419,	-0.0001687891897266508,	1
13312.92658495903,	1.1290553,	-0.0001725074631729723,	1
13313.72618484497,	1.1250678,	-0.0001765510162986903,	1
13314.52578496933,	1.1210737,	-0.0001803791598173677,	1
13315.32538485527,	1.1170757,	-0.0001844053292754276,	1
13316.12498497963,	1.1130772,	-0.0001890953356742213,	1
13316.92458486557,	1.1090571,	-0.0001932541456989936,	1
13317.724284887314,	1.1050497,	-0.0001980285539898777,	1
13318.523884773254,	1.1010627,	-0.0002023844441216148,	1
13319.323484897614,	1.0970445,	-0.0002074647713803494,	1
13320.123184919357,	1.0930556,	-0.0002118775123464344,	1
13320.922784805298,	1.0890647,	-0.0002170036958422938,	1
13321.722384929657,	1.0850662,	-0.0002225471626970399,	1
13322.521984815598,	1.0810692,	-0.0002273784853211967,	1
13323.321584701538,	1.0770735,	-0.0002332812930295768,	1
13324.121184825897,	1.0730766,	-0.0002388721616414026,	1
13324.920784711838,	1.0690868,	-0.0002450506188024439,	1
13325.720384836197,	1.0650818,	-0.0002514809656592406,	1
13326.519984722137,	1.0610754,	-0.0002580686363558757,	1
13327.319584846497,	1.0570817,	-0.0002650873593638449,	1
13328.119184732437,	1.0530742,	-0.000272238606218585,	1
13328.918784856796,	1.049075,	-0.0002796030848875555,	1
13329.718384742737,	1.0450816,	-0.0002868290180101638,	1
13330.517984628677,	1.04109,	-0.0002945038133664479,	1
13331.317584753036,	1.0370826,	-0.0003027366851926453,	1
13332.117184638977,	1.0330917,	-0.0003114611036219667,	1
13332.916784763336,	1.0290875,	-0.0003197562161534808,	1
13333.716384649277,	1.0250785,	-0.0003290953158609545,	1
13334.51608467102,	1.0210896,	-0.0003390146752834692,	1
13335.315684556961,	1.0170749,	-0.0003482017361673122,	1
13336.11528468132,	1.0130839,	-0.00035837189462641,	1
13336.914984703064,	1.0090809,	-0.0003690898592432717,	1
13337.714584589005,	1.0050757,	-0.0003799654269267174,	1
13338.514184713364,	1.0010937,	-0.000391505224630144,	1
13339.313784599304,	0.99708813,	-0.0004035045450801848,	1
13340.113384723663,	0.99308592,	-0.0004163028392039463,	1
13340.912984609604,	0.98909098,	-0.0004289428696800505,	1
13341.712584495544,	0.98508769,	-0.0004422751195821148,	1
13342.512184619904,	0.9810946,	-0.000456907643157361,	1
13343.311784505844,	0.97708291,	-0.0004713035758242305,	1
13344.111384630203,	0.97309923,	-0.0004866053210687265,	1
13344.910984516144,	0.96910208,	-0.0005018122691238906,	1
13345.710584640503,	0.9651075,	-0.0005187119663360596,	1
13346.510184526443,	0.96111983,	-0.0005364356233740122,	1
13347.309784412384,	0.95709789,	-0.0005551386297244899,	1
13348.109384536743,	0.95312393,	-0.0005735574060092251,	1
13348.908984422684,	0.94911832,	-0.0005933594696717801,	1
13349.708584547043,	0.94511282,	-0.0006143685825601083,	1
13350.508284568787,	0.94110221,	-0.0006364693434327262,	1
13351.307884454727,	0.93711883,	-0.0006596356652975519,	1
13352.107484579086,	0.93312359,	-0.0006834826404812401,	1
13352.907184362411,	0.92910224,	-0.0007086898517097439,	1
13353.70678448677,	0.92511064,	-0.000735262846976309,	1
13354.506384372711,	0.92111838,	-0.0007639312175295905,	1
13355.30598449707,	0.91714287,	-0.000791983288781441,	1
13356.10558438301,	0.91313833,	-0.000823807895099735,	1
13356.90518450737,	0.90913385,	-0.0008567462637194823,	1
13357.70478439331,	0.90514219,	-0.0008921548976814388,	1
13358.504384279251,	0.90114254,	-0.0009294646606755937,	1
13359.30398440361,	0.89714879,	-0.0009685824612504556,	1
13360.10358428955,	0.89314646,	-0.001011398485247332,	1
13360.90318441391,	0.88916433,	-0.001056303723879577,	1
13361.70278429985,	0.88517159,	-0.001104604951270328,	1
13362.50238442421,	0.88114899,	-0.001157185217452793,	1
13363.30198431015,	0.87715739,	-0.001212471601709144,	1
13364.10158443451,	0.87315714,	-0.001272801537061222,	1
13364.90118432045,	0.86916214,	-0.001336502210214814,	1
13365.70078420639,	0.86517978,	-0.001405979603097714,	1
13366.500484228134,	0.86118096,	-0.001482365595253936,	1
13367.300084352493,	0.8571828,	-0.001565100346845059,	1
13368.099684238434,	0.85317397,	-0.001654368230070469,	1
13368.899384260178,	0.8491773,	-0.001751232706674613,	1
13369.698984146118,	0.84519529,	-0.00185750674428705,	1
13370.498584270477,	0.84118634,	-0.001974128459755749,	1
13371.298184156418,	0.83719671,	-0.002100456093006669,	1
13372.097784280777,	0.83319211,	-0.002239115010077473,	1
13372.897384166718,	0.82918453,	-0.002390660982815068,	1
13373.696984291077,	0.82519013,	-0.002556550128643982,	1
13374.496584177017,	0.82118279,	-0.002734960585335719,	1
13375.296184062958,	0.81717223,	-0.002929729261659679,	1
13376.095784187317,	0.8131755,	-0.003137663454072457,	1
13376.895384073257,	0.80917859,	-0.003359202117946637,	1
13377.694984197617,	0.80518383,	-0.00359325168904176,	1
13378.494584083557,	0.80117643,	-0.003838337146525837,	1
13379.294184207916,	0.7971856,	-0.004088762197678843,	1
13380.093784093857,	0.79317695,	-0.004339904873272751,	1
13380.893384218216,	0.78916997,	-0.00458516548415757,	1
13381.692984104156,	0.78518301,	-0.004816776189025249,	1
13382.492583990097,	0.78118134,	-0.005026951883625655,	1
13383.29228401184,	0.77717137,	-0.005206873822378971,	1
13384.0918841362,	0.77318364,	-0.005341718462128338,	1
13384.891584157944,	0.76918721,	-0.0054272946476627,	1
13385.691184043884,	0.76521283,	-0.005453351338471753,	1
13386.490783929825,	0.76123238,	-0.005422205061798746,	1
13387.290384054184,	0.75722814,	-0.005333980071559799,	1
13388.089983940125,	0.75322634,	-0.005185605215938999,	1
13388.889584064484,	0.7492153,	-0.00498903829260728,	1
13389.689183950424,	0.7452029,	-0.004749044926196225,	1
13390.488784074783,	0.74122238,	-0.004479394158344974,	1
13391.288383960724,	0.73722512,	-0.004191632766520882,	1
13392.087984085083,	0.7332201,	-0.00389408986473333,	1
13392.887583971024,	0.72923028,	-0.003597313009604031,	1
13393.687183856964,	0.72522557,	-0.003309490854226811,	1
13394.486783981323,	0.72121197,	-0.00303454497603619,	1
13395.286383867264,	0.71723139,	-0.002776294332005311,	1
13396.085983991623,	0.71325332,	-0.002535657303106214,	1
13396.885583877563,	0.70925432,	-0.002317030682931144,	1
13397.685184001923,	0.70526177,	-0.002120131626285476,	1
13398.484783887863,	0.70124608,	-0.001941679569864799,	1
13399.284483909607,	0.69726461,	-0.001780910807579368,	1
13400.084083795547,	0.69326425,	-0.001638469488501035,	1
13400.883683919907,	0.68925643,	-0.001511610210731703,	1
13401.68338394165,	0.68526268,	-0.00139788601463605,	1
13402.482983827591,	0.68125707,	-0.001297231755751243,	1
13403.28258395195,	0.67726427,	-0.001207544838752423,	1
13404.08218383789,	0.6732406,	-0.00112778576836307,	1
13404.881783723831,	0.66925627,	-0.001056635064763598,	1
13405.68138384819,	0.66526425,	-0.000993088712209501,	1
13406.48098373413,	0.66127402,	-0.0009355968558469978,	1
13407.28058385849,	0.65728509,	-0.0008850445378750932,	1
13408.08018374443,	0.65329003,	-0.0008392935300241405,	1
13408.87978386879,	0.64930511,	-0.0007985406204636634,	1
13409.67938375473,	0.64530087,	-0.0007613085149937911,	1
13410.47898364067,	0.6412999,	-0.0007278945927371087,	1
13411.27858376503,	0.63730288,	-0.0006973573090293204,	1
13412.07818365097,	0.63329095,	-0.0006696922452626699,	1
13412.87778377533,	0.62931252,	-0.0006442231691514725,	1
13413.67738366127,	0.62528211,	-0.0006214526248296288,	1
13414.47698378563,	0.62127143,	-0.0005997298121367001,	1
13415.276683807373,	0.61728883,	-0.0005797812950552091,	1
13416.076283693314,	0.61328256,	-0.0005614393757799709,	1
13416.875883579254,	0.60928714,	-0.0005439243519185927,	1
13417.675583600998,	0.60527951,	-0.000528053479517324,	1
13418.475183725357,	0.60129434,	-0.0005133086891627248,	1
13419.274783611298,	0.59728968,	-0.0004995938602103955,	1
13420.074383735657,	0.5932802,	-0.000486639135890388,	1
13420.873983621597,	0.58930391,	-0.0004747560810242279,	1
13421.673583507538,	0.58528429,	-0.0004634631061119494,	1
13422.473183631897,	0.58129197,	-0.0004527014851175744,	1
13423.272783517838,	0.57730305,	-0.000442484475748209,	1
13424.072383642197,	0.57330894,	-0.0004331409145542347,	1
13424.871983528137,	0.56930405,	-0.0004241396496612853,	1
13425.671583652496,	0.56530774,	-0.0004152007589626099,	1
13426.471183538437,	0.56132978,	-0.0004067860003981825,	1
13427.270783662796,	0.55733174,	-0.0003992412226624466,	1
13428.070383548737,	0.55335224,	-0.0003920491051654902,	1
13428.869983434677,	0.54934388,	-0.0003850673226652246,	1
13429.669583559036,	0.54534256,	-0.0003786381888334087,	1
13430.469183444977,	0.54135245,	-0.0003722886217150407,	1
13431.26888346672,	0.53735638,	-0.0003663194571909634,	1
13432.06848359108,	0.53333962,	-0.0003600392457957634,	1
13432.86808347702,	0.52935582,	-0.0003544610404836081,	1
13433.667783498764,	0.52534121,	-0.0003489535117145144,	1
13434.467383384705,	0.52134252,	-0.0003437313948236142,	1
13435.266983509064,	0.51733792,	-0.0003383375389931819,	1
13436.066583395004,	0.51333588,	-0.0003332040425540125,	1
13436.866183519363,	0.50935078,	-0.0003279968390803214,	1
13437.665783405304,	0.50536555,	-0.0003234307584065637,	1
13438.465383529663,	0.50135988,	-0.0003187888576887425,	1
13439.264983415604,	0.49737754,	-0.0003148313470716091,	1
13440.064583301544,	0.49336684,	-0.0003103980241589688,	1
13440.864183425903,	0.4893696,	-0.0003065350805227687,	1
13441.663783311844,	0.48538038,	-0.0003029714298685129,	1
13442.463383436203,	0.48138884,	-0.0002993119144225364,	1
13443.262983322144,	0.47736943,	-0.0002962654329897079,	1
13444.062583446503,	0.47337779,	-0.0002934635239235143,	1
13444.862183332443,	0.46936539,	-0.0002902984606818529,	1
13445.661783218384,	0.46537226,	-0.0002879950265077679,	1
13446.461383342743,	0.46137553,	-0.0002855669390723001,	1
13447.260983228683,	0.45739281,	-0.000283053118105923,	1
13448.060583353043,	0.4533982,	-0.0002813480117745152,	1
13448.860283374786,	0.44940138,	-0.0002799243573190918,	1
13449.659883260727,	0.4454017,	-0.0002785227917246396,	1
13450.459483385086,	0.44142088,	-0.000277498389925039,	1
13451.259183168411,	0.43738651,	-0.000276854459728046,	1
13452.05878329277,	0.4333891,	-0.0002760765106683966,	1
13452.858383178711,	0.42940083,	-0.0002756305691288376,	1
13453.65798330307,	0.42540881,	-0.0002758980936133646,	1
13454.45758318901,	0.42140144,	-0.0002764092559339815,	1
13455.25718331337,	0.41737953,	-0.0002767532187148811,	1
13456.05678319931,	0.41339803,	-0.0002779693710010175,	1
13456.85638308525,	0.4094055,	-0.0002796160682951845,	1
13457.65598320961,	0.40539452,	-0.0002809175345426728,	1
13458.45558309555,	0.40140107,	-0.0002835964857192275,	1
13459.25518321991,	0.39737651,	-0.0002860534663838635,	1
13460.05478310585,	0.39339137,	-0.0002897590513763655,	1
13460.85438323021,	0.3893978,	-0.0002933332081480472,	1
13461.65398311615,	0.38539544,	-0.000297599187616866,	1
13462.453583240509,	0.38139161,	-0.000302690671955738,	1
13463.25318312645,	0.37740079,	-0.0003083696152619613,	1
13464.05278301239,	0.373404,	-0.0003143972794339587,	1
13464.852483034134,	0.36940932,	-0.0003223821412033968,	1
13465.652083158493,	0.36540559,	-0.0003296101232424103,	1
13466.451683044434,	0.3614004,	-0.0003383576298997444,	1
13467.251383066177,	0.35740361,	-0.0003475215476584246,	1
13468.050982952118,	0.35343963,	-0.000358373103616288,	1
13468.850583076477,	0.34946269,	-0.0003700197529575068,	1
13469.650182962418,	0.34547648,	-0.0003823941381166547,	1
13470.449783086777,	0.34148028,	-0.0003969926250182703,	1
