ixdat version = 0.2.1dev
name = 2021-11-11 08_56_25 CO-strip_01_01_CVA_DUSB0_C01.mpt
technique = EC
tstamp = 1636618671.0
backend_name = BackendBase(none, address=none)
id = 3
timecol 'time/s' for: 'Ewe/V' and '<I>/mA' and 'selector'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V"], "raw_current": ["<I>/mA"], "cycle": ["cycle number"]}
N_header_lines = 11

time/s,	Ewe/V,	<I>/mA,	selector
8029.242848873138,	1.1738147,	0.001233597992608025,	1
8030.042448997498,	1.1777996,	0.001234517555987154,	1
8030.842048883438,	1.1817846,	0.001236350622584654,	1
8031.641648769379,	1.1857976,	0.001237437024413442,	1
8032.441248893738,	1.1898073,	0.001238710928154209,	1
8033.240848779678,	1.1938158,	0.00123957611282002,	1
8034.0404489040375,	1.1978034,	0.001240137260741536,	1
8034.840048789978,	1.2017907,	0.001241192808952822,	1
8035.639648914337,	1.2057931,	0.001242056059379333,	1
8036.439248800278,	1.2097913,	0.001243088601488184,	1
8037.2389488220215,	1.213806,	0.001244090373447411,	1
8038.038548707962,	1.2177765,	0.001244596120830593,	1
8038.838148832321,	1.2217799,	0.001245987053178913,	1
8039.637848854065,	1.2258025,	0.001246986417415996,	1
8040.4374487400055,	1.2298028,	0.001247464878854982,	1
8041.237048864365,	1.2337964,	0.001248476647332266,	1
8042.036648750305,	1.2378005,	0.00124970517395227,	1
8042.836248636246,	1.2418234,	0.001250726158758049,	1
8043.635848760605,	1.2458098,	0.001251652337859087,	1
8044.435448646545,	1.2498089,	0.001251067494937974,	1
8045.2350487709045,	1.253799,	0.001252299388718875,	1
8046.034648656845,	1.2577881,	0.001252904510469624,	1
8046.834248781204,	1.2617842,	0.001253665187703996,	1
8047.633848667145,	1.2658134,	0.001255010453542094,	1
8048.433448791504,	1.2698027,	0.00125561442655496,	1
8049.2330486774445,	1.2737985,	0.001255795099549617,	1
8050.032648563385,	1.2777848,	0.001256180605984194,	1
8050.832248687744,	1.281799,	0.001256797427350843,	1
8051.631848573685,	1.2857746,	0.001256815616705777,	1
8052.431448698044,	1.2897854,	0.001257383614626157,	1
8053.231048583984,	1.2937745,	0.001257472914246826,	1
8054.0306487083435,	1.2977587,	0.001257557986942968,	1
8054.830348491669,	1.3017628,	0.00125776954980188,	1
8055.629948616028,	1.3057634,	0.001258084929201299,	1
8056.429548501968,	1.3097727,	0.001257914271860311,	1
8057.229248523712,	1.3137573,	0.001257810069795473,	1
8058.028848648071,	1.3177596,	0.001257804446216221,	1
8058.828448534012,	1.3217633,	0.001257896918088017,	1
8059.628048419952,	1.3257661,	0.001257399995606732,	1
8060.4276485443115,	1.3297433,	0.001256535728701186,	1
8061.227248430252,	1.3337532,	0.001256698022427956,	1
8062.026848554611,	1.337746,	0.001256280684440464,	1
8062.826448440552,	1.3417547,	0.001255646848050376,	1
8063.626048564911,	1.3457603,	0.001255103757931041,	1
8064.425648450851,	1.3497506,	0.00125496505008962,	1
8065.225248575211,	1.3537527,	0.001254494570790615,	1
8066.024848461151,	1.3577391,	0.001254024210814057,	1
8066.824448347092,	1.3617381,	0.001254499869788204,	1
8067.624048471451,	1.3657447,	0.001254413182509448,	1
8068.423648357391,	1.3697344,	0.001254625052382696,	1
8069.2232484817505,	1.3737527,	0.001255010381509644,	1
8070.022848367691,	1.3777469,	0.001255202951011371,	1
8070.822548389435,	1.3817228,	0.001255172282744452,	1
8071.622148275375,	1.3857167,	0.001257159202446224,	1
8072.421848297119,	1.3897263,	0.001258647775564464,	1
8073.221448421478,	1.3937117,	0.001260931630529469,	1
8074.021048307419,	1.3977027,	0.00126364629820723,	1
8074.820648431778,	1.4017142,	0.001266967523774674,	1
8075.6202483177185,	1.4057159,	0.001270929804009716,	1
8076.419848442078,	1.4097123,	0.001275669104881898,	1
8077.219448328018,	1.4137119,	0.001280820023432178,	1
8078.019048213959,	1.4177164,	0.001286801559657852,	1
8078.818648338318,	1.4217197,	0.001294015837227314,	1
8079.618248224258,	1.4257269,	0.001302446163491025,	1
8080.417848348618,	1.4297189,	0.001311816667335812,	1
8081.217448234558,	1.4337312,	0.001322183352733403,	1
8082.017048358917,	1.437724,	0.001333494252888704,	1
8082.816648244858,	1.4417207,	0.001346686779751055,	1
8083.616248130798,	1.4457328,	0.001361139004928378,	1
8084.4158482551575,	1.4497238,	0.001376975811746365,	1
8085.215448141098,	1.4537127,	0.00139444138786398,	1
8086.015048265457,	1.4577217,	0.001414432403008531,	1
8086.814748287201,	1.4617165,	0.001436208315824843,	1
8087.6143481731415,	1.4657174,	0.001460070773615499,	1
8088.413948297501,	1.4697185,	0.001486729659568933,	1
8089.213648080826,	1.4737263,	0.001515034532945096,	1
8090.013248205185,	1.477721,	0.001546938834044043,	1
8090.8128480911255,	1.4817125,	0.001580701925058315,	1
8091.612448215485,	1.4856913,	0.001618716692840021,	1
8092.412048101425,	1.489701,	0.001660069884661244,	1
8093.211648225784,	1.4936714,	0.001704764413763776,	1
8094.011248111725,	1.4976907,	0.001754237207626578,	1
8094.810847997665,	1.5017006,	0.001808050854561531,	1
8095.6104481220245,	1.5056818,	0.001865601336028949,	1
8096.410048007965,	1.5096884,	0.001929265552956493,	1
8097.209648132324,	1.5136639,	0.001997640331038107,	1
8098.009248018265,	1.5176623,	0.002072337754099226,	1
8098.808848142624,	1.5216743,	0.002154354946589768,	1
8099.608448028564,	1.525671,	0.00224265409337429,	1
8100.408048152924,	1.5296723,	0.002338323711349,	1
8101.207648038864,	1.5336573,	0.002441188249509535,	1
8102.007247924805,	1.5376407,	0.002552492783411928,	1
8102.806848049164,	1.5416319,	0.002674124904914988,	1
8103.606548070908,	1.5456423,	0.002806981672604639,	1
8104.406147956848,	1.5496469,	0.002950141606744887,	1
8105.205748081207,	1.5536366,	0.003104925583841119,	1
8106.0054478645325,	1.5576417,	0.00327168345568897,	1
8106.805047988892,	1.5616392,	0.003452044305708356,	1
8107.604647874832,	1.5656291,	0.00364649029421607,	1
8108.404247999191,	1.5696304,	0.0038564193935718,	1
8109.203847885132,	1.573635,	0.004084956836942938,	1
8110.003448009491,	1.5776423,	0.004330817105658365,	1
8110.8030478954315,	1.5816416,	0.004595338383777117,	1
8111.602648019791,	1.5856208,	0.004878446593337804,	1
8112.402247905731,	1.5896232,	0.005187446843793617,	1
8113.201847791672,	1.5936235,	0.005518890181712158,	1
8114.001447916031,	1.5976185,	0.005878017033400768,	1
8114.801047801971,	1.6016238,	0.006263995075117227,	1
8115.600647926331,	1.6056249,	0.006675904752540249,	1
8116.340347766876,	1.6093289,	0.007083120500789353,	1
8116.670847892761,	1.6111768,	0.007201459258794785,	1
8116.710847854614,	1.6109056,	0.007111280947227516,	1
8117.13064789772,	1.6088432,	0.006450655182993023,	1
8117.930247783661,	1.6048323,	0.005396301874675057,	1
8118.72984790802,	1.6008356,	0.004567184432295156,	1
8119.529547929764,	1.5968142,	0.003896378040689076,	1
8120.329147815704,	1.592834,	0.003344724555217997,	1
8121.128747701645,	1.5888348,	0.00288393238408325,	1
8121.928447723389,	1.5848479,	0.002495323575863271,	1
8122.728047847748,	1.5808573,	0.002164145074062894,	1
8123.527647733688,	1.5768497,	0.001880911724759158,	1
8124.3272478580475,	1.5728322,	0.001637025143511012,	1
8125.126847743988,	1.5688461,	0.001427651882914528,	1
8125.926447629929,	1.5648422,	0.00124617697519943,	1
8126.726047754288,	1.5608379,	0.001088983372295596,	1
8127.525647640228,	1.5568503,	0.0009525233065137391,	1
8128.325247764587,	1.5528501,	0.0008331858265828856,	1
8129.124847650528,	1.5488501,	0.0007287933189520745,	1
8129.924447774887,	1.5448359,	0.0006372779553006783,	1
8130.724047660828,	1.5408474,	0.0005573652620404768,	1
8131.523647785187,	1.536855,	0.0004871968581595032,	1
8132.323247671127,	1.5328543,	0.0004256934488774235,	1
8133.122847557068,	1.5288719,	0.0003710986440520307,	1
8133.922447681427,	1.5248696,	0.0003233595094663997,	1
8134.722047567368,	1.5208859,	0.0002808859521925013,	1
8135.521647691727,	1.5168825,	0.0002440968209428398,	1
8136.3213477134705,	1.512872,	0.000210813430672396,	1
8137.120947599411,	1.5088884,	0.0001817428197363538,	1
8137.920547485352,	1.5048822,	0.0001562121951938734,	1
8138.720247507095,	1.5008733,	0.0001331471819927483,	1
8139.5198476314545,	1.4968812,	0.0001130684470664498,	1
8140.319447517395,	1.4928806,	9.543777477562254e-05,	1
8141.119047641754,	1.4888723,	7.909217483662002e-05,	1
8141.918647527695,	1.484881,	6.505244370423689e-05,	1
8142.718247413635,	1.4808838,	5.285586569898557e-05,	1
8143.517847537994,	1.4768976,	4.162911629094015e-05,	1
8144.317447423935,	1.4729005,	3.17304074563498e-05,	1
8145.117047548294,	1.4689082,	2.266327492535269e-05,	1
8145.916647434235,	1.4649094,	1.474633530211342e-05,	1
8146.716247558594,	1.4609004,	7.820490329234314e-06,	1
8147.515847444534,	1.4569278,	1.698043199921142e-06,	1
8148.315447568893,	1.4529177,	-4.377888184491814e-06,	1
8149.115047454834,	1.4489089,	-9.491972336437065e-06,	1
8149.9146473407745,	1.4449261,	-1.401415869278582e-05,	1
8150.714247465134,	1.4409139,	-1.844457759269384e-05,	1
8151.513847351074,	1.4369109,	-2.205509327651598e-05,	1
8152.313447475433,	1.4329218,	-2.582231091719889e-05,	1
8153.113047361374,	1.4289244,	-2.898742119410082e-05,	1
8153.912747383118,	1.4249128,	-3.184624915883428e-05,	1
8154.712347269058,	1.4209121,	-3.462471083559976e-05,	1
8155.511947393417,	1.4169041,	-3.725471357386256e-05,	1
8156.311647415161,	1.4129002,	-3.952909150369151e-05,	1
8157.111247301102,	1.4089119,	-4.169911174566445e-05,	1
8157.910847425461,	1.40492,	-4.365805180360708e-05,	1
8158.710447311401,	1.4009362,	-4.572336978442e-05,	1
8159.5100474357605,	1.3969122,	-4.771945012651581e-05,	1
8160.309647321701,	1.3929254,	-4.959001053761068e-05,	1
8161.109247207642,	1.388925,	-5.107239804070452e-05,	1
8161.908847332001,	1.3849243,	-5.282107137223808e-05,	1
8162.708447217941,	1.3809245,	-5.444385180263672e-05,	1
8163.5080473423,	1.3769238,	-5.593123350883787e-05,	1
8164.307647228241,	1.3729351,	-5.758757606206882e-05,	1
8165.1072473526,	1.3689439,	-5.879336534477404e-05,	1
8165.906847238541,	1.3649204,	-6.025098407995357e-05,	1
8166.706447124481,	1.3609213,	-6.165441445608432e-05,	1
8167.50604724884,	1.3569298,	-6.325518109605435e-05,	1
8168.305747270584,	1.3529305,	-6.443256976404322e-05,	1
8169.105347156525,	1.3489424,	-6.551209705994503e-05,	1
8169.904947280884,	1.3449444,	-6.68613724849933e-05,	1
8170.704647302628,	1.3409404,	-6.875826297179769e-05,	1
8171.504247188568,	1.3369322,	-6.970304687263572e-05,	1
8172.303847074509,	1.3329395,	-7.100992613475702e-05,	1
8173.103447198868,	1.3289486,	-7.22823090127175e-05,	1
8173.903047084808,	1.3249712,	-7.331882676208973e-05,	1
8174.7026472091675,	1.3209708,	-7.470302808671518e-05,	1
8175.502247095108,	1.3169631,	-7.600920856014266e-05,	1
8176.301847219467,	1.3129677,	-7.73659499420041e-05,	1
8177.101447105408,	1.3089496,	-7.858449490052728e-05,	1
8177.901046991348,	1.304958,	-7.999307300786396e-05,	1
8178.700647115707,	1.3009404,	-8.096811223484756e-05,	1
8179.500247001648,	1.2969674,	-8.2263819362106e-05,	1
8180.299847126007,	1.292951,	-8.382343557247264e-05,	1
8181.099447011948,	1.2889694,	-8.510546837645289e-05,	1
8181.899047136307,	1.2849716,	-8.651991814498336e-05,	1
8182.698647022247,	1.2809489,	-8.763693615958419e-05,	1
8183.498247146606,	1.2769812,	-8.894366232686552e-05,	1
8184.297847032547,	1.2729887,	-9.05418565475209e-05,	1
8185.097446918488,	1.2689877,	-9.179093441561898e-05,	1
8185.897146940231,	1.2649933,	-9.369201670313327e-05,	1
8186.69674706459,	1.2609872,	-9.514811537023353e-05,	1
8187.496346950531,	1.2569827,	-9.656077652064275e-05,	1
8188.296046972275,	1.2529805,	-9.853868533123632e-05,	1
8189.095646858215,	1.2489845,	-9.962814545131675e-05,	1
8189.8952469825745,	1.2449942,	-0.0001014045017464881,	1
8190.694846868515,	1.2409782,	-0.0001032890491485805,	1
8191.494446992874,	1.2369993,	-0.0001047893677661705,	1
8192.294046878815,	1.2329921,	-0.0001069590258956437,	1
8193.093647003174,	1.22899,	-0.0001086219169950183,	1
8193.893246889114,	1.2249846,	-0.00011102961072995,	1
8194.692847013474,	1.2209762,	-0.0001124974939563034,	1
8195.492446899414,	1.2169832,	-0.0001146329207118478,	1
8196.292046785355,	1.2129656,	-0.0001168361717667673,	1
8197.091646909714,	1.2089772,	-0.0001186287447922786,	1
8197.891246795654,	1.2049893,	-0.000120795947677449,	1
8198.690846920013,	1.2009906,	-0.00012355271522371,	1
8199.490446805954,	1.1970025,	-0.0001252797686000385,	1
8200.290046930313,	1.1929903,	-0.0001278366005908515,	1
8201.089646816254,	1.1889936,	-0.0001302520963908627,	1
8201.889246702194,	1.1850007,	-0.0001327181705071284,	1
8202.688946723938,	1.1809713,	-0.0001355848241217747,	1
8203.488546848297,	1.1769924,	-0.0001380226942798582,	1
8204.288146734238,	1.1730161,	-0.000140681633544013,	1
8205.087846755981,	1.1690083,	-0.0001435681432146087,	1
8205.88744688034,	1.1650305,	-0.0001461133242058104,	1
8206.687046766281,	1.161013,	-0.0001494199853737709,	1
8207.486646652222,	1.1570237,	-0.000152302701818166,	1
8208.28624677658,	1.1530195,	-0.0001554281882123452,	1
8209.085846662521,	1.1490247,	-0.0001587957130596671,	1
8209.88544678688,	1.1450264,	-0.000162085825095032,	1
8210.685046672821,	1.141023,	-0.00016497559016241,	1
8211.48464679718,	1.1370238,	-0.0001692874900659138,	1
8212.28424668312,	1.1330339,	-0.00017213195276669,	1
8213.083846569061,	1.1290333,	-0.000176434382833083,	1
8213.88344669342,	1.1250386,	-0.0001797303933510162,	1
8214.683046579361,	1.1210507,	-0.0001838440903673389,	1
8215.48264670372,	1.1170657,	-0.0001879583711410174,	1
8216.28224658966,	1.1130581,	-0.0001924338963654004,	1
8217.08184671402,	1.1090579,	-0.0001965220592057661,	1
8217.881546735764,	1.105058,	-0.0002011050712788253,	1
8218.681146621704,	1.101041,	-0.0002056372112674287,	1
8219.480746507645,	1.0970675,	-0.0002104576042518793,	1
8220.280446529388,	1.093055,	-0.0002153708950329329,	1
8221.080046653748,	1.0890617,	-0.0002203629548847848,	1
8221.879646539688,	1.0850525,	-0.0002259408167538568,	1
8222.679246664047,	1.081066,	-0.000231405238908225,	1
8223.478846549988,	1.0770556,	-0.0002372860873458653,	1
8224.278446435928,	1.0730486,	-0.0002426906051581916,	1
8225.078046560287,	1.0690831,	-0.0002488828891535896,	1
8225.877646446228,	1.0650662,	-0.0002555956387352573,	1
8226.677246570587,	1.0610583,	-0.0002619544740126789,	1
8227.476846456528,	1.0570687,	-0.000268747651115018,	1
8228.276446580887,	1.053066,	-0.0002760306277424115,	1
8229.076046466827,	1.0490677,	-0.0002836957592838249,	1
8229.875646591187,	1.0450667,	-0.000290564520846413,	1
8230.675246477127,	1.0410721,	-0.0002987876896092543,	1
8231.474846363068,	1.0370688,	-0.0003067442433139244,	1
8232.274446487427,	1.0330731,	-0.0003156094763938868,	1
8233.074046373367,	1.0290716,	-0.0003241664196695429,	1
8233.873646497726,	1.025075,	-0.0003325951804392466,	1
8234.67334651947,	1.0210791,	-0.0003429269998477955,	1
8235.47294640541,	1.017072,	-0.0003526390473222452,	1
8236.272546291351,	1.0130805,	-0.0003627528368000902,	1
8237.072246313095,	1.0090741,	-0.0003736041684322938,	1
8237.871846437454,	1.0050724,	-0.0003846841705908086,	1
8238.671446323395,	1.0010582,	-0.0003964893527971074,	1
8239.471046447754,	0.99706805,	-0.0004083586711298027,	1
8240.270646333694,	0.99306422,	-0.0004209895054647587,	1
8241.070246458054,	0.9890607,	-0.0004335136626687886,	1
8241.869846343994,	0.98506594,	-0.0004471043491040055,	1
8242.669446229935,	0.9810698,	-0.0004612884357678814,	1
8243.469046354294,	0.977081,	-0.0004760787536832976,	1
8244.268646240234,	0.97309291,	-0.0004913303997450402,	1
8245.068246364594,	0.96909285,	-0.0005061501970522056,	1
8245.867846250534,	0.96510625,	-0.000523117036559639,	1
8246.667446374893,	0.9611057,	-0.0005406366695434595,	1
8247.467046260834,	0.95710516,	-0.0005590501363316822,	1
8248.266646146774,	0.95310891,	-0.0005779778717913183,	1
8249.066246271133,	0.94909358,	-0.0005974657861327669,	1
8249.865846157074,	0.94510853,	-0.0006183005872758621,	1
8250.665546178818,	0.94111413,	-0.0006397967679418626,	1
8251.465146303177,	0.93711478,	-0.000662280167340528,	1
8252.264746189117,	0.93311584,	-0.0006861149063438262,	1
8253.064446210861,	0.92911214,	-0.0007106962353016361,	1
8253.864046096802,	0.9251076,	-0.0007375135526686456,	1
8254.66364622116,	0.9211061,	-0.0007647312650921998,	1
8255.463246107101,	0.91713274,	-0.0007927718648177134,	1
8256.26284623146,	0.91313279,	-0.0008239623584839397,	1
8257.062446117401,	0.90913641,	-0.000856664316402047,	1
8257.86204624176,	0.90512824,	-0.0008917297492610395,	1
8258.6616461277,	0.90113246,	-0.0009274603426785676,	1
8259.461246013641,	0.8971386,	-0.0009670831844229427,	1
8260.260846138,	0.89313322,	-0.001007932580294844,	1
8261.060446023941,	0.88913083,	-0.001052132100628931,	1
8261.8600461483,	0.88515192,	-0.001099285105676648,	1
8262.65964603424,	0.88114607,	-0.001151011414584374,	1
8263.4592461586,	0.87715405,	-0.001205672044398053,	1
8264.25884604454,	0.87314576,	-0.001264831534514109,	1
8265.0584461689,	0.86915118,	-0.001326959611441178,	1
8265.85804605484,	0.86516809,	-0.001395542755646388,	1
8266.657746076584,	0.86116183,	-0.001470574960279341,	1
8267.457345962524,	0.85716689,	-0.001550836671316544,	1
8268.256946086884,	0.85316122,	-0.001638311670855788,	1
8269.056646108627,	0.84917134,	-0.001733272485183155,	1
8269.856245994568,	0.84518093,	-0.001837535933864376,	1
8270.655845880508,	0.8411628,	-0.001951976401781901,	1
8271.455446004868,	0.83718389,	-0.002074627146749157,	1
8272.255045890808,	0.83319229,	-0.002209408231337945,	1
8273.054646015167,	0.82917899,	-0.002359146014337187,	1
8273.854245901108,	0.82518268,	-0.002519248815599125,	1
8274.653846025467,	0.8211838,	-0.002694095841922997,	1
8275.453445911407,	0.81717151,	-0.002883903365439533,	1
8276.253045797348,	0.81316596,	-0.00308677928309134,	1
8277.052645921707,	0.80916864,	-0.003303311768723381,	1
8277.852245807648,	0.80516851,	-0.003531875896603698,	1
8278.651845932007,	0.80118531,	-0.003769427975632645,	1
8279.451445817947,	0.79718101,	-0.004014277503376698,	1
8280.251045942307,	0.79319465,	-0.004259785155412798,	1
8281.050645828247,	0.78918809,	-0.00450180152474499,	1
8281.850245952606,	0.78518873,	-0.004732415071772474,	1
8282.649845838547,	0.78119379,	-0.004940377916068335,	1
8283.44954586029,	0.77718705,	-0.005122107847216721,	1
8284.249145746231,	0.77317965,	-0.005261612556259423,	1
8285.048845767975,	0.76919389,	-0.005353485929155521,	1
8285.848445892334,	0.76520789,	-0.005388393549986249,	1
8286.648045778275,	0.76122177,	-0.005366723848990479,	1
8287.447645664215,	0.75722742,	-0.005286950909048876,	1
8288.247245788574,	0.75322127,	-0.005153581455022295,	1
8289.046845674515,	0.74921256,	-0.004969506397838233,	1
8289.846445798874,	0.74522322,	-0.004742372432002748,	1
8290.646045684814,	0.74120688,	-0.004486042642172942,	1
8291.445645809174,	0.7372216,	-0.004206824475776673,	1
8292.245245695114,	0.73322076,	-0.003916990819166313,	1
8293.044845819473,	0.72921389,	-0.003626495958010623,	1
8293.844445705414,	0.72520751,	-0.003342958061038154,	1
8294.644045591354,	0.72120732,	-0.003070760425477256,	1
8295.443645715714,	0.71723223,	-0.002813755725129857,	1
8296.243245601654,	0.71324122,	-0.002574481834155998,	1
8297.042845726013,	0.70924449,	-0.002356074969501856,	1
8297.842445611954,	0.70524943,	-0.00215768809205159,	1
8298.642045736313,	0.70125204,	-0.001978857264713016,	1
8299.441745519638,	0.69725019,	-0.001816723537704068,	1
8300.241345643997,	0.69325876,	-0.001671915385048021,	1
8301.040945529938,	0.68926084,	-0.001542760957535586,	1
8301.840645551682,	0.68525106,	-0.001427064459123582,	1
8302.64024567604,	0.68124384,	-0.001323995888519649,	1
8303.439845561981,	0.67724681,	-0.001231987346709863,	1
8304.23944568634,	0.67323691,	-0.001150029794497399,	1
8305.03904557228,	0.66925532,	-0.001076481736040958,	1
8305.838645458221,	0.66523856,	-0.001011167749594174,	1
8306.63824558258,	0.66127485,	-0.0009516018562429306,	1
8307.437845468521,	0.65727389,	-0.000899346385943512,	1
8308.23744559288,	0.65329278,	-0.0008517771893234421,	1
8309.03704547882,	0.64927775,	-0.0008093963712186231,	1
8309.83664560318,	0.64528257,	-0.0007704613889248438,	1
8310.63624548912,	0.6412859,	-0.0007355547226802041,	1
8311.435845375061,	0.63727468,	-0.0007032810617359497,	1
8312.23544549942,	0.63328403,	-0.0006739708682439796,	1
8313.03504538536,	0.62928998,	-0.0006471675620578531,	1
8313.83464550972,	0.62527817,	-0.0006227771641349258,	1
8314.63424539566,	0.6212734,	-0.0005996191847270089,	1
8315.433945417404,	0.61728776,	-0.0005787369862308833,	1
8316.233545541763,	0.61328202,	-0.0005591741781934296,	1
8317.033145427704,	0.60928726,	-0.0005404815797892615,	1
8317.832845449448,	0.60528576,	-0.00052393211873435,	1
8318.632445335388,	0.60128212,	-0.0005079402899848141,	1
8319.432045459747,	0.59729129,	-0.0004933586882496076,	1
8320.231645345688,	0.59328157,	-0.0004793087223202335,	1
8321.031245470047,	0.58929884,	-0.0004660480893009331,	1
8321.830845355988,	0.58528727,	-0.0004538783329658064,	1
8322.630445241928,	0.58129334,	-0.0004422451596460777,	1
8323.430045366287,	0.57729614,	-0.0004313138185355979,	1
8324.229645252228,	0.57331842,	-0.0004211865915158632,	1
8325.029245376587,	0.56931841,	-0.0004112274337050424,	1
8325.828845262527,	0.56530273,	-0.0004019465287977003,	1
8326.628445386887,	0.56133252,	-0.0003929524118049434,	1
8327.428045272827,	0.55733335,	-0.0003846949801296086,	1
8328.227645397186,	0.55332631,	-0.0003768041989483757,	1
8329.027245283127,	0.5493328,	-0.0003688893598772435,	1
8329.826845169067,	0.54532588,	-0.0003618193579725745,	1
8330.626445293427,	0.54133165,	-0.0003546936110626359,	1
8331.42614531517,	0.53734076,	-0.0003479702316503716,	1
8332.22574520111,	0.53334308,	-0.0003410649177476846,	1
8333.02534532547,	0.52933472,	-0.0003350538393381598,	1
8333.825045108795,	0.52535057,	-0.0003291278060151906,	1
8334.624645233154,	0.52134442,	-0.0003236595963050098,	1
8335.424245119095,	0.51734424,	-0.0003178445018892978,	1
8336.223845243454,	0.51334697,	-0.0003128885786775268,	1
8337.023445129395,	0.50934827,	-0.0003074150941913957,	1
8337.823045253754,	0.50536239,	-0.0003029191620897097,	1
8338.622645139694,	0.50136334,	-0.0002979941838702257,	1
8339.422245264053,	0.49738252,	-0.0002939944423477839,	1
8340.221845149994,	0.49337155,	-0.0002896123863407219,	1
8341.021445035934,	0.48938397,	-0.0002859989806419478,	1
8341.821045160294,	0.48537663,	-0.0002822166780998545,	1
8342.620645046234,	0.48137626,	-0.0002785747949765958,	1
8343.420245170593,	0.47738025,	-0.0002753232255233539,	1
8344.219845056534,	0.47339499,	-0.0002725514903293073,	1
8345.019445180893,	0.46937799,	-0.0002698524616345883,	1
8345.819045066833,	0.46538967,	-0.0002672225032070517,	1
8346.618644952774,	0.46138903,	-0.0002648619616600328,	1
8347.418245077133,	0.45739585,	-0.0002626491555476245,	1
8348.217844963074,	0.45340657,	-0.0002609915153099396,	1
8349.017544984818,	0.44942382,	-0.0002594546305999682,	1
8349.817145109177,	0.44539821,	-0.0002587040095767151,	1
8350.616744995117,	0.44141033,	-0.0002579470767395346,	1
8351.416445016861,	0.43740493,	-0.0002572409195659006,	1
8352.216044902802,	0.43340334,	-0.0002571187168960488,	1
8353.01564502716,	0.42940897,	-0.0002571483140663454,	1
8353.815244913101,	0.42541647,	-0.0002571071382077597,	1
8354.61484503746,	0.42142412,	-0.0002584179954496901,	1
8355.4144449234,	0.41741624,	-0.0002591206564440017,	1
8356.21404504776,	0.41341361,	-0.0002602996829703663,	1
8357.0136449337,	0.40941685,	-0.0002625788928259368,	1
8357.813244819641,	0.4054195,	-0.0002636062496590803,	1
8358.612844944,	0.40141287,	-0.0002663018606899091,	1
8359.41244482994,	0.3973977,	-0.0002690960499643538,	1
8360.2120449543,	0.39339659,	-0.0002723780657771181,	1
8361.01164484024,	0.38940179,	-0.0002762271307303081,	1
8361.8112449646,	0.38540882,	-0.0002802247413710812,	1
8362.61084485054,	0.38139877,	-0.0002856228044321551,	1
8363.4104449749,	0.3774091,	-0.0002904205759864307,	1
8364.21004486084,	0.37341502,	-0.0002969326145174297,	1
8365.009744882584,	0.36943597,	-0.0003043667610469316,	1
8365.809344768524,	0.36542866,	-0.0003117533576588783,	1
8366.608944892883,	0.36142662,	-0.0003203097128209504,	1
8367.408644914627,	0.35743654,	-0.0003289264181228968,	1
8368.208244800568,	0.35347834,	-0.0003397933971153221,	1
8369.007844686508,	0.34947485,	-0.0003515727182611663,	1
8369.807444810867,	0.34550536,	-0.000364499293869865,	1
8370.607044696808,	0.3414956,	-0.0003788042802306856,	1
8371.406644821167,	0.33750919,	-0.000394041198947293,	1
8372.206244707108,	0.3335087,	-0.0004126236746534121,	1
8373.005844831467,	0.32950574,	-0.0004316660004552047,	1
8373.805444717407,	0.32550845,	-0.0004529818954934605,	1
8374.605044841766,	0.32149714,	-0.0004782148028111607,	1
8375.404644727707,	0.31749007,	-0.000506731146009195,	1
8376.204244613647,	0.313476,	-0.0005397393974923186,	1
8377.003844738007,	0.30946189,	-0.0005759742393347022,	1
8377.803444623947,	0.30544314,	-0.0006188286953184923,	1
8378.603044748306,	0.30147213,	-0.0006696963498707478,	1
8379.402644634247,	0.29745981,	-0.0007318384452982031,	1
8380.202244758606,	0.29345965,	-0.000805582149096107,	1
8381.001944541931,	0.28943005,	-0.0008878934180005446,	1
8381.80154466629,	0.28543645,	-0.0009811720973792997,	1
8382.60114455223,	0.28142047,	-0.001080126744766116,	1
8383.400844573975,	0.27742606,	-0.001172231726661073,	1
8384.200444698334,	0.27344245,	-0.001263301740578423,	1
8385.000044584274,	0.26943365,	-0.001331169133621612,	1
8385.799644470215,	0.2654174,	-0.001370885812855729,	1
8386.599244594574,	0.26143581,	-0.001378766075346774,	1
8387.398844480515,	0.25744331,	-0.001368576477880419,	1
8388.198444604874,	0.25344801,	-0.001333020529058898,	1
8388.998044490814,	0.24947134,	-0.001299093732651101,	1
8389.797644615173,	0.24548401,	-0.001253867547077301,	1
8390.597244501114,	0.24146973,	-0.001213481276396214,	1
8391.396844625473,	0.237469,	-0.001164850080972717,	1
8392.196444511414,	0.23347454,	-0.001124773168195592,	1
8392.996044397354,	0.22948228,	-0.001087687714076295,	1
8393.795644521713,	0.22548436,	-0.00105596278303593,	1
8394.595244407654,	0.22148554,	-0.001027885267090817,	1
8395.394844532013,	0.21749134,	-0.001006678408776256,	1
8396.194444417953,	0.21349701,	-0.0009857334298952088,	1
8396.994144439697,	0.20950289,	-0.0009760354023158543,	1
8397.793744325638,	0.20548718,	-0.0009677751709014047,	1
8398.593344449997,	0.201491,	-0.000967850648774601,	1
8399.392944335938,	0.19751759,	-0.0009700253454472951,	1
8400.192644357681,	0.19350882,	-0.0009808916237298388,	1
8400.99224448204,	0.18949522,	-0.0009970158885143701,	1
8401.791844367981,	0.18549424,	-0.001016876554057912,	1
