name = zilien_data_COstrip_11-11-21.csv AND 2021-11-11 08_56_25 CO-strip_01_01_CVA_DUSB0_C01.mpt
technique = EC-MS
tstamp = 1636617385.0
backend_name = memory
id = 6
timecol 'time/s' for: 'raw potential / [V]' and 'raw current / [mA]' and 'selector' and '$U_{RHE}$ / [V]' and 'J / [mA cm$^{-2}$]'
timecol 'M28-x' for: 'M28'
timecol 'M18-x' for: 'M18'
timecol 'M40-x' for: 'M40'
timecol 'M32-x' for: 'M32'
timecol 'M4-x' for: 'M4'
timecol 'M44-x' for: 'M44'
timecol 'M2-x' for: 'M2'
N_header_lines = 16

time/s,	raw potential / [V],	raw current / [mA],	selector,	$U_{RHE}$ / [V],	J / [mA cm$^{-2}$],	M28-x,	M28,	M18-x,	M18,	M40-x,	M40,	M32-x,	M32,	M4-x,	M4,	M44-x,	M44,	M2-x,	M2
,	,	,	,	,	,	10010.819999933243,	1.118766e-10,	10010.75,	1.38429e-09,	10010.97000002861,	2.243832e-12,	10010.900000095367,	2.397254e-10,	10010.670000076294,	1.914663e-08,	10011.039999961853,	1.182235e-11,	10010.599999904633,	2.591383e-10,	
,	,	,	,	,	,	10011.380000114441,	1.116853e-10,	10011.30999994278,	1.380797e-09,	10011.52999997139,	2.231833e-12,	10011.460000038147,	2.394824e-10,	10011.230000019073,	1.913547e-08,	10011.609999895096,	1.176385e-11,	10011.16000008583,	2.590247e-10,	
,	,	,	,	,	,	10011.950000047684,	1.120033e-10,	10011.869999885559,	1.377462e-09,	10012.08999991417,	2.224396e-12,	10012.019999980927,	2.40737e-10,	10011.799999952316,	1.911648e-08,	10012.170000076294,	1.145219e-11,	10011.72000002861,	2.587989e-10,	
,	,	,	,	,	,	10012.509999990463,	1.113925e-10,	10012.430000066757,	1.378166e-09,	10012.66000008583,	2.170695e-12,	10012.579999923706,	2.398452e-10,	10012.359999895096,	1.913548e-08,	10012.730000019073,	1.161696e-11,	10012.27999997139,	2.595392e-10,	
,	,	,	,	,	,	10013.069999933243,	1.119044e-10,	10013.0,	1.376635e-09,	10013.22000002861,	2.223515e-12,	10013.150000095367,	2.408035e-10,	10012.920000076294,	1.916095e-08,	10013.289999961853,	1.156889e-11,	10012.849999904633,	2.594492e-10,	
,	,	,	,	,	,	10013.630000114441,	1.112947e-10,	10013.55999994278,	1.373113e-09,	10013.77999997139,	2.190745e-12,	10013.710000038147,	2.414803e-10,	10013.480000019073,	1.916329e-08,	10013.859999895096,	1.145824e-11,	10013.41000008583,	2.586321e-10,	
,	,	,	,	,	,	10014.200000047684,	1.116848e-10,	10014.119999885559,	1.375922e-09,	10014.349999904633,	2.290651e-12,	10014.269999980927,	2.415994e-10,	10014.049999952316,	1.912329e-08,	10014.420000076294,	1.157855e-11,	10013.97000002861,	2.587871e-10,	
,	,	,	,	,	,	10014.759999990463,	1.115989e-10,	10014.69000005722,	1.377808e-09,	10014.91000008583,	2.203748e-12,	10014.829999923706,	2.409509e-10,	10014.609999895096,	1.914108e-08,	10014.980000019073,	1.165028e-11,	10014.539999961853,	2.582718e-10,	
,	,	,	,	,	,	10015.319999933243,	1.122022e-10,	10015.25,	1.379942e-09,	10015.47000002861,	2.212383e-12,	10015.400000095367,	2.415612e-10,	10015.170000076294,	1.916626e-08,	10015.549999952316,	1.147673e-11,	10015.099999904633,	2.597761e-10,	
,	,	,	,	,	,	10015.890000104904,	1.115994e-10,	10015.80999994278,	1.382321e-09,	10016.02999997139,	2.277476e-12,	10015.960000038147,	2.421042e-10,	10015.740000009537,	1.917526e-08,	10016.109999895096,	1.157003e-11,	10015.66000008583,	2.590828e-10,	
,	,	,	,	,	,	10016.450000047684,	1.113402e-10,	10016.369999885559,	1.375425e-09,	10016.599999904633,	2.179634e-12,	10016.519999980927,	2.421263e-10,	10016.299999952316,	1.915667e-08,	10016.670000076294,	1.133698e-11,	10016.22000002861,	2.603465e-10,	
,	,	,	,	,	,	10017.009999990463,	1.119141e-10,	10016.94000005722,	1.381071e-09,	10017.16000008583,	2.230628e-12,	10017.08999991417,	2.444191e-10,	10016.859999895096,	1.915816e-08,	10017.230000019073,	1.13889e-11,	10016.789999961853,	2.594102e-10,	
,	,	,	,	,	,	10017.569999933243,	1.114679e-10,	10017.5,	1.378469e-09,	10017.72000002861,	2.23857e-12,	10017.650000095367,	2.434712e-10,	10017.420000076294,	1.916091e-08,	10017.799999952316,	1.171027e-11,	10017.349999904633,	2.59676e-10,	
,	,	,	,	,	,	10018.140000104904,	1.117299e-10,	10018.05999994278,	1.378156e-09,	10018.289999961853,	2.333957e-12,	10018.210000038147,	2.444565e-10,	10017.990000009537,	1.916547e-08,	10018.359999895096,	1.15952e-11,	10017.91000008583,	2.585536e-10,	
,	,	,	,	,	,	10018.700000047684,	1.128442e-10,	10018.619999885559,	1.383653e-09,	10018.849999904633,	2.15101e-12,	10018.769999980927,	2.451036e-10,	10018.549999952316,	1.922295e-08,	10018.920000076294,	1.139526e-11,	10018.480000019073,	2.600752e-10,	
,	,	,	,	,	,	10019.259999990463,	1.124801e-10,	10019.19000005722,	1.380217e-09,	10019.41000008583,	2.256343e-12,	10019.33999991417,	2.463371e-10,	10019.109999895096,	1.913909e-08,	10019.480000019073,	1.172169e-11,	10019.039999961853,	2.610834e-10,	
,	,	,	,	,	,	10019.819999933243,	1.119902e-10,	10019.75,	1.385833e-09,	10019.97000002861,	2.1834e-12,	10019.900000095367,	2.475392e-10,	10019.680000066757,	1.913276e-08,	10020.049999952316,	1.144024e-11,	10019.599999904633,	2.59392e-10,	
,	,	,	,	,	,	10020.390000104904,	1.118218e-10,	10020.30999994278,	1.382859e-09,	10020.539999961853,	2.162443e-12,	10020.460000038147,	2.457565e-10,	10020.240000009537,	1.916789e-08,	10020.609999895096,	1.149414e-11,	10020.16000008583,	2.597463e-10,	
,	,	,	,	,	,	10020.950000047684,	1.121034e-10,	10020.880000114441,	1.381212e-09,	10021.099999904633,	2.310559e-12,	10021.019999980927,	2.46163e-10,	10020.799999952316,	1.915111e-08,	10021.170000076294,	1.171281e-11,	10020.730000019073,	2.584091e-10,	
,	,	,	,	,	,	10021.509999990463,	1.120726e-10,	10021.44000005722,	1.376268e-09,	10021.66000008583,	2.120185e-12,	10021.58999991417,	2.47766e-10,	10021.359999895096,	1.915997e-08,	10021.740000009537,	1.137816e-11,	10021.289999961853,	2.606594e-10,	
,	,	,	,	,	,	10022.069999933243,	1.117124e-10,	10022.0,	1.37813e-09,	10022.22000002861,	2.110608e-12,	10022.150000095367,	2.492041e-10,	10021.920000076294,	1.914728e-08,	10022.299999952316,	1.132002e-11,	10021.849999904633,	2.596354e-10,	
,	,	,	,	,	,	10022.640000104904,	1.116642e-10,	10022.55999994278,	1.379229e-09,	10022.789999961853,	2.178861e-12,	10022.710000038147,	2.48164e-10,	10022.490000009537,	1.914408e-08,	10022.859999895096,	1.140839e-11,	10022.41000008583,	2.596151e-10,	
,	,	,	,	,	,	10023.200000047684,	1.125318e-10,	10023.130000114441,	1.380432e-09,	10023.349999904633,	2.118479e-12,	10023.269999980927,	2.489061e-10,	10023.049999952316,	1.91402e-08,	10023.420000076294,	1.141293e-11,	10022.980000019073,	2.584863e-10,	
,	,	,	,	,	,	10023.759999990463,	1.111225e-10,	10023.69000005722,	1.37179e-09,	10023.91000008583,	2.28867e-12,	10023.83999991417,	2.497375e-10,	10023.609999895096,	1.908215e-08,	10023.990000009537,	1.155026e-11,	10023.539999961853,	2.587273e-10,	
,	,	,	,	,	,	10024.329999923706,	1.112874e-10,	10024.25,	1.383861e-09,	10024.480000019073,	2.054513e-12,	10024.400000095367,	2.514646e-10,	10024.180000066757,	1.920426e-08,	10024.549999952316,	1.139843e-11,	10024.099999904633,	2.608672e-10,	
,	,	,	,	,	,	10024.890000104904,	1.11214e-10,	10024.80999994278,	1.382029e-09,	10025.039999961853,	2.133473e-12,	10024.960000038147,	2.513948e-10,	10024.740000009537,	1.915991e-08,	10025.109999895096,	1.153527e-11,	10024.670000076294,	2.604932e-10,	
,	,	,	,	,	,	10025.450000047684,	1.115913e-10,	10025.380000114441,	1.376835e-09,	10025.599999904633,	2.135377e-12,	10025.52999997139,	2.523206e-10,	10025.299999952316,	1.908944e-08,	10025.670000076294,	1.147017e-11,	10025.230000019073,	2.586951e-10,	
,	,	,	,	,	,	10026.009999990463,	1.115733e-10,	10025.94000005722,	1.3767e-09,	10026.16000008583,	2.333108e-12,	10026.08999991417,	2.543606e-10,	10025.859999895096,	1.910178e-08,	10026.240000009537,	1.14926e-11,	10025.789999961853,	2.585073e-10,	
,	,	,	,	,	,	10026.579999923706,	1.121141e-10,	10026.5,	1.381423e-09,	10026.730000019073,	2.111134e-12,	10026.650000095367,	2.558326e-10,	10026.430000066757,	1.911568e-08,	10026.799999952316,	1.143806e-11,	10026.349999904633,	2.59934e-10,	
,	,	,	,	,	,	10027.140000104904,	1.121735e-10,	10027.05999994278,	1.377978e-09,	10027.289999961853,	2.105578e-12,	10027.210000038147,	2.561049e-10,	10026.990000009537,	1.914256e-08,	10027.359999895096,	1.137857e-11,	10026.920000076294,	2.595276e-10,	
,	,	,	,	,	,	10027.700000047684,	1.125086e-10,	10027.630000114441,	1.375618e-09,	10027.849999904633,	2.2298e-12,	10027.77999997139,	2.555656e-10,	10027.549999952316,	1.911834e-08,	10027.930000066757,	1.154855e-11,	10027.480000019073,	2.587362e-10,	
,	,	,	,	,	,	10028.259999990463,	1.120716e-10,	10028.19000005722,	1.379156e-09,	10028.41000008583,	2.206513e-12,	10028.33999991417,	2.58111e-10,	10028.119999885559,	1.914749e-08,	10028.490000009537,	1.143088e-11,	10028.039999961853,	2.583727e-10,	
,	,	,	,	,	,	10028.829999923706,	1.11691e-10,	10028.75,	1.374125e-09,	10028.980000019073,	2.162312e-12,	10028.900000095367,	2.587503e-10,	10028.680000066757,	1.910622e-08,	10029.049999952316,	1.128161e-11,	10028.599999904633,	2.574566e-10,	
,	,	,	,	,	,	10029.390000104904,	1.10971e-10,	10029.30999994278,	1.370156e-09,	10029.539999961853,	2.139173e-12,	10029.460000038147,	2.598299e-10,	10029.240000009537,	1.906051e-08,	10029.609999895096,	1.115312e-11,	10029.170000076294,	2.58638e-10,	
,	,	,	,	,	,	10029.950000047684,	1.121831e-10,	10029.880000114441,	1.379315e-09,	10030.099999904633,	2.140625e-12,	10030.02999997139,	2.621555e-10,	10029.799999952316,	1.911761e-08,	10030.180000066757,	1.151686e-11,	10029.730000019073,	2.582922e-10,	
,	,	,	,	,	,	10030.519999980927,	1.118669e-10,	10030.44000005722,	1.380381e-09,	10030.66000008583,	2.196109e-12,	10030.58999991417,	2.649331e-10,	10030.369999885559,	1.912411e-08,	10030.740000009537,	1.156402e-11,	10030.289999961853,	2.592121e-10,	
,	,	,	,	,	,	10031.079999923706,	1.119046e-10,	10031.0,	1.37956e-09,	10031.230000019073,	2.262178e-12,	10031.150000095367,	2.647653e-10,	10030.930000066757,	1.910291e-08,	10031.299999952316,	1.14385e-11,	10030.849999904633,	2.574338e-10,	
,	,	,	,	,	,	10031.640000104904,	1.119745e-10,	10031.569999933243,	1.385117e-09,	10031.789999961853,	2.245551e-12,	10031.72000002861,	2.673922e-10,	10031.490000009537,	1.915651e-08,	10031.859999895096,	1.14788e-11,	10031.420000076294,	2.595557e-10,	
,	,	,	,	,	,	10032.200000047684,	1.113911e-10,	10032.130000114441,	1.378702e-09,	10032.349999904633,	2.196495e-12,	10032.27999997139,	2.687825e-10,	10032.049999952316,	1.914166e-08,	10032.430000066757,	1.145757e-11,	10031.980000019073,	2.574732e-10,	
,	,	,	,	,	,	10032.769999980927,	1.124339e-10,	10032.69000005722,	1.381252e-09,	10032.920000076294,	2.190531e-12,	10032.83999991417,	2.706549e-10,	10032.619999885559,	1.908328e-08,	10032.990000009537,	1.141862e-11,	10032.539999961853,	2.582896e-10,	
,	,	,	,	,	,	10033.329999923706,	1.115579e-10,	10033.259999990463,	1.377278e-09,	10033.480000019073,	2.199378e-12,	10033.400000095367,	2.715244e-10,	10033.180000066757,	1.909686e-08,	10033.549999952316,	1.158724e-11,	10033.109999895096,	2.575623e-10,	
,	,	,	,	,	,	10033.890000104904,	1.116979e-10,	10033.819999933243,	1.382838e-09,	10034.039999961853,	2.098439e-12,	10033.97000002861,	2.749598e-10,	10033.740000009537,	1.913988e-08,	10034.119999885559,	1.156642e-11,	10033.670000076294,	2.580944e-10,	
,	,	,	,	,	,	10034.460000038147,	1.116678e-10,	10034.380000114441,	1.380908e-09,	10034.599999904633,	2.014856e-12,	10034.52999997139,	2.756825e-10,	10034.30999994278,	1.913895e-08,	10034.680000066757,	1.171896e-11,	10034.230000019073,	2.580028e-10,	
,	,	,	,	,	,	10035.019999980927,	1.125597e-10,	10034.94000005722,	1.38823e-09,	10035.170000076294,	2.228197e-12,	10035.08999991417,	2.757848e-10,	10034.869999885559,	1.914312e-08,	10035.240000009537,	1.141984e-11,	10034.789999961853,	2.592781e-10,	
,	,	,	,	,	,	10035.579999923706,	1.118033e-10,	10035.509999990463,	1.380949e-09,	10035.730000019073,	2.153278e-12,	10035.650000095367,	2.780585e-10,	10035.430000066757,	1.909154e-08,	10035.799999952316,	1.162803e-11,	10035.359999895096,	2.569032e-10,	
,	,	,	,	,	,	10036.140000104904,	1.126923e-10,	10036.069999933243,	1.378041e-09,	10036.289999961853,	2.133608e-12,	10036.22000002861,	2.782242e-10,	10035.990000009537,	1.910291e-08,	10036.369999885559,	1.164845e-11,	10035.920000076294,	2.577615e-10,	
,	,	,	,	,	,	10036.710000038147,	1.116755e-10,	10036.630000114441,	1.383544e-09,	10036.849999904633,	2.118601e-12,	10036.77999997139,	2.769278e-10,	10036.55999994278,	1.915959e-08,	10036.930000066757,	1.140574e-11,	10036.480000019073,	2.57547e-10,	
,	,	,	,	,	,	10037.269999980927,	1.123037e-10,	10037.19000005722,	1.381212e-09,	10037.420000076294,	2.175324e-12,	10037.33999991417,	2.763793e-10,	10037.119999885559,	1.913868e-08,	10037.490000009537,	1.146477e-11,	10037.049999952316,	2.58026e-10,	
,	,	,	,	,	,	10037.829999923706,	1.114464e-10,	10037.759999990463,	1.38252e-09,	10037.980000019073,	2.118749e-12,	10037.91000008583,	2.774221e-10,	10037.680000066757,	1.913165e-08,	10038.049999952316,	1.146602e-11,	10037.609999895096,	2.575903e-10,	
,	,	,	,	,	,	10038.390000104904,	1.124198e-10,	10038.319999933243,	1.378304e-09,	10038.539999961853,	2.113996e-12,	10038.47000002861,	2.770259e-10,	10038.240000009537,	1.908437e-08,	10038.619999885559,	1.162787e-11,	10038.170000076294,	2.567866e-10,	
,	,	,	,	,	,	10038.960000038147,	1.131179e-10,	10038.880000114441,	1.388868e-09,	10039.109999895096,	2.138919e-12,	10039.02999997139,	2.795522e-10,	10038.80999994278,	1.911013e-08,	10039.180000066757,	1.153502e-11,	10038.730000019073,	2.558078e-10,	
,	,	,	,	,	,	10039.519999980927,	1.124019e-10,	10039.450000047684,	1.383612e-09,	10039.670000076294,	2.175634e-12,	10039.58999991417,	2.763701e-10,	10039.369999885559,	1.916572e-08,	10039.740000009537,	1.156034e-11,	10039.299999952316,	2.584728e-10,	
,	,	,	,	,	,	10040.079999923706,	1.129115e-10,	10040.009999990463,	1.381016e-09,	10040.230000019073,	2.259246e-12,	10040.16000008583,	2.759842e-10,	10039.930000066757,	1.917456e-08,	10040.30999994278,	1.14137e-11,	10039.859999895096,	2.57782e-10,	
,	,	,	,	,	,	10040.640000104904,	1.117037e-10,	10040.569999933243,	1.381177e-09,	10040.789999961853,	2.218627e-12,	10040.72000002861,	2.742364e-10,	10040.490000009537,	1.911191e-08,	10040.869999885559,	1.124279e-11,	10040.420000076294,	2.584187e-10,	
,	,	,	,	,	,	10041.210000038147,	1.114871e-10,	10041.130000114441,	1.385401e-09,	10041.359999895096,	2.280418e-12,	10041.27999997139,	2.751198e-10,	10041.05999994278,	1.909212e-08,	10041.430000066757,	1.156195e-11,	10040.980000019073,	2.55847e-10,	
,	,	,	,	,	,	10041.769999980927,	1.11408e-10,	10041.700000047684,	1.37592e-09,	10041.920000076294,	2.225716e-12,	10041.83999991417,	2.729436e-10,	10041.619999885559,	1.911467e-08,	10041.990000009537,	1.152226e-11,	10041.549999952316,	2.569414e-10,	
,	,	,	,	,	,	10042.329999923706,	1.109645e-10,	10042.259999990463,	1.374817e-09,	10042.480000019073,	2.22527e-12,	10042.41000008583,	2.709604e-10,	10042.180000066757,	1.907276e-08,	10042.55999994278,	1.151078e-11,	10042.109999895096,	2.553633e-10,	
,	,	,	,	,	,	10042.890000104904,	1.115492e-10,	10042.819999933243,	1.373676e-09,	10043.039999961853,	2.134289e-12,	10042.97000002861,	2.691378e-10,	10042.75,	1.90818e-08,	10043.119999885559,	1.159817e-11,	10042.670000076294,	2.554628e-10,	
,	,	,	,	,	,	10043.460000038147,	1.115425e-10,	10043.380000114441,	1.379357e-09,	10043.609999895096,	2.195788e-12,	10043.52999997139,	2.686429e-10,	10043.30999994278,	1.907514e-08,	10043.680000066757,	1.172097e-11,	10043.230000019073,	2.566861e-10,	
,	,	,	,	,	,	10044.019999980927,	1.112171e-10,	10043.950000047684,	1.385636e-09,	10044.170000076294,	2.172748e-12,	10044.08999991417,	2.69958e-10,	10043.869999885559,	1.918406e-08,	10044.240000009537,	1.148914e-11,	10043.799999952316,	2.571666e-10,	
,	,	,	,	,	,	10044.579999923706,	1.118593e-10,	10044.509999990463,	1.379309e-09,	10044.730000019073,	2.291513e-12,	10044.66000008583,	2.676327e-10,	10044.430000066757,	1.915137e-08,	10044.80999994278,	1.153214e-11,	10044.359999895096,	2.568483e-10,	
,	,	,	,	,	,	10045.150000095367,	1.122704e-10,	10045.069999933243,	1.381456e-09,	10045.289999961853,	2.199016e-12,	10045.22000002861,	2.664317e-10,	10045.0,	1.916049e-08,	10045.369999885559,	1.137095e-11,	10044.920000076294,	2.570933e-10,	
,	,	,	,	,	,	10045.710000038147,	1.121678e-10,	10045.630000114441,	1.379472e-09,	10045.859999895096,	2.127656e-12,	10045.77999997139,	2.650842e-10,	10045.55999994278,	1.914621e-08,	10045.930000066757,	1.13658e-11,	10045.480000019073,	2.579196e-10,	
,	,	,	,	,	,	10046.269999980927,	1.112138e-10,	10046.200000047684,	1.381186e-09,	10046.420000076294,	2.189185e-12,	10046.349999904633,	2.643057e-10,	10046.119999885559,	1.9177e-08,	10046.490000009537,	1.153526e-11,	10046.049999952316,	2.571317e-10,	
,	,	,	,	,	,	10046.829999923706,	1.120755e-10,	10046.759999990463,	1.38063e-09,	10046.980000019073,	2.146373e-12,	10046.91000008583,	2.635794e-10,	10046.69000005722,	1.913096e-08,	10047.05999994278,	1.133229e-11,	10046.609999895096,	2.580181e-10,	
,	,	,	,	,	,	10047.400000095367,	1.105509e-10,	10047.319999933243,	1.380425e-09,	10047.549999952316,	2.209391e-12,	10047.47000002861,	2.626842e-10,	10047.25,	1.907481e-08,	10047.619999885559,	1.13812e-11,	10047.170000076294,	2.573127e-10,	
,	,	,	,	,	,	10047.960000038147,	1.114683e-10,	10047.890000104904,	1.380705e-09,	10048.109999895096,	2.089392e-12,	10048.02999997139,	2.623347e-10,	10047.80999994278,	1.914303e-08,	10048.180000066757,	1.121134e-11,	10047.740000009537,	2.576723e-10,	
,	,	,	,	,	,	10048.519999980927,	1.119315e-10,	10048.450000047684,	1.381926e-09,	10048.670000076294,	2.166719e-12,	10048.599999904633,	2.606683e-10,	10048.369999885559,	1.91251e-08,	10048.75,	1.135502e-11,	10048.299999952316,	2.576514e-10,	
,	,	,	,	,	,	10049.08999991417,	1.108084e-10,	10049.009999990463,	1.379814e-09,	10049.230000019073,	2.126135e-12,	10049.16000008583,	2.586386e-10,	10048.94000005722,	1.911966e-08,	10049.30999994278,	1.135503e-11,	10048.859999895096,	2.571401e-10,	
,	,	,	,	,	,	10049.650000095367,	1.110629e-10,	10049.569999933243,	1.383831e-09,	10049.799999952316,	2.260858e-12,	10049.72000002861,	2.588084e-10,	10049.5,	1.911263e-08,	10049.869999885559,	1.124609e-11,	10049.420000076294,	2.573356e-10,	
,	,	,	,	,	,	10050.210000038147,	1.119415e-10,	10050.140000104904,	1.384571e-09,	10050.359999895096,	2.178527e-12,	10050.289999961853,	2.58976e-10,	10050.05999994278,	1.916511e-08,	10050.430000066757,	1.122898e-11,	10049.990000009537,	2.570949e-10,	
,	,	,	,	,	,	10050.769999980927,	1.124834e-10,	10050.700000047684,	1.377014e-09,	10050.920000076294,	2.3605e-12,	10050.849999904633,	2.572236e-10,	10050.619999885559,	1.9103e-08,	10051.0,	1.112175e-11,	10050.549999952316,	2.585502e-10,	
,	,	,	,	,	,	10051.33999991417,	1.121955e-10,	10051.259999990463,	1.380383e-09,	10051.490000009537,	2.315942e-12,	10051.41000008583,	2.558681e-10,	10051.19000005722,	1.909044e-08,	10051.55999994278,	1.14297e-11,	10051.109999895096,	2.56805e-10,	
,	,	,	,	,	,	10051.900000095367,	1.122837e-10,	10051.819999933243,	1.37609e-09,	10052.049999952316,	2.218912e-12,	10051.97000002861,	2.552447e-10,	10051.75,	1.915998e-08,	10052.119999885559,	1.139199e-11,	10051.680000066757,	2.593037e-10,	
,	,	,	,	,	,	10052.460000038147,	1.114567e-10,	10052.390000104904,	1.376656e-09,	10052.609999895096,	2.297985e-12,	10052.539999961853,	2.53999e-10,	10052.30999994278,	1.913253e-08,	10052.69000005722,	1.138278e-11,	10052.240000009537,	2.5595e-10,	
,	,	,	,	,	,	10053.019999980927,	1.108992e-10,	10052.950000047684,	1.381374e-09,	10053.170000076294,	2.227473e-12,	10053.099999904633,	2.530529e-10,	10052.880000114441,	1.91475e-08,	10053.25,	1.121785e-11,	10052.799999952316,	2.576292e-10,	
,	,	,	,	,	,	10053.58999991417,	1.124023e-10,	10053.509999990463,	1.381389e-09,	10053.740000009537,	2.179633e-12,	10053.66000008583,	2.529691e-10,	10053.44000005722,	1.91777e-08,	10053.80999994278,	1.142104e-11,	10053.359999895096,	2.586648e-10,	
,	,	,	,	,	,	10054.150000095367,	1.115866e-10,	10054.069999933243,	1.38608e-09,	10054.299999952316,	2.152465e-12,	10054.22000002861,	2.51747e-10,	10054.0,	1.915408e-08,	10054.369999885559,	1.121571e-11,	10053.930000066757,	2.579675e-10,	
,	,	,	,	,	,	10054.710000038147,	1.117042e-10,	10054.640000104904,	1.376939e-09,	10054.859999895096,	2.172502e-12,	10054.789999961853,	2.523004e-10,	10054.55999994278,	1.91253e-08,	10054.94000005722,	1.110208e-11,	10054.490000009537,	2.585567e-10,	
,	,	,	,	,	,	10055.27999997139,	1.123146e-10,	10055.200000047684,	1.380931e-09,	10055.420000076294,	2.087125e-12,	10055.349999904633,	2.509458e-10,	10055.130000114441,	1.915292e-08,	10055.5,	1.115021e-11,	10055.049999952316,	2.570459e-10,	
,	,	,	,	,	,	10055.83999991417,	1.123492e-10,	10055.759999990463,	1.377376e-09,	10055.990000009537,	2.103171e-12,	10055.91000008583,	2.514595e-10,	10055.69000005722,	1.916032e-08,	10056.05999994278,	1.128185e-11,	10055.609999895096,	2.58606e-10,	
,	,	,	,	,	,	10056.400000095367,	1.113846e-10,	10056.329999923706,	1.379785e-09,	10056.549999952316,	2.217618e-12,	10056.47000002861,	2.520412e-10,	10056.25,	1.911956e-08,	10056.619999885559,	1.12304e-11,	10056.180000066757,	2.57605e-10,	
,	,	,	,	,	,	10056.960000038147,	1.125607e-10,	10056.890000104904,	1.381985e-09,	10057.109999895096,	2.18833e-12,	10057.039999961853,	2.493667e-10,	10056.80999994278,	1.915512e-08,	10057.180000066757,	1.11795e-11,	10056.740000009537,	2.586092e-10,	
,	,	,	,	,	,	10057.52999997139,	1.113611e-10,	10057.450000047684,	1.379684e-09,	10057.670000076294,	2.116905e-12,	10057.599999904633,	2.494838e-10,	10057.380000114441,	1.914827e-08,	10057.75,	1.11109e-11,	10057.299999952316,	2.581243e-10,	
,	,	,	,	,	,	10058.08999991417,	1.108096e-10,	10058.009999990463,	1.381207e-09,	10058.240000009537,	2.171649e-12,	10058.16000008583,	2.496126e-10,	10057.94000005722,	1.920182e-08,	10058.30999994278,	1.132323e-11,	10057.869999885559,	2.580283e-10,	
,	,	,	,	,	,	10058.650000095367,	1.118985e-10,	10058.579999923706,	1.379323e-09,	10058.799999952316,	2.126593e-12,	10058.72000002861,	2.47274e-10,	10058.5,	1.918792e-08,	10058.869999885559,	1.109327e-11,	10058.430000066757,	2.583576e-10,	
,	,	,	,	,	,	10059.210000038147,	1.114108e-10,	10059.140000104904,	1.381257e-09,	10059.359999895096,	2.077052e-12,	10059.289999961853,	2.474206e-10,	10059.05999994278,	1.914177e-08,	10059.44000005722,	1.112364e-11,	10058.990000009537,	2.576657e-10,	
,	,	,	,	,	,	10059.77999997139,	1.117462e-10,	10059.700000047684,	1.377668e-09,	10059.920000076294,	2.251508e-12,	10059.849999904633,	2.467261e-10,	10059.630000114441,	1.911817e-08,	10060.0,	1.125365e-11,	10059.549999952316,	2.574921e-10,	
,	,	,	,	,	,	10060.33999991417,	1.115301e-10,	10060.269999980927,	1.380339e-09,	10060.490000009537,	2.274539e-12,	10060.41000008583,	2.480049e-10,	10060.19000005722,	1.916232e-08,	10060.55999994278,	1.10058e-11,	10060.119999885559,	2.577058e-10,	
,	,	,	,	,	,	10060.900000095367,	1.127585e-10,	10060.829999923706,	1.382527e-09,	10061.049999952316,	2.355246e-12,	10060.980000019073,	2.455714e-10,	10060.75,	1.918544e-08,	10061.130000114441,	1.102974e-11,	10060.680000066757,	2.593208e-10,	
,	,	,	,	,	,	10061.460000038147,	1.116513e-10,	10061.390000104904,	1.382982e-09,	10061.609999895096,	2.045342e-12,	10061.539999961853,	2.46334e-10,	10061.30999994278,	1.916997e-08,	10061.69000005722,	1.102153e-11,	10061.240000009537,	2.58624e-10,	
,	,	,	,	,	,	10062.02999997139,	1.10931e-10,	10061.950000047684,	1.379237e-09,	10062.180000066757,	2.091608e-12,	10062.099999904633,	2.453468e-10,	10061.880000114441,	1.918166e-08,	10062.25,	1.104854e-11,	10061.799999952316,	2.586075e-10,	
,	,	,	,	,	,	10062.58999991417,	1.130551e-10,	10062.519999980927,	1.379741e-09,	10062.740000009537,	2.137281e-12,	10062.66000008583,	2.465103e-10,	10062.44000005722,	1.920632e-08,	10062.80999994278,	1.108808e-11,	10062.369999885559,	2.585671e-10,	
,	,	,	,	,	,	10063.150000095367,	1.120506e-10,	10063.079999923706,	1.378801e-09,	10063.299999952316,	2.187402e-12,	10063.230000019073,	2.439729e-10,	10063.0,	1.914785e-08,	10063.380000114441,	1.103399e-11,	10062.930000066757,	2.583213e-10,	
,	,	,	,	,	,	10063.72000002861,	1.110235e-10,	10063.640000104904,	1.375568e-09,	10063.859999895096,	2.216828e-12,	10063.789999961853,	2.435745e-10,	10063.569999933243,	1.915034e-08,	10063.94000005722,	1.116264e-11,	10063.490000009537,	2.580015e-10,	
,	,	,	,	,	,	10064.27999997139,	1.113909e-10,	10064.200000047684,	1.380004e-09,	10064.430000066757,	2.127185e-12,	10064.349999904633,	2.444923e-10,	10064.130000114441,	1.918234e-08,	10064.5,	1.083731e-11,	10064.049999952316,	2.592227e-10,	
,	,	,	,	,	,	10064.83999991417,	1.115779e-10,	10064.769999980927,	1.379539e-09,	10064.990000009537,	2.073002e-12,	10064.920000076294,	2.436992e-10,	10064.69000005722,	1.919721e-08,	10065.05999994278,	1.092446e-11,	10064.619999885559,	2.574602e-10,	
,	,	,	,	,	,	10065.400000095367,	1.11806e-10,	10065.329999923706,	1.383334e-09,	10065.549999952316,	2.271737e-12,	10065.480000019073,	2.43607e-10,	10065.25,	1.918636e-08,	10065.630000114441,	1.119612e-11,	10065.180000066757,	2.57819e-10,	
