ixdat version = 0.2.1dev
name = 2021-11-11 08_56_25 CO-strip.tsv
technique = MS
tstamp = 1636617385.0
backend_name = BackendBase(none, address=none)
id = 2
timecol 'M2-x' for: 'M2'
timecol 'M32-x' for: 'M32'
timecol 'M40-x' for: 'M40'
timecol 'time/s' for: 'Ewe/V' and 'cycle number' and 'I/mA'
timecol 'M44-x' for: 'M44'
timecol 'M4-x' for: 'M4'
timecol 'M18-x' for: 'M18'
timecol 'M28-x' for: 'M28'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V", "<Ewe>/V"], "raw_current": ["I/mA", "<I>/mA"], "cycle": ["cycle number"]}
N_header_lines = 18

M2-x,	M2,	M32-x,	M32,	M40-x,	M40,	time/s,	Ewe/V,	cycle number,	M44-x,	M44,	M4-x,	M4,	M18-x,	M18,	M28-x,	M28,	I/mA
,	,	,	,	,	,	15145.97000002861,	1.523771,	20.0,	,	,	,	,	,	,	,	,	0.0003333464
,	,	,	,	,	,	15146.130000114441,	1.522965,	20.0,	,	,	,	,	,	,	,	,	0.00035063
,	,	,	,	,	,	15146.289999961853,	1.52217,	20.0,	,	,	,	,	,	,	,	,	0.0003546743
,	,	,	,	,	,	15146.44000005722,	1.521398,	20.0,	,	,	,	,	,	,	,	,	0.00031736
,	,	,	,	,	,	15146.599999904633,	1.520478,	20.0,	,	,	,	,	,	,	,	,	0.0003900808
,	,	,	,	,	,	15146.759999990463,	1.51974,	20.0,	,	,	,	,	,	,	,	,	0.0003490657
,	,	,	,	,	,	15146.920000076294,	1.518934,	20.0,	,	,	,	,	,	,	,	,	0.0002847768
,	,	,	,	,	,	15147.079999923706,	1.518197,	20.0,	,	,	,	,	,	,	,	,	0.0003355975
,	,	,	,	,	,	15147.230000019073,	1.517379,	20.0,	,	,	,	,	,	,	,	,	0.0002661578
,	,	,	,	,	,	15147.390000104904,	1.516543,	20.0,	,	,	,	,	,	,	,	,	0.0002489887
,	,	,	,	,	,	15147.69000005722,	1.514896,	20.0,	,	,	,	,	,	,	,	,	7.41687e-05
,	,	,	,	,	,	15147.890000104904,	1.513922,	20.0,	,	,	,	,	,	,	,	,	3.90292e-05
,	,	,	,	,	,	15148.049999952316,	1.513082,	20.0,	,	,	,	,	,	,	,	,	-6.513023e-05
,	,	,	,	,	,	15148.230000019073,	1.512356,	20.0,	,	,	,	,	,	,	,	,	0.0002694772
,	,	,	,	,	,	15148.380000114441,	1.511527,	20.0,	,	,	,	,	,	,	,	,	0.0003324689
,	,	,	,	,	,	15148.539999961853,	1.510743,	20.0,	,	,	,	,	,	,	,	,	0.0003397562
,	,	,	,	,	,	15148.700000047684,	1.509926,	20.0,	,	,	,	,	,	,	,	,	0.0003834039
,	,	,	,	,	,	15148.880000114441,	1.509204,	20.0,	,	,	,	,	,	,	,	,	0.0001958788
,	,	,	,	,	,	15149.210000038147,	1.507538,	20.0,	,	,	,	,	,	,	,	,	0.0002688667
,	,	,	,	,	,	15149.369999885559,	1.506809,	20.0,	,	,	,	,	,	,	,	,	0.0002337654
,	,	,	,	,	,	15149.52999997139,	1.505964,	20.0,	,	,	,	,	,	,	,	,	0.0002046923
,	,	,	,	,	,	15149.680000066757,	1.505185,	20.0,	,	,	,	,	,	,	,	,	0.000230446
,	,	,	,	,	,	15149.83999991417,	1.504295,	20.0,	,	,	,	,	,	,	,	,	0.0002141163
,	,	,	,	,	,	15150.0,	1.503554,	20.0,	,	,	,	,	,	,	,	,	0.0002099193
,	,	,	,	,	,	15150.170000076294,	1.502499,	20.0,	,	,	,	,	,	,	,	,	0.0001618458
,	,	,	,	,	,	15150.41000008583,	1.501349,	20.0,	,	,	,	,	,	,	,	,	-0.0001349514
,	,	,	,	,	,	15150.680000066757,	1.50015,	20.0,	,	,	,	,	,	,	,	,	0.0001396785
,	,	,	,	,	,	15150.83999991417,	1.499366,	20.0,	,	,	,	,	,	,	,	,	0.0001745509
,	,	,	,	,	,	15151.0,	1.49858,	20.0,	,	,	,	,	,	,	,	,	0.0001500944
,	,	,	,	,	,	15151.16000008583,	1.4978,	20.0,	,	,	,	,	,	,	,	,	0.0001513154
,	,	,	,	,	,	15151.319999933243,	1.496952,	20.0,	,	,	,	,	,	,	,	,	0.0001490643
,	,	,	,	,	,	15151.490000009537,	1.495936,	20.0,	,	,	,	,	,	,	,	,	-1.186775e-05
,	,	,	,	,	,	15151.650000095367,	1.495111,	20.0,	,	,	,	,	,	,	,	,	-0.0001139669
,	,	,	,	,	,	15151.849999904633,	1.494117,	20.0,	,	,	,	,	,	,	,	,	-1.797233e-05
,	,	,	,	,	,	15152.109999895096,	1.492994,	20.0,	,	,	,	,	,	,	,	,	0.0001382287
,	,	,	,	,	,	15152.269999980927,	1.492211,	20.0,	,	,	,	,	,	,	,	,	0.000166882
,	,	,	,	,	,	15152.450000047684,	1.491332,	20.0,	,	,	,	,	,	,	,	,	-0.0004402568
,	,	,	,	,	,	15152.599999904633,	1.49058,	20.0,	,	,	,	,	,	,	,	,	0.0001363973
,	,	,	,	,	,	15152.759999990463,	1.48977,	20.0,	,	,	,	,	,	,	,	,	0.0001669202
,	,	,	,	,	,	15152.920000076294,	1.488979,	20.0,	,	,	,	,	,	,	,	,	0.0001220134
,	,	,	,	,	,	15153.08999991417,	1.487917,	20.0,	,	,	,	,	,	,	,	,	0.0001506286
,	,	,	,	,	,	15153.400000095367,	1.486557,	20.0,	,	,	,	,	,	,	,	,	0.0001024787
,	,	,	,	,	,	15153.58999991417,	1.485564,	20.0,	,	,	,	,	,	,	,	,	0.0001301019
,	,	,	,	,	,	15153.740000009537,	1.484811,	20.0,	,	,	,	,	,	,	,	,	0.0001199531
,	,	,	,	,	,	15153.900000095367,	1.483978,	20.0,	,	,	,	,	,	,	,	,	0.0001839749
,	,	,	,	,	,	15154.05999994278,	1.483199,	20.0,	,	,	,	,	,	,	,	,	0.0001484157
,	,	,	,	,	,	15154.240000009537,	1.482412,	20.0,	,	,	,	,	,	,	,	,	0.0001236921
,	,	,	,	,	,	15154.390000104904,	1.481636,	20.0,	,	,	,	,	,	,	,	,	0.0001107199
,	,	,	,	,	,	15154.579999923706,	1.480547,	20.0,	,	,	,	,	,	,	,	,	0.0001525744
,	,	,	,	,	,	15154.91000008583,	1.479,	20.0,	,	,	,	,	,	,	,	,	8.626341e-05
,	,	,	,	,	,	15155.069999933243,	1.47824,	20.0,	,	,	,	,	,	,	,	,	0.0001193045
,	,	,	,	,	,	15155.230000019073,	1.47735,	20.0,	,	,	,	,	,	,	,	,	0.000118198
,	,	,	,	,	,	15155.390000104904,	1.476624,	20.0,	,	,	,	,	,	,	,	,	8.698833e-05
,	,	,	,	,	,	15155.549999952316,	1.475867,	20.0,	,	,	,	,	,	,	,	,	9.1376e-05
,	,	,	,	,	,	15155.710000038147,	1.475035,	20.0,	,	,	,	,	,	,	,	,	4.63547e-05
,	,	,	,	,	,	15155.869999885559,	1.474206,	20.0,	,	,	,	,	,	,	,	,	5.600757e-05
,	,	,	,	,	,	15156.119999885559,	1.47301,	20.0,	,	,	,	,	,	,	,	,	8.672125e-05
,	,	,	,	,	,	15156.369999885559,	1.471543,	20.0,	,	,	,	,	,	,	,	,	4.833869e-05
,	,	,	,	,	,	15156.549999952316,	1.470878,	20.0,	,	,	,	,	,	,	,	,	3.17037e-05
,	,	,	,	,	,	15156.710000038147,	1.470064,	20.0,	,	,	,	,	,	,	,	,	3.574799e-05
,	,	,	,	,	,	15156.869999885559,	1.469163,	20.0,	,	,	,	,	,	,	,	,	7.283333e-05
,	,	,	,	,	,	15157.019999980927,	1.468379,	20.0,	,	,	,	,	,	,	,	,	6.028078e-05
,	,	,	,	,	,	15157.180000066757,	1.467562,	20.0,	,	,	,	,	,	,	,	,	8.267696e-05
,	,	,	,	,	,	15157.33999991417,	1.466763,	20.0,	,	,	,	,	,	,	,	,	0.0001627615
,	,	,	,	,	,	15157.5,	1.465976,	20.0,	,	,	,	,	,	,	,	,	0.0001473474
,	,	,	,	,	,	15157.66000008583,	1.465144,	20.0,	,	,	,	,	,	,	,	,	0.0002137729
,	,	,	,	,	,	15157.80999994278,	1.46436,	20.0,	,	,	,	,	,	,	,	,	0.0001529941
,	,	,	,	,	,	15157.97000002861,	1.46352,	20.0,	,	,	,	,	,	,	,	,	0.000125638
,	,	,	,	,	,	15158.130000114441,	1.46276,	20.0,	,	,	,	,	,	,	,	,	8.389788e-05
,	,	,	,	,	,	15158.30999994278,	1.462053,	20.0,	,	,	,	,	,	,	,	,	7.36727e-05
,	,	,	,	,	,	15158.460000038147,	1.461213,	20.0,	,	,	,	,	,	,	,	,	5.612204e-05
,	,	,	,	,	,	15158.619999885559,	1.460433,	20.0,	,	,	,	,	,	,	,	,	9.19483e-05
,	,	,	,	,	,	15158.77999997139,	1.459604,	20.0,	,	,	,	,	,	,	,	,	0.0001457831
,	,	,	,	,	,	15158.97000002861,	1.458538,	20.0,	,	,	,	,	,	,	,	,	7.519886e-05
,	,	,	,	,	,	15159.25,	1.457155,	20.0,	,	,	,	,	,	,	,	,	0.0001559319
,	,	,	,	,	,	15159.41000008583,	1.456338,	20.0,	,	,	,	,	,	,	,	,	0.000142044
,	,	,	,	,	,	15159.569999933243,	1.455516,	20.0,	,	,	,	,	,	,	,	,	0.0001332687
,	,	,	,	,	,	15159.730000019073,	1.454733,	20.0,	,	,	,	,	,	,	,	,	-7.718678e-05
,	,	,	,	,	,	15159.890000104904,	1.453965,	20.0,	,	,	,	,	,	,	,	,	-5.200537e-05
,	,	,	,	,	,	15160.049999952316,	1.453171,	20.0,	,	,	,	,	,	,	,	,	-0.0001684884
,	,	,	,	,	,	15160.210000038147,	1.452456,	20.0,	,	,	,	,	,	,	,	,	-0.0003224002
,	,	,	,	,	,	15160.369999885559,	1.451585,	20.0,	,	,	,	,	,	,	,	,	0.0001743983
,	,	,	,	,	,	15160.630000114441,	1.450416,	20.0,	,	,	,	,	,	,	,	,	2.044838e-05
,	,	,	,	,	,	15160.789999961853,	1.449564,	20.0,	,	,	,	,	,	,	,	,	1.43438e-05
,	,	,	,	,	,	15160.950000047684,	1.44877,	20.0,	,	,	,	,	,	,	,	,	4.73467e-05
,	,	,	,	,	,	15161.109999895096,	1.448063,	20.0,	,	,	,	,	,	,	,	,	1.12152e-05
,	,	,	,	,	,	15161.269999980927,	1.44718,	20.0,	,	,	,	,	,	,	,	,	-2.590829e-05
,	,	,	,	,	,	15161.44000005722,	1.446382,	20.0,	,	,	,	,	,	,	,	,	5.528265e-05
,	,	,	,	,	,	15161.599999904633,	1.44561,	20.0,	,	,	,	,	,	,	,	,	7.798407e-05
,	,	,	,	,	,	15161.80999994278,	1.444372,	20.0,	,	,	,	,	,	,	,	,	-0.0001479236
,	,	,	,	,	,	15162.05999994278,	1.443184,	20.0,	,	,	,	,	,	,	,	,	7.783146e-05
,	,	,	,	,	,	15162.22000002861,	1.442416,	20.0,	,	,	,	,	,	,	,	,	0.0001088885
,	,	,	,	,	,	15162.380000114441,	1.441618,	20.0,	,	,	,	,	,	,	,	,	9.702273e-05
,	,	,	,	,	,	15162.52999997139,	1.440823,	20.0,	,	,	,	,	,	,	,	,	0.0001133906
,	,	,	,	,	,	15162.69000005722,	1.439929,	20.0,	,	,	,	,	,	,	,	,	0.0001191518
,	,	,	,	,	,	15162.849999904633,	1.439161,	20.0,	,	,	,	,	,	,	,	,	0.0001253709
,	,	,	,	,	,	15163.02999997139,	1.43842,	20.0,	,	,	,	,	,	,	,	,	2.830803e-05
,	,	,	,	,	,	15163.390000104904,	1.43656,	20.0,	,	,	,	,	,	,	,	,	4.353133e-05
,	,	,	,	,	,	15163.55999994278,	1.43562,	20.0,	,	,	,	,	,	,	,	,	-0.0003982878
,	,	,	,	,	,	15163.72000002861,	1.434898,	20.0,	,	,	,	,	,	,	,	,	-0.0005162207
,	,	,	,	,	,	15163.880000114441,	1.43421,	20.0,	,	,	,	,	,	,	,	,	-0.00054537
,	,	,	,	,	,	15164.039999961853,	1.43337,	20.0,	,	,	,	,	,	,	,	,	5.276451e-05
,	,	,	,	,	,	15164.200000047684,	1.432617,	20.0,	,	,	,	,	,	,	,	,	2.514128e-05
,	,	,	,	,	,	15164.349999904633,	1.431834,	20.0,	,	,	,	,	,	,	,	,	1.22835e-05
,	,	,	,	,	,	15164.509999990463,	1.431005,	20.0,	,	,	,	,	,	,	,	,	4.47904e-05
,	,	,	,	,	,	15164.72000002861,	1.430035,	20.0,	,	,	,	,	,	,	,	,	3.719783e-05
,	,	,	,	,	,	15164.920000076294,	1.428774,	20.0,	,	,	,	,	,	,	,	,	-0.0002980963
,	,	,	,	,	,	15165.079999923706,	1.428014,	20.0,	,	,	,	,	,	,	,	,	-0.000414236
,	,	,	,	,	,	15165.240000009537,	1.427326,	20.0,	,	,	,	,	,	,	,	,	-0.0005456753
,	,	,	,	,	,	15165.400000095367,	1.426615,	20.0,	,	,	,	,	,	,	,	,	-0.0005161825
,	,	,	,	,	,	15165.52999997139,	1.425748,	20.0,	,	,	,	,	,	,	,	,	5.936509e-05
,	,	,	,	,	,	15165.72000002861,	1.425015,	20.0,	,	,	,	,	,	,	,	,	5.192513e-05
,	,	,	,	,	,	15165.890000104904,	1.423953,	20.0,	,	,	,	,	,	,	,	,	0.0001092319
,	,	,	,	,	,	15166.079999923706,	1.423215,	20.0,	,	,	,	,	,	,	,	,	1.918931e-05
,	,	,	,	,	,	15166.33999991417,	1.42176,	20.0,	,	,	,	,	,	,	,	,	6.562229e-05
,	,	,	,	,	,	15166.490000009537,	1.421034,	20.0,	,	,	,	,	,	,	,	,	0.000118694
,	,	,	,	,	,	15166.650000095367,	1.420205,	20.0,	,	,	,	,	,	,	,	,	0.0001188848
,	,	,	,	,	,	15166.80999994278,	1.419357,	20.0,	,	,	,	,	,	,	,	,	0.0001033562
,	,	,	,	,	,	15166.980000019073,	1.418543,	20.0,	,	,	,	,	,	,	,	,	3.212339e-05
,	,	,	,	,	,	15167.140000104904,	1.417775,	20.0,	,	,	,	,	,	,	,	,	1.865516e-05
,	,	,	,	,	,	15167.299999952316,	1.417022,	20.0,	,	,	,	,	,	,	,	,	-2.533598e-05
,	,	,	,	,	,	15167.460000038147,	1.416178,	20.0,	,	,	,	,	,	,	,	,	-2.716736e-05
,	,	,	,	,	,	15167.619999885559,	1.415391,	20.0,	,	,	,	,	,	,	,	,	3.246677e-05
,	,	,	,	,	,	15167.789999961853,	1.414574,	20.0,	,	,	,	,	,	,	,	,	1.308473e-05
,	,	,	,	,	,	15167.97000002861,	1.413508,	20.0,	,	,	,	,	,	,	,	,	5.123837e-05
,	,	,	,	,	,	15168.130000114441,	1.412717,	20.0,	,	,	,	,	,	,	,	,	-1.053237e-05
,	,	,	,	,	,	15168.27999997139,	1.411888,	20.0,	,	,	,	,	,	,	,	,	-0.0001422006
,	,	,	,	,	,	15168.44000005722,	1.41117,	20.0,	,	,	,	,	,	,	,	,	-0.0002527698
,	,	,	,	,	,	15168.599999904633,	1.410406,	20.0,	,	,	,	,	,	,	,	,	-0.0004377005
,	,	,	,	,	,	15168.77999997139,	1.409538,	20.0,	,	,	,	,	,	,	,	,	6.356199e-05
,	,	,	,	,	,	15168.980000019073,	1.408644,	20.0,	,	,	,	,	,	,	,	,	5.377693e-06
,	,	,	,	,	,	15169.19000005722,	1.407609,	20.0,	,	,	,	,	,	,	,	,	2.8214e-06
,	,	,	,	,	,	15169.359999895096,	1.406654,	20.0,	,	,	,	,	,	,	,	,	-0.0004178988
,	,	,	,	,	,	15169.519999980927,	1.405825,	20.0,	,	,	,	,	,	,	,	,	-0.0005246908
,	,	,	,	,	,	15169.680000066757,	1.40521,	20.0,	,	,	,	,	,	,	,	,	-1.499635e-05
,	,	,	,	,	,	15169.829999923706,	1.404392,	20.0,	,	,	,	,	,	,	,	,	3.79609e-05
,	,	,	,	,	,	15169.990000009537,	1.403643,	20.0,	,	,	,	,	,	,	,	,	1.789209e-05
,	,	,	,	,	,	15170.150000095367,	1.402746,	20.0,	,	,	,	,	,	,	,	,	5.00556e-05
,	,	,	,	,	,	15170.30999994278,	1.401959,	20.0,	,	,	,	,	,	,	,	,	2.281391e-05
,	,	,	,	,	,	15170.47000002861,	1.401168,	20.0,	,	,	,	,	,	,	,	,	5.072464e-06
,	,	,	,	,	,	15170.630000114441,	1.400404,	20.0,	,	,	,	,	,	,	,	,	1.552656e-05
,	,	,	,	,	,	15170.77999997139,	1.399609,	20.0,	,	,	,	,	,	,	,	,	-1.968925e-05
,	,	,	,	,	,	15170.930000066757,	1.39875,	20.0,	,	,	,	,	,	,	,	,	6.84075e-05
,	,	,	,	,	,	15171.079999923706,	1.397951,	20.0,	,	,	,	,	,	,	,	,	-6.642745e-05
,	,	,	,	,	,	15171.240000009537,	1.397172,	20.0,	,	,	,	,	,	,	,	,	-0.0003223239
,	,	,	,	,	,	15171.400000095367,	1.396412,	20.0,	,	,	,	,	,	,	,	,	-0.0004605545
,	,	,	,	,	,	15171.55999994278,	1.395804,	20.0,	,	,	,	,	,	,	,	,	-0.0004535342
,	,	,	,	,	,	15171.710000038147,	1.394945,	20.0,	,	,	,	,	,	,	,	,	1.022321e-05
,	,	,	,	,	,	15172.0,	1.393417,	20.0,	,	,	,	,	,	,	,	,	-0.0003856971
,	,	,	,	,	,	15172.16000008583,	1.392717,	20.0,	,	,	,	,	,	,	,	,	-0.0005410206
,	,	,	,	,	,	15172.30999994278,	1.391988,	20.0,	,	,	,	,	,	,	,	,	5.852571e-05
,	,	,	,	,	,	15172.47000002861,	1.391185,	20.0,	,	,	,	,	,	,	,	,	9.994284e-06
,	,	,	,	,	,	15172.630000114441,	1.39036,	20.0,	,	,	,	,	,	,	,	,	7.552451e-06
,	,	,	,	,	,	15172.789999961853,	1.389615,	20.0,	,	,	,	,	,	,	,	,	1.312288e-05
,	,	,	,	,	,	15172.97000002861,	1.388584,	20.0,	,	,	,	,	,	,	,	,	8.500433e-05
,	,	,	,	,	,	15173.140000104904,	1.387816,	20.0,	,	,	,	,	,	,	,	,	6.703397e-05
,	,	,	,	,	,	15173.44000005722,	1.386265,	20.0,	,	,	,	,	,	,	,	,	-0.0004428131
,	,	,	,	,	,	15173.599999904633,	1.38565,	20.0,	,	,	,	,	,	,	,	,	-0.0005790597
,	,	,	,	,	,	15173.75,	1.384771,	20.0,	,	,	,	,	,	,	,	,	2.865141e-05
,	,	,	,	,	,	15173.91000008583,	1.384041,	20.0,	,	,	,	,	,	,	,	,	-8.795026e-07
,	,	,	,	,	,	15174.069999933243,	1.383243,	20.0,	,	,	,	,	,	,	,	,	9.002289e-06
,	,	,	,	,	,	15174.25,	1.382104,	20.0,	,	,	,	,	,	,	,	,	4.364579e-05
,	,	,	,	,	,	15174.400000095367,	1.381375,	20.0,	,	,	,	,	,	,	,	,	-6.715237e-05
,	,	,	,	,	,	15174.579999923706,	1.380607,	20.0,	,	,	,	,	,	,	,	,	-1.194406e-05
,	,	,	,	,	,	15174.91000008583,	1.379006,	20.0,	,	,	,	,	,	,	,	,	-3.296671e-05
,	,	,	,	,	,	15175.119999885559,	1.377768,	20.0,	,	,	,	,	,	,	,	,	-0.0001612774
,	,	,	,	,	,	15175.289999961853,	1.377031,	20.0,	,	,	,	,	,	,	,	,	5.46722e-05
,	,	,	,	,	,	15175.450000047684,	1.376221,	20.0,	,	,	,	,	,	,	,	,	7.168872e-05
,	,	,	,	,	,	15175.609999895096,	1.375369,	20.0,	,	,	,	,	,	,	,	,	8.328741e-05
,	,	,	,	,	,	15175.759999990463,	1.374605,	20.0,	,	,	,	,	,	,	,	,	5.650357e-05
,	,	,	,	,	,	15175.920000076294,	1.373738,	20.0,	,	,	,	,	,	,	,	,	-5.704166e-05
,	,	,	,	,	,	15176.230000019073,	1.372412,	20.0,	,	,	,	,	,	,	,	,	3.151293e-05
,	,	,	,	,	,	15176.41000008583,	1.371461,	20.0,	,	,	,	,	,	,	,	,	5.696141e-05
,	,	,	,	,	,	15176.569999933243,	1.37064,	20.0,	,	,	,	,	,	,	,	,	6.703397e-05
,	,	,	,	,	,	15176.730000019073,	1.369841,	20.0,	,	,	,	,	,	,	,	,	6.951396e-05
,	,	,	,	,	,	15176.900000095367,	1.369073,	20.0,	,	,	,	,	,	,	,	,	-3.945283e-05
,	,	,	,	,	,	15177.05999994278,	1.36824,	20.0,	,	,	,	,	,	,	,	,	-2.07957e-05
,	,	,	,	,	,	15177.22000002861,	1.367423,	20.0,	,	,	,	,	,	,	,	,	4.177208e-07
,	,	,	,	,	,	15177.380000114441,	1.366594,	20.0,	,	,	,	,	,	,	,	,	-7.365621e-06
,	,	,	,	,	,	15177.549999952316,	1.365849,	20.0,	,	,	,	,	,	,	,	,	-3.090642e-05
,	,	,	,	,	,	15177.769999980927,	1.364638,	20.0,	,	,	,	,	,	,	,	,	-2.445845e-05
,	,	,	,	,	,	15177.930000066757,	1.363858,	20.0,	,	,	,	,	,	,	,	,	-7.022239e-06
,	,	,	,	,	,	15178.08999991417,	1.363068,	20.0,	,	,	,	,	,	,	,	,	-2.21488e-06
,	,	,	,	,	,	15178.25,	1.362258,	20.0,	,	,	,	,	,	,	,	,	4.875838e-05
,	,	,	,	,	,	15178.380000114441,	1.361639,	20.0,	,	,	,	,	,	,	,	,	2.40171e-06
,	,	,	,	,	,	15178.569999933243,	1.360603,	20.0,	,	,	,	,	,	,	,	,	8.389788e-05
,	,	,	,	,	,	15178.740000009537,	1.359794,	20.0,	,	,	,	,	,	,	,	,	-1.846833e-05
,	,	,	,	,	,	15178.960000038147,	1.358544,	20.0,	,	,	,	,	,	,	,	,	-0.0003209122
,	,	,	,	,	,	15179.22000002861,	1.35744,	20.0,	,	,	,	,	,	,	,	,	-1.740003e-05
,	,	,	,	,	,	15179.369999885559,	1.356665,	20.0,	,	,	,	,	,	,	,	,	-2.339015e-05
,	,	,	,	,	,	15179.5,	1.355996,	20.0,	,	,	,	,	,	,	,	,	-4.235251e-05
,	,	,	,	,	,	15179.69000005722,	1.35506,	20.0,	,	,	,	,	,	,	,	,	-1.476743e-05
,	,	,	,	,	,	15179.869999885559,	1.354227,	20.0,	,	,	,	,	,	,	,	,	-2.86172e-05
,	,	,	,	,	,	15180.019999980927,	1.35341,	20.0,	,	,	,	,	,	,	,	,	3.635845e-05
,	,	,	,	,	,	15180.180000066757,	1.352615,	20.0,	,	,	,	,	,	,	,	,	-4.961942e-06
,	,	,	,	,	,	15180.420000076294,	1.351419,	20.0,	,	,	,	,	,	,	,	,	-5.788104e-05
,	,	,	,	,	,	15180.670000076294,	1.35017,	20.0,	,	,	,	,	,	,	,	,	-0.0006426237
,	,	,	,	,	,	15180.849999904633,	1.349184,	20.0,	,	,	,	,	,	,	,	,	4.131842e-05
,	,	,	,	,	,	15181.009999990463,	1.348394,	20.0,	,	,	,	,	,	,	,	,	5.429066e-05
,	,	,	,	,	,	15181.180000066757,	1.347603,	20.0,	,	,	,	,	,	,	,	,	-2.02997e-05
,	,	,	,	,	,	15181.33999991417,	1.346808,	20.0,	,	,	,	,	,	,	,	,	-2.823566e-05
,	,	,	,	,	,	15181.5,	1.346002,	20.0,	,	,	,	,	,	,	,	,	-2.369538e-05
,	,	,	,	,	,	15181.680000066757,	1.345016,	20.0,	,	,	,	,	,	,	,	,	-0.0002953493
,	,	,	,	,	,	15182.019999980927,	1.343446,	20.0,	,	,	,	,	,	,	,	,	-2.850274e-05
,	,	,	,	,	,	15182.180000066757,	1.342648,	20.0,	,	,	,	,	,	,	,	,	-1.140991e-05
,	,	,	,	,	,	15182.33999991417,	1.341861,	20.0,	,	,	,	,	,	,	,	,	-3.899499e-05
,	,	,	,	,	,	15182.5,	1.340994,	20.0,	,	,	,	,	,	,	,	,	-5.005954e-05
,	,	,	,	,	,	15182.66000008583,	1.34023,	20.0,	,	,	,	,	,	,	,	,	-2.609906e-05
,	,	,	,	,	,	15182.819999933243,	1.339416,	20.0,	,	,	,	,	,	,	,	,	-9.692993e-06
,	,	,	,	,	,	15182.990000009537,	1.338487,	20.0,	,	,	,	,	,	,	,	,	-0.0005092004
,	,	,	,	,	,	15183.230000019073,	1.337422,	20.0,	,	,	,	,	,	,	,	,	-0.0004319393
,	,	,	,	,	,	15183.490000009537,	1.336008,	20.0,	,	,	,	,	,	,	,	,	5.005561e-05
,	,	,	,	,	,	15183.640000104904,	1.33519,	20.0,	,	,	,	,	,	,	,	,	8.118897e-05
,	,	,	,	,	,	15183.799999952316,	1.334365,	20.0,	,	,	,	,	,	,	,	,	3.132216e-05
,	,	,	,	,	,	15183.960000038147,	1.333574,	20.0,	,	,	,	,	,	,	,	,	-5.444721e-05
,	,	,	,	,	,	15184.130000114441,	1.332826,	20.0,	,	,	,	,	,	,	,	,	-2.335199e-05
,	,	,	,	,	,	15184.30999994278,	1.332008,	20.0,	,	,	,	,	,	,	,	,	-2.007078e-05
,	,	,	,	,	,	15184.47000002861,	1.331244,	20.0,	,	,	,	,	,	,	,	,	1.102443e-05
,	,	,	,	,	,	15184.680000066757,	1.330018,	20.0,	,	,	,	,	,	,	,	,	7.199395e-05
,	,	,	,	,	,	15184.94000005722,	1.328826,	20.0,	,	,	,	,	,	,	,	,	-1.888802e-05
,	,	,	,	,	,	15185.099999904633,	1.328069,	20.0,	,	,	,	,	,	,	,	,	-2.510706e-05
,	,	,	,	,	,	15185.269999980927,	1.327084,	20.0,	,	,	,	,	,	,	,	,	-0.0003480776
,	,	,	,	,	,	15185.450000047684,	1.326228,	20.0,	,	,	,	,	,	,	,	,	1.32755e-05
,	,	,	,	,	,	15185.599999904633,	1.325468,	20.0,	,	,	,	,	,	,	,	,	7.741176e-05
,	,	,	,	,	,	15185.759999990463,	1.324684,	20.0,	,	,	,	,	,	,	,	,	4.746116e-05
,	,	,	,	,	,	15185.920000076294,	1.323825,	20.0,	,	,	,	,	,	,	,	,	8.309665e-05
,	,	,	,	,	,	15186.140000104904,	1.322908,	20.0,	,	,	,	,	,	,	,	,	-6.127671e-05
,	,	,	,	,	,	15186.41000008583,	1.321449,	20.0,	,	,	,	,	,	,	,	,	-2.632798e-05
,	,	,	,	,	,	15186.58999991417,	1.320677,	20.0,	,	,	,	,	,	,	,	,	-7.665263e-05
,	,	,	,	,	,	15186.740000009537,	1.319898,	20.0,	,	,	,	,	,	,	,	,	-2.100419e-06
,	,	,	,	,	,	15186.900000095367,	1.31903,	20.0,	,	,	,	,	,	,	,	,	-4.22762e-05
,	,	,	,	,	,	15187.05999994278,	1.318327,	20.0,	,	,	,	,	,	,	,	,	-2.384799e-05
,	,	,	,	,	,	15187.22000002861,	1.317426,	20.0,	,	,	,	,	,	,	,	,	9.994283e-06
,	,	,	,	,	,	15187.380000114441,	1.316681,	20.0,	,	,	,	,	,	,	,	,	-5.69272e-05
,	,	,	,	,	,	15187.47000002861,	1.316012,	20.0,	,	,	,	,	,	,	,	,	-0.0002696337
,	,	,	,	,	,	15187.819999933243,	1.314461,	20.0,	,	,	,	,	,	,	,	,	-1.484373e-05
,	,	,	,	,	,	15187.980000019073,	1.313605,	20.0,	,	,	,	,	,	,	,	,	-2.289415e-05
,	,	,	,	,	,	15188.140000104904,	1.312891,	20.0,	,	,	,	,	,	,	,	,	-1.625542e-05
,	,	,	,	,	,	15188.299999952316,	1.312012,	20.0,	,	,	,	,	,	,	,	,	-3.056303e-05
,	,	,	,	,	,	15188.460000038147,	1.311313,	20.0,	,	,	,	,	,	,	,	,	-2.251262e-05
,	,	,	,	,	,	15188.609999895096,	1.310492,	20.0,	,	,	,	,	,	,	,	,	-1.526343e-05
,	,	,	,	,	,	15188.789999961853,	1.309655,	20.0,	,	,	,	,	,	,	,	,	-3.283182e-06
,	,	,	,	,	,	15189.009999990463,	1.308471,	20.0,	,	,	,	,	,	,	,	,	-4.422203e-05
